Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
128,Chema,es ESP,MF,Real Madrid,20-016,2005,0.1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
129,Julián Chicco,ar ARG,"MF,DF",Leganés,27-118,1998,3.3,189,10,46,104,41,3,189,4,2,50.0,1,25.0,89,434,231,8,5,0,12,5,108,7,Matches
130,Chiquinho,pt POR,"MF,FW",Mallorca,25-095,2000,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12,Matches
131,Andreas Christensen,dk DEN,DF,Barcelona,29-031,1996,1.3,116,3,25,85,6,0,116,0,0,,0,,73,289,152,1,1,0,0,0,89,1,Matches
132,Jasper Cillessen,nl NED,GK,Las Palmas,36-019,1989,25.9,1079,867,1066,13,0,0,1079,0,0,,0,,609,3115,2050,0,0,0,4,0,514,0,Matches
133,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,31-056,1994,21.0,1311,90,403,775,143,17,1311,21,12,57.1,8,38.1,684,2814,1404,16,22,1,14,19,791,12,Matches
134,Seydouba Cissé,gn GUI,MF,Leganés,24-090,2001,23.2,1195,41,248,758,206,17,1195,42,28,66.7,9,21.4,667,3176,1534,22,29,2,30,25,770,36,Matches
135,Silvi Clúa,es ESP,MF,Girona,20-102,2005,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3,Matches
136,Eray Cömert,ch SUI,"DF,MF",Valladolid,27-096,1998,17.8,978,111,533,416,32,7,978,3,3,100.0,0,0.0,518,2602,1323,7,3,0,12,2,636,5,Matches
137,Santi Comesaña,es ESP,MF,Villarreal,28-218,1996,27.1,1680,98,426,937,327,62,1680,31,16,51.6,13,41.9,881,4135,2417,38,30,5,35,44,1118,54,Matches
138,Diego Conde,es ESP,GK,Villarreal,26-195,1998,20.8,659,569,654,5,0,0,659,0,0,,0,,382,1923,1132,0,0,0,1,0,330,0,Matches
139,Tomás Conechny,ar ARG,"FW,MF",Alavés,27-042,1998,8.8,424,9,57,184,185,32,424,10,4,40.0,6,60.0,232,928,383,12,17,2,30,9,289,59,Matches
140,Copete,es ESP,DF,Mallorca,25-213,1999,16.0,946,157,484,433,31,12,946,5,4,80.0,0,0.0,496,2346,1331,10,3,0,7,2,567,2,Matches
141,Iker Córdoba,es ESP,DF,Valencia,19-181,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,Matches
142,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,30-063,1995,8.3,384,4,52,118,220,72,384,35,12,34.3,22,62.9,250,1229,614,25,15,11,26,15,276,73,Matches
143,Thierry Correia,pt POR,DF,Valencia,26-063,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,Matches
144,Coba da Costa,es ESP,"MF,FW",Getafe,22-289,2002,10.2,461,7,65,172,231,45,461,50,16,32.0,30,60.0,239,2030,1027,45,23,25,26,22,273,76,Matches
145,Logan Costa,cv CPV,DF,Villarreal,24-040,2001,25.7,1625,260,865,701,66,12,1625,1,0,0.0,1,100.0,958,5103,2834,25,16,0,7,0,1102,10,Matches
146,Samu Costa,pt POR,MF,Mallorca,24-165,2000,26.6,1653,87,401,985,276,32,1653,29,10,34.5,15,51.7,924,3578,1431,23,14,1,37,32,1123,66,Matches
147,Thibaut Courtois,be BEL,GK,Real Madrid,33-000,1992,28.0,1037,915,1034,3,0,0,1037,1,0,0.0,1,100.0,639,3022,1943,0,0,0,0,0,633,0,Matches
148,Juan Cruz Armada,es ESP,DF,Osasuna,32-287,1992,13.0,621,58,222,307,96,4,621,4,1,25.0,2,50.0,241,888,517,8,7,2,9,3,292,11,Matches
149,Juan Cruz,es ESP,"FW,MF",Leganés,25-016,2000,23.1,879,20,164,349,384,39,879,75,38,50.7,31,41.3,513,3229,1563,57,41,21,37,20,532,124,Matches
150,Pau Cubarsí,es ESP,DF,Barcelona,18-109,2007,26.0,2615,175,958,1571,91,16,2615,7,6,85.7,1,14.3,1717,8487,4778,25,15,0,6,1,2065,6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Cucho,co COL,FW,Betis,26-021,1999,9.7,373,4,20,167,188,49,373,21,13,61.9,8,38.1,194,1047,398,21,7,11,35,9,244,60,Matches
152,Arnaut Danjuma,nl NED,FW,Villarreal,28-100,1997,2.2,48,0,1,13,34,8,48,4,0,0.0,4,100.0,25,207,98,4,3,2,3,0,36,17,Matches
153,Arnaut Danjuma,nl NED,"FW,MF",Girona,28-100,1997,14.6,577,7,58,139,385,81,577,66,24,36.4,34,51.5,385,3519,2004,91,42,38,32,10,432,179,Matches
154,Sergi Darder,es ESP,"MF,FW",Mallorca,31-140,1993,27.6,1389,16,152,780,473,27,1389,63,30,47.6,25,39.7,808,4442,1896,34,51,6,32,27,919,75,Matches
155,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30-352,1994,20.8,1722,26,285,1025,430,16,1722,31,10,32.3,15,48.4,1190,6534,3587,69,50,2,27,23,1362,59,Matches
156,Mouctar Diakhaby,gn GUI,DF,Valencia,28-143,1996,4.4,226,47,149,58,20,14,226,2,1,50.0,1,50.0,110,525,241,2,4,0,4,1,123,2,Matches
157,Assane Diao,sn SEN,FW,Betis,19-246,2005,3.1,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,Matches
158,Moussa Diarra,ml MLI,DF,Alavés,24-182,2000,19.7,967,49,362,474,136,9,967,14,7,50.0,5,35.7,485,2007,1046,12,10,2,17,11,563,30,Matches
159,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,25-281,1999,14.3,769,3,71,387,320,61,769,44,22,50.0,18,40.9,504,2308,1150,38,16,12,40,22,615,100,Matches
160,Daniel Díaz,es ESP,MF,Real Sociedad,18-323,2006,0.1,6,0,2,1,3,1,6,1,0,0.0,1,100.0,1,0,0,0,0,0,0,0,4,0,Matches
161,Pedro Díaz,es ESP,MF,Rayo Vallecano,26-340,1998,11.9,624,7,106,296,232,14,623,26,16,61.5,9,34.6,347,1856,942,21,25,2,22,7,402,42,Matches
162,Diego,es ESP,"FW,MF",Leganés,25-023,2000,10.3,256,10,17,107,135,34,256,8,3,37.5,5,62.5,148,619,232,8,8,5,41,9,197,44,Matches
163,Stole Dimitrievski,mk MKD,GK,Valencia,31-137,1993,4.0,143,96,135,9,0,0,143,0,0,,0,,68,362,240,0,0,0,1,0,52,0,Matches
164,Yan Diomandé,ci CIV,"FW,MF",Leganés,18-178,2006,2.6,114,2,25,43,52,11,114,13,7,53.8,6,46.2,72,422,241,7,6,3,11,9,71,23,Matches
165,Álvaro djaló,es ESP,FW,Athletic Club,25-268,1999,6.7,198,2,22,68,115,24,198,32,12,37.5,15,46.9,130,810,470,20,21,6,25,10,149,53,Matches
166,Djené,tg TOG,"DF,MF",Getafe,33-131,1991,27.3,1128,86,397,582,164,16,1128,17,7,41.2,7,41.2,488,2438,1238,18,9,1,21,16,499,19,Matches
167,Marko Dmitrović,rs SRB,GK,Leganés,33-107,1992,28.0,1020,844,1011,9,0,0,1020,1,1,100.0,0,0.0,469,2842,1660,0,0,0,1,0,294,0,Matches
168,Marc Domenech,es ESP,"FW,MF",Mallorca,19-130,2006,2.3,62,0,6,21,37,10,62,2,1,50.0,1,50.0,29,108,43,1,1,0,6,3,37,17,Matches
169,Carlos Dominguez,es ESP,DF,Celta Vigo,24-089,2001,11.0,956,91,397,542,22,7,956,3,2,66.7,1,33.3,601,2965,1814,12,10,0,5,0,690,2,Matches
170,Israel Domínguez,es ESP,FW,Sevilla,22-004,2003,0.2,2,0,0,2,0,0,2,0,0,,0,,1,3,0,0,0,0,0,0,2,0,Matches
171,Sergi Dominguez,es ESP,DF,Barcelona,20-040,2005,1.9,191,13,69,121,3,0,191,0,0,,0,,127,569,284,0,1,0,0,0,157,1,Matches
172,Anastasios Douvikas,gr GRE,FW,Celta Vigo,25-282,1999,7.8,192,12,18,84,94,32,192,13,4,30.8,7,53.8,120,585,150,6,7,4,23,19,149,43,Matches
173,Domingos Duarte,pt POR,DF,Getafe,30-062,1995,18.0,781,97,394,378,19,8,781,0,0,,0,,329,1445,604,3,1,0,2,2,357,3,Matches
174,Duk,cv CPV,"MF,FW",Leganés,25-084,2000,1.6,73,1,7,17,51,9,73,18,10,55.6,7,38.9,51,374,193,10,4,5,8,4,50,21,Matches
175,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23-351,2001,14.1,545,9,63,242,246,56,545,42,12,28.6,28,66.7,322,1473,583,21,12,12,39,20,382,120,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Hugo Duro,es ESP,FW,Valencia,25-182,1999,22.8,611,15,47,312,258,90,610,20,7,35.0,13,65.0,293,1032,364,13,8,7,56,32,456,86,Matches
177,Chidera Ejuke,ng NGA,FW,Sevilla,27-129,1998,10.7,609,6,66,270,291,42,609,85,47,55.3,33,38.8,414,3318,1863,73,35,26,35,22,440,100,Matches
178,Aritz Elustondo,es ESP,DF,Real Sociedad,31-044,1994,14.2,955,93,410,503,45,11,955,8,3,37.5,4,50.0,531,2987,1627,16,4,1,13,5,610,4,Matches
179,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,33-004,1992,17.2,814,16,99,322,416,42,814,53,19,35.8,28,52.8,451,2657,1231,45,33,11,59,24,507,107,Matches
180,Endrick,br BRA,FW,Real Madrid,18-294,2006,2.5,85,1,6,32,47,14,85,8,3,37.5,4,50.0,54,364,197,7,5,6,7,2,69,23,Matches
181,Alfonso Espino,uy URU,DF,Rayo Vallecano,33-126,1992,8.3,565,38,200,253,118,9,565,11,5,45.5,5,45.5,268,1036,553,9,10,4,9,8,289,25,Matches
182,Dario Essugo,pt POR,MF,Las Palmas,20-058,2005,19.5,1100,71,319,658,135,9,1100,16,11,68.8,4,25.0,516,2395,1127,14,19,2,33,21,675,8,Matches
183,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,22-266,2002,0.4,13,1,1,5,7,2,13,2,0,0.0,2,100.0,4,9,0,0,0,0,2,0,9,1,Matches
184,Karl Etta,cm CMR,"FW,MF",Villarreal,21-209,2003,0.1,4,0,0,2,2,1,4,0,0,,0,,3,12,0,0,0,0,2,0,3,0,Matches
185,Edu Expósito,es ESP,MF,Espanyol,28-283,1996,8.0,425,17,65,214,154,17,425,21,10,47.6,11,52.4,220,1201,660,17,14,3,19,12,251,32,Matches
186,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,23-145,2001,19.6,961,9,104,358,530,142,960,97,45,46.4,36,37.1,627,4763,2824,109,73,54,53,47,709,190,Matches
187,Ansu Fati,es ESP,FW,Barcelona,22-192,2002,2.6,170,0,8,59,105,22,170,11,5,45.5,5,45.5,107,586,234,7,7,4,10,4,134,32,Matches
188,Nabil Fekir,fr FRA,MF,Betis,31-297,1993,2.0,107,0,3,52,53,6,107,5,0,0.0,4,80.0,72,479,259,9,4,2,4,6,85,18,Matches
189,Kiko Femenía,es ESP,DF,Villarreal,34-098,1991,24.7,1710,95,630,812,280,9,1710,24,17,70.8,6,25.0,902,4937,2602,52,30,0,22,10,1036,44,Matches
190,Aitor Fernández,es ESP,GK,Osasuna,34-008,1991,1.0,50,45,50,0,0,0,50,0,0,,0,,27,146,105,0,0,0,0,0,17,0,Matches
191,Álvaro Fernández,es ESP,GK,Sevilla,27-028,1998,7.3,316,242,314,2,0,0,316,0,0,,0,,168,738,326,0,0,0,0,0,187,0,Matches
192,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,22-012,2003,1.1,39,8,26,14,0,0,39,0,0,,0,,16,77,38,0,0,0,0,1,16,0,Matches
193,Roberto Férnandez,es ESP,FW,Espanyol,22-312,2002,13.1,353,21,61,173,124,31,353,25,9,36.0,16,64.0,184,713,234,6,7,3,46,13,235,41,Matches
194,Valery Fernández,es ESP,"MF,FW",Mallorca,25-169,1999,3.3,120,5,22,65,35,8,120,6,1,16.7,5,83.3,65,358,112,2,2,1,5,3,78,12,Matches
195,André Ferreira,pt POR,GK,Valladolid,28-347,1996,6.0,216,185,215,1,0,0,216,0,0,,0,,83,441,280,0,0,0,0,0,78,0,Matches
196,Mateo Flores,es ESP,MF,Betis,21-034,2004,1.7,84,4,27,47,11,1,84,0,0,,0,,47,189,55,0,0,0,3,3,50,2,Matches
197,Pablo Fornals,es ESP,"MF,FW",Betis,29-078,1996,17.1,1058,15,138,566,361,31,1058,24,6,25.0,18,75.0,625,2591,1216,25,27,6,19,12,747,72,Matches
198,Héctor Fort,es ESP,DF,Barcelona,18-282,2006,6.0,529,17,102,279,152,16,529,9,2,22.2,7,77.8,285,1184,634,13,15,2,4,4,366,33,Matches
199,Dimitri Foulquier,fr FRA,DF,Valencia,32-049,1993,25.5,1530,64,451,770,319,26,1530,33,8,24.2,16,48.5,749,4153,2372,48,33,7,30,16,882,66,Matches
200,Juan Foyth,ar ARG,DF,Villarreal,27-119,1998,14.9,1079,144,540,441,109,19,1079,7,3,42.9,4,57.1,557,3241,2243,13,14,0,9,2,669,11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Fran,es ESP,GK,Real Madrid,19-321,2005,1.0,22,20,22,0,0,0,22,0,0,,0,,12,40,23,0,0,0,0,0,13,0,Matches
202,Alejandro Francés,es ESP,DF,Girona,22-283,2002,10.8,805,44,280,408,124,7,805,12,6,50.0,5,41.7,408,2126,1109,14,9,1,8,1,515,18,Matches
203,Enric Franquesa,es ESP,"DF,FW",Leganés,28-074,1997,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30,Matches
204,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,28-080,1997,25.0,945,23,161,304,506,91,945,97,30,30.9,58,59.8,568,3714,1999,73,48,26,71,35,634,191,Matches
205,Darío Fuentes,es ESP,DF,Sevilla,22-119,2003,0.1,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
206,Manuel Fuster,es ESP,"FW,MF",Las Palmas,27-201,1997,8.9,585,17,68,273,245,22,585,14,4,28.6,7,50.0,326,1563,772,18,14,3,17,12,423,68,Matches
207,Javi Galán,es ESP,DF,Atlético Madrid,30-173,1994,18.3,1192,49,381,501,318,15,1192,71,24,33.8,35,49.3,695,3661,2156,49,33,5,19,14,730,98,Matches
208,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,31-278,1993,13.9,839,16,128,540,183,8,839,19,12,63.2,5,26.3,455,2246,1115,23,13,3,16,15,577,31,Matches
209,Conor Gallagher,eng ENG,MF,Atlético Madrid,25-094,2000,17.4,1005,35,216,530,270,36,1005,40,17,42.5,16,40.0,630,2571,1005,22,21,7,24,22,711,61,Matches
210,Facundo Garcés,ar ARG,DF,Alavés,25-248,1999,3.5,130,24,59,65,6,3,130,0,0,,0,,40,168,65,0,0,0,1,0,49,0,Matches
211,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,32-196,1992,26.1,1081,31,197,336,555,111,1081,26,9,34.6,15,57.7,594,2749,1335,62,26,21,55,14,688,217,Matches
212,Eric García,es ESP,"MF,DF",Barcelona,24-122,2001,13.7,1197,56,294,752,155,19,1197,9,4,44.4,3,33.3,682,3094,1697,16,12,1,13,5,889,12,Matches
213,Fran Garcia,es ESP,DF,Real Madrid,25-270,1999,20.3,1485,62,441,615,442,28,1485,19,7,36.8,12,63.2,813,3604,2051,55,38,13,17,8,952,130,Matches
214,Joan García,es ESP,GK,Espanyol,24-007,2001,34.0,1202,1019,1195,7,1,1,1202,0,0,,0,,697,4239,2802,0,0,0,2,0,457,0,Matches
215,Pablo Garcia,es ESP,FW,Betis,18-269,2006,0.3,13,0,3,5,6,2,13,2,1,50.0,1,50.0,8,72,33,1,0,1,2,0,8,5,Matches
216,Rubén García,es ESP,"FW,MF",Osasuna,31-301,1993,24.5,1328,29,185,591,566,60,1328,35,11,31.4,20,57.1,720,3248,1275,34,44,12,36,21,887,145,Matches
217,Unai García,es ESP,DF,Osasuna,33-097,1992,0.7,41,5,25,16,0,0,41,0,0,,0,,19,63,41,0,0,0,1,0,31,0,Matches
218,Yarek Gasiorowski,es ESP,DF,Valencia,20-119,2005,10.5,620,73,295,309,22,6,620,0,0,,0,,276,1329,736,9,2,0,1,0,337,0,Matches
219,Gavi,es ESP,"MF,FW",Barcelona,20-279,2004,9.9,736,8,69,461,211,28,736,16,7,43.8,5,31.3,428,1825,939,11,16,1,17,8,537,38,Matches
220,Paulo Gazzaniga,ar ARG,GK,Girona,33-129,1992,34.5,1261,1091,1255,6,0,0,1261,4,3,75.0,1,25.0,765,3549,2117,0,0,0,1,0,741,0,Matches
221,Bryan Gil,es ESP,"FW,MF",Girona,24-089,2001,19.1,1019,9,110,356,568,82,1019,104,41,39.4,52,50.0,715,4663,2103,76,43,34,56,39,795,210,Matches
222,Dani Gómez,es ESP,FW,Valencia,26-285,1998,5.9,137,4,12,49,78,22,137,10,3,30.0,7,70.0,71,319,103,3,4,2,11,8,90,24,Matches
223,Moi Gómez,es ESP,"MF,FW",Osasuna,30-322,1994,8.8,569,6,92,336,145,7,569,26,14,53.8,11,42.3,352,1544,524,13,10,1,9,8,401,16,Matches
224,Sergi Gómez,es ESP,DF,Espanyol,33-044,1992,7.2,415,63,278,129,8,4,415,0,0,,0,,222,851,376,0,0,0,1,0,291,1,Matches
225,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,24-249,2000,28.6,1641,35,271,720,670,49,1641,48,21,43.8,23,47.9,804,4115,1781,40,41,5,45,14,978,145,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Unai Gómez,es ESP,"MF,FW",Athletic Club,21-351,2003,12.3,375,17,56,183,142,19,375,21,9,42.9,8,38.1,194,1029,510,14,14,2,20,19,230,41,Matches
227,Fabio González,es ESP,MF,Las Palmas,28-088,1997,0.6,57,1,5,41,11,2,57,0,0,,0,,37,178,85,0,0,0,1,0,42,0,Matches
228,Peter González,do DOM,"MF,FW",Getafe,22-290,2002,5.2,200,3,29,66,110,16,200,14,3,21.4,9,64.3,109,607,186,8,5,4,17,15,118,33,Matches
229,Urko González,es ESP,MF,Espanyol,24-052,2001,11.5,450,51,163,249,46,3,450,14,6,42.9,8,57.1,225,1416,846,11,10,2,15,9,232,3,Matches
230,Urko González,es ESP,MF,Real Sociedad,24-052,2001,0.5,20,2,7,10,3,1,20,0,0,,0,,12,41,5,0,0,0,1,2,18,0,Matches
231,Andoni Gorosabel,es ESP,DF,Athletic Club,28-280,1996,15.6,1018,42,269,515,241,13,1018,13,6,46.2,7,53.8,411,1562,673,16,17,3,14,14,531,54,Matches
232,José Gragera,es ESP,MF,Espanyol,24-162,2000,6.3,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3,Matches
233,Dominik Greif,sk SVK,GK,Mallorca,28-035,1997,29.0,1030,843,1019,11,0,0,1030,2,2,100.0,0,0.0,585,2821,1570,0,0,0,1,0,485,0,Matches
234,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,34-051,1991,26.2,1579,28,204,702,686,81,1577,33,14,42.4,18,54.5,893,3813,1930,43,53,5,41,20,1179,159,Matches
235,Florian Grillitsch,at AUT,MF,Valladolid,29-277,1995,5.7,339,10,78,227,42,3,339,14,10,71.4,3,21.4,190,1191,643,6,4,0,3,4,237,5,Matches
236,Vicente Guaita,es ESP,GK,Celta Vigo,38-121,1987,31.0,942,845,937,5,0,0,942,0,0,,0,,491,2417,1477,0,0,0,2,0,395,0,Matches
237,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33-347,1991,4.0,130,3,11,55,64,18,130,2,0,0.0,2,100.0,81,239,90,2,3,1,11,5,96,22,Matches
238,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,33-176,1991,25.3,1541,129,658,753,137,5,1540,9,6,66.7,2,22.2,694,2963,1328,13,6,0,19,3,951,5,Matches
239,Javier Guerra,es ESP,MF,Valencia,22-130,2003,26.9,1537,59,315,859,387,48,1537,73,29,39.7,41,56.2,867,4624,2413,48,42,12,49,51,1038,82,Matches
240,Ander Guevara,es ESP,MF,Alavés,27-308,1997,18.6,1046,56,243,648,161,9,1046,14,8,57.1,5,35.7,439,2000,997,13,13,0,17,15,565,17,Matches
241,Pape Gueye,sn SEN,MF,Villarreal,26-107,1999,22.5,1323,62,313,737,287,61,1323,30,9,30.0,15,50.0,769,3645,1948,35,28,7,32,19,928,65,Matches
242,Hugo Guillamón,es ESP,MF,Valencia,25-100,2000,4.0,228,13,62,129,37,1,228,2,1,50.0,1,50.0,85,364,129,0,1,0,3,3,146,5,Matches
243,Carlos Guirao,es ESP,MF,Betis,22-014,2003,1.2,60,3,14,38,10,1,60,1,1,100.0,0,0.0,28,134,60,1,1,0,1,2,34,2,Matches
244,Arda Güler,tr TUR,"MF,FW",Real Madrid,20-075,2005,10.5,784,14,109,369,313,37,784,34,15,44.1,14,41.2,520,2604,1300,26,24,6,18,9,607,70,Matches
245,Gerard Gumbau,es ESP,MF,Rayo Vallecano,30-144,1994,8.7,471,19,94,256,123,10,471,4,2,50.0,2,50.0,260,800,347,2,9,0,7,2,311,21,Matches
246,Jon Guridi,es ESP,"MF,FW",Alavés,30-072,1995,20.0,825,18,110,427,296,54,824,20,6,30.0,12,60.0,410,2132,957,22,26,3,32,15,510,75,Matches
247,Gorka Guruzeta,es ESP,FW,Athletic Club,28-241,1996,18.1,563,21,57,291,221,73,563,16,10,62.5,6,37.5,243,965,331,7,10,2,42,18,364,54,Matches
248,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23-288,2001,27.3,1741,68,365,671,722,50,1741,55,29,52.7,24,43.6,990,5399,2320,63,48,11,37,25,1146,199,Matches
249,Munir El Haddadi,ma MAR,"FW,MF",Leganés,29-252,1995,7.4,273,1,33,137,105,12,273,17,4,23.5,12,70.6,164,721,237,9,6,1,17,18,208,34,Matches
250,Sébastien Haller,ci CIV,FW,Leganés,30-323,1994,4.5,129,7,21,66,45,11,129,3,1,33.3,1,33.3,56,227,105,3,2,0,17,5,94,14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Henrique,br BRA,DF,Valladolid,31-016,1994,2.2,160,8,48,96,17,0,160,7,3,42.9,3,42.9,95,512,293,2,2,0,1,3,116,2,Matches
252,Javi Hernández,es ESP,DF,Leganés,27-009,1998,23.5,1138,104,388,515,250,21,1138,26,14,53.8,11,42.3,508,2587,1482,31,27,3,20,23,565,83,Matches
253,Aridane Hernández,es ESP,DF,Rayo Vallecano,36-049,1989,9.4,557,127,322,223,12,8,557,3,1,33.3,1,33.3,268,1246,480,2,0,0,4,1,297,0,Matches
254,Jorge Herrando,es ESP,DF,Osasuna,24-072,2001,15.2,871,90,419,422,34,17,871,1,1,100.0,0,0.0,505,2196,1149,7,3,0,4,1,585,1,Matches
255,Ander Herrera,es ESP,MF,Athletic Club,35-270,1989,3.0,237,12,37,151,49,6,236,5,2,40.0,1,20.0,116,431,196,2,4,0,3,2,169,5,Matches
256,Sergio Herrera,es ESP,GK,Osasuna,31-340,1993,33.0,1207,975,1196,11,0,0,1207,1,1,100.0,0,0.0,622,3559,1995,0,0,0,2,0,465,0,Matches
257,Yangel Herrera,ve VEN,MF,Girona,27-117,1998,23.3,1315,65,286,697,343,56,1315,43,17,39.5,18,41.9,758,3735,1645,28,32,3,49,29,909,94,Matches
258,Juan Herzog,es ESP,DF,Las Palmas,21-363,2003,11.7,615,96,372,222,24,18,615,1,0,0.0,0,0.0,281,860,389,0,1,0,2,0,355,1,Matches
259,Omar El Hilali,ma MAR,DF,Espanyol,21-241,2003,32.1,1831,157,816,860,173,5,1831,27,15,55.6,7,25.9,812,4109,2173,35,18,2,19,6,894,50,Matches
260,Roger Hinojo,es ESP,DF,Espanyol,20-079,2005,0.1,11,1,3,2,6,0,11,0,0,,0,,8,41,23,1,0,0,0,0,8,2,Matches
261,Dinko Horkaš,hr CRO,GK,Las Palmas,26-062,1999,9.1,416,253,403,13,0,0,416,1,1,100.0,0,0.0,245,1089,672,0,0,0,0,0,245,0,Matches
262,Pablo Ibáñez,es ESP,MF,Osasuna,26-233,1998,11.4,541,16,92,316,142,24,541,20,9,45.0,8,40.0,299,1785,770,15,15,2,16,10,336,24,Matches
263,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19-316,2005,3.2,130,6,26,54,55,6,130,19,9,47.4,9,47.4,88,704,332,10,5,4,12,11,91,20,Matches
264,Iglesias,es ESP,DF,Getafe,26-312,1998,29.2,1511,91,434,709,384,14,1511,31,13,41.9,15,48.4,501,2583,1275,32,35,4,32,15,518,64,Matches
265,Borja Iglesias,es ESP,FW,Celta Vigo,32-114,1993,20.0,630,14,44,327,268,79,630,28,9,32.1,16,57.1,366,1415,461,19,12,11,57,32,470,102,Matches
266,Kelechi Iheanacho,ng NGA,FW,Sevilla,28-220,1996,4.4,108,2,9,50,49,14,108,4,2,50.0,2,50.0,60,236,126,6,3,2,10,4,81,17,Matches
267,Isco,es ESP,MF,Betis,33-020,1992,14.6,1164,8,80,571,527,57,1159,46,22,47.8,22,47.8,741,3835,1732,34,44,5,44,25,885,95,Matches
268,Diego Iturralde,es ESP,FW,Sevilla,22-025,2003,0.4,16,1,6,5,5,1,16,1,0,0.0,1,100.0,9,23,3,0,0,0,2,0,10,1,Matches
269,Ivan Jaime Pajuelo,es ESP,MF,Valencia,24-227,2000,2.4,118,0,8,40,72,11,118,12,3,25.0,6,50.0,80,440,221,6,5,2,10,5,89,12,Matches
270,Karl Jakob Hein,ee EST,GK,Valladolid,23-028,2002,28.0,1146,966,1129,17,0,0,1146,0,0,,0,,601,2986,1867,0,0,0,2,0,534,0,Matches
