Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Martin Dúbravka,sk SVK,GK,Newcastle Utd,36-116,1989,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
152,Lewis Dunk,eng ENG,DF,Brighton,33-171,1991,23.1,17,10,8,7,2,11,19,57.9,8,28,18,10,13,30,79,2,Matches
153,Jáder Durán,co COL,FW,Aston Villa,21-149,2003,7.1,8,7,1,2,5,1,4,25.0,3,5,0,5,0,8,13,0,Matches
154,Ederson,br BRA,GK,Manchester City,31-267,1993,23.8,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,9,2,Matches
155,George Edmundson,eng ENG,DF,Ipswich Town,27-253,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
156,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,27-115,1998,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0,Matches
157,Odsonne Édouard,fr FRA,FW,Leicester City,27-115,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
158,Samuel Edozie,eng ENG,"DF,FW",Southampton,22-103,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,Matches
159,Ronnie Edwards,eng ENG,DF,Southampton,22-044,2003,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
160,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,23-014,2002,24.8,18,13,8,8,2,5,17,29.4,12,11,1,10,6,24,25,0,Matches
161,Harvey Elliott,eng ENG,"MF,FW",Liverpool,22-037,2003,3.0,4,3,2,1,1,1,5,20.0,4,5,1,4,1,5,2,0,Matches
162,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,19-121,2006,0.5,4,4,0,4,0,1,2,50.0,1,2,0,2,0,4,0,0,Matches
163,Julio Enciso,py PAR,"FW,MF",Ipswich Town,21-108,2004,8.9,12,9,3,6,3,4,11,36.4,7,5,1,4,1,13,6,0,Matches
164,Julio Enciso,py PAR,"MF,FW",Brighton,21-108,2004,3.3,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0,Matches
165,Wataru Endo,jp JPN,MF,Liverpool,32-091,1993,2.6,11,8,6,5,0,6,10,60.0,4,7,1,6,3,14,7,0,Matches
166,Christian Eriksen,dk DEN,MF,Manchester Utd,33-086,1992,11.4,19,9,4,12,3,11,26,42.3,15,14,4,10,7,26,7,0,Matches
167,Romain Esse,eng ENG,MF,Crystal Palace,19-363,2005,0.4,2,2,2,0,0,2,2,100.0,0,1,0,1,1,3,0,0,Matches
168,Pervis Estupiñán,ec ECU,DF,Brighton,27-110,1998,25.7,60,40,31,22,7,32,47,68.1,15,17,3,14,36,96,63,2,Matches
169,Evanilson,br BRA,FW,Bournemouth,25-217,1999,23.9,16,10,6,5,5,8,12,66.7,4,11,2,9,0,16,21,0,Matches
170,Jake Evans,,FW,Leicester City,,,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
171,Jonny Evans,nir NIR,DF,Manchester Utd,37-128,1988,3.2,7,5,4,3,0,2,4,50.0,2,2,1,1,4,11,13,0,Matches
172,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-316,1998,27.0,37,22,13,15,9,17,35,48.6,18,27,0,27,11,48,9,3,Matches
173,Łukasz Fabiański,pl POL,GK,West Ham,40-023,1985,11.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
174,Wout Faes,be BEL,DF,Leicester City,27-038,1998,28.3,39,23,25,12,2,23,43,53.5,20,45,33,12,26,65,160,4,Matches
175,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21-064,2004,6.4,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,João Félix,pt POR,"FW,MF",Chelsea,25-182,1999,4.1,8,3,2,5,1,5,9,55.6,4,2,0,2,3,11,2,0,Matches
177,Evan Ferguson,ie IRL,FW,West Ham,20-204,2004,1.7,3,1,0,1,2,0,0,,0,2,1,1,1,4,1,0,Matches
178,Evan Ferguson,ie IRL,FW,Brighton,20-204,2004,2.7,4,3,0,3,1,2,5,40.0,3,3,1,2,0,4,4,0,Matches
179,Bruno Fernandes,pt POR,MF,Manchester Utd,30-245,1994,30.6,76,47,24,37,15,29,75,38.7,46,32,4,28,25,101,34,2,Matches
180,Mateus Fernandes,pt POR,MF,Southampton,20-305,2004,30.3,86,46,43,28,15,33,66,50.0,33,41,7,34,26,112,34,7,Matches
181,Enzo Fernández,ar ARG,MF,Chelsea,24-114,2001,29.7,63,32,17,29,17,31,83,37.3,52,36,7,29,13,76,22,4,Matches
182,Mark Flekken,nl NED,GK,Brentford,31-332,1993,34.4,4,4,4,0,0,3,9,33.3,6,2,0,2,0,4,26,4,Matches
183,Phil Foden,eng ENG,"MF,FW",Manchester City,24-348,2000,19.6,12,5,5,4,3,7,18,38.9,11,13,1,12,9,21,7,1,Matches
184,Wesley Fofana,fr FRA,DF,Chelsea,24-145,2000,13.0,13,12,6,7,0,6,14,42.9,8,14,9,5,14,27,55,2,Matches
185,Carlos Forbs,pt POR,"MF,FW",Wolves,21-053,2004,2.7,8,5,5,2,1,4,6,66.7,2,3,0,3,1,9,2,1,Matches
186,Fraser Forster,eng ENG,GK,Tottenham,37-055,1988,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,3,Matches
187,Matheus França,br BRA,"FW,MF",Crystal Palace,21-040,2004,0.3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
188,Ryan Fraser,sct SCO,"FW,DF",Southampton,31-076,1994,3.4,6,2,2,4,0,4,6,66.7,2,1,1,0,1,7,9,0,Matches
189,Tyler Fredricson,eng ENG,DF,Manchester Utd,20-077,2005,1.8,5,3,3,2,0,1,2,50.0,1,2,0,2,1,6,11,0,Matches
190,Niclas Füllkrug,de GER,FW,West Ham,32-091,1993,7.4,2,2,0,1,1,2,3,66.7,1,1,0,1,0,2,12,0,Matches
191,Cody Gakpo,nl NED,FW,Liverpool,26-004,1999,19.1,26,14,5,12,9,11,23,47.8,12,19,2,17,11,37,16,1,Matches
192,Idrissa Gana Gueye,sn SEN,MF,Everton,35-227,1989,32.0,125,74,57,52,16,54,91,59.3,37,48,9,39,44,169,33,1,Matches
193,Andrés García,es ESP,"DF,MF",Aston Villa,22-093,2003,3.5,9,5,5,3,1,4,8,50.0,4,2,0,2,2,11,10,2,Matches
194,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20-314,2004,23.8,29,18,10,6,13,12,36,33.3,24,19,0,19,13,42,11,2,Matches
195,James Garner,eng ENG,"MF,DF",Everton,24-059,2001,15.7,42,28,24,16,2,20,36,55.6,16,19,4,15,20,62,36,0,Matches
196,Tyrique George,eng ENG,FW,Chelsea,19-096,2006,1.1,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,1,0,Matches
197,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25-104,2000,28.2,40,19,14,20,6,15,30,50.0,15,16,4,12,20,60,28,1,Matches
198,Billy Gilmour,sct SCO,MF,Brighton,23-334,2001,1.1,3,3,2,1,0,3,4,75.0,1,1,0,1,0,3,1,0,Matches
199,Ben Godfrey,eng ENG,DF,Ipswich Town,27-116,1998,1.8,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0,Matches
200,Martial Godo,eng ENG,"FW,DF",Fulham,22-058,2003,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Michael Golding,eng ENG,MF,Leicester City,18-353,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
202,João Gomes,br BRA,MF,Wolves,24-088,2001,31.5,105,62,53,48,4,42,103,40.8,61,42,4,38,25,130,32,0,Matches
203,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-308,2003,7.8,21,13,12,9,0,10,19,52.6,9,8,1,7,5,26,20,1,Matches
204,Toti Gomes,pt POR,DF,Wolves,26-115,1999,27.0,57,41,40,14,3,33,42,78.6,9,28,17,11,24,81,142,5,Matches
205,Diego Gómez,py PAR,MF,Brighton,22-045,2003,5.0,17,10,8,7,2,9,19,47.4,10,12,0,12,7,24,10,1,Matches
206,Joe Gomez,eng ENG,DF,Liverpool,27-353,1997,5.8,13,10,5,7,1,11,16,68.8,5,9,6,3,7,20,20,2,Matches
207,Nicolás González,es ESP,MF,Manchester City,23-128,2002,7.2,15,6,5,6,4,6,11,54.5,5,9,0,9,5,20,17,0,Matches
208,Anthony Gordon,eng ENG,FW,Newcastle Utd,24-076,2001,24.8,31,17,9,18,4,12,34,35.3,22,24,2,22,6,37,9,2,Matches
209,Ryan Gravenberch,nl NED,MF,Liverpool,22-360,2002,32.5,65,34,25,29,11,30,51,58.8,21,34,10,24,57,122,56,1,Matches
210,Archie Gray,eng ENG,"DF,MF",Tottenham,19-060,2006,16.5,13,7,4,6,3,7,17,41.2,10,19,10,9,13,26,42,2,Matches
211,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-243,1995,8.0,9,5,4,2,3,2,5,40.0,3,12,2,10,2,11,5,1,Matches
212,Jacob Greaves,eng ENG,DF,Ipswich Town,24-241,2000,22.5,38,20,20,17,1,21,33,63.6,12,38,25,13,19,57,133,3,Matches
213,Brajan Gruda,de GER,"MF,FW",Brighton,20-345,2004,6.0,14,6,6,5,3,7,14,50.0,7,8,0,8,2,16,5,1,Matches
214,Albert Grønbaek,dk DEN,"FW,MF",Southampton,23-353,2001,1.6,4,1,1,1,2,3,10,30.0,7,1,1,0,0,4,1,0,Matches
215,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-163,1996,9.3,14,4,2,5,7,3,15,20.0,12,9,0,9,5,19,3,0,Matches
216,Marc Guéhi,eng ENG,DF,Crystal Palace,24-302,2000,33.0,56,31,32,22,2,30,46,65.2,16,54,22,32,25,81,156,2,Matches
217,Luis Guilherme,br BRA,"MF,FW",West Ham,19-091,2006,1.5,1,0,1,0,0,0,3,0.0,3,7,0,7,3,4,2,0,Matches
218,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-176,1997,33.4,75,43,36,28,11,31,64,48.4,33,34,9,25,27,102,41,4,Matches
219,Marc Guiu,es ESP,FW,Chelsea,19-127,2006,0.8,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
220,İlkay Gündoğan,de GER,MF,Manchester City,34-199,1990,22.8,24,13,4,15,5,10,23,43.5,13,14,0,14,13,37,22,0,Matches
221,Malo Gusto,fr FRA,DF,Chelsea,21-357,2003,20.4,43,28,26,15,2,24,47,51.1,23,29,8,21,23,66,48,5,Matches
222,Joško Gvardiol,hr CRO,DF,Manchester City,23-108,2002,34.4,54,36,24,19,11,20,38,52.6,18,41,20,21,39,93,117,8,Matches
223,Erling Haaland,no NOR,FW,Manchester City,24-294,2000,28.6,10,5,3,3,4,2,6,33.3,4,11,1,10,5,15,23,0,Matches
224,Lewis Hall,eng ENG,DF,Newcastle Utd,20-245,2004,24.3,58,41,28,22,8,40,74,54.1,34,33,18,15,18,76,75,3,Matches
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23-071,2002,1.5,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Marcus Harness,eng ENG,MF,Ipswich Town,29-076,1996,0.5,1,0,0,0,1,0,3,0.0,3,2,1,1,0,1,1,0,Matches
227,Jack Harrison,eng ENG,FW,Everton,28-172,1996,21.8,32,22,12,12,8,15,43,34.9,28,18,2,16,9,41,32,2,Matches
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-101,2002,30.5,27,19,13,11,3,19,35,54.3,16,62,40,22,30,57,137,6,Matches
229,Kai Havertz,de GER,"FW,MF",Arsenal,25-334,1999,20.4,16,9,3,6,7,4,15,26.7,11,22,4,18,6,22,31,1,Matches
230,Ayden Heaven,eng ENG,DF,Manchester Utd,18-231,2006,1.1,3,3,1,2,0,2,2,100.0,0,2,2,0,1,4,6,0,Matches
231,Jan Paul van Hecke,nl NED,DF,Brighton,24-337,2000,30.9,41,27,21,19,1,21,39,53.8,18,33,19,14,23,64,138,2,Matches
232,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-105,1996,7.2,6,4,2,1,3,2,6,33.3,4,9,0,9,2,8,11,0,Matches
233,Dean Henderson,eng ENG,GK,Crystal Palace,28-060,1997,35.0,2,1,2,0,0,2,6,33.3,4,0,0,0,0,2,21,0,Matches
234,Rico Henry,eng ENG,DF,Brentford,27-307,1997,0.9,0,0,0,0,0,0,4,0.0,4,3,1,2,1,1,2,0,Matches
235,Mads Hermansen,dk DEN,GK,Leicester City,24-304,2000,26.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,13,4,Matches
236,Son Heung-min,kr KOR,FW,Tottenham,32-307,1992,22.3,17,9,3,8,6,5,23,21.7,18,10,0,10,5,22,16,1,Matches
237,James Hill,eng ENG,DF,Bournemouth,23-121,2002,5.0,15,8,6,6,3,3,11,27.3,8,5,0,5,9,24,31,0,Matches
238,Jack Hinshelwood,eng ENG,"DF,MF",Brighton,20-030,2005,19.4,26,18,8,10,8,11,27,40.7,16,8,3,5,15,41,37,1,Matches
239,George Hirst,sct SCO,FW,Ipswich Town,26-085,1999,5.8,3,3,1,0,2,1,3,33.3,2,1,1,0,2,5,10,0,Matches
240,Mason Holgate,eng ENG,"FW,DF",Everton,28-201,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
241,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-185,2000,23.9,20,14,7,8,5,11,17,64.7,6,11,0,11,13,33,11,1,Matches
242,Will Hughes,eng ENG,MF,Crystal Palace,30-024,1995,21.1,61,33,17,31,13,27,59,45.8,32,30,14,16,19,80,24,3,Matches
243,Dean Huijsen,es ESP,DF,Bournemouth,20-027,2005,25.8,36,26,19,16,1,18,28,64.3,10,36,28,8,50,86,185,4,Matches
244,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-193,2003,26.7,31,12,14,10,7,13,47,27.7,34,25,1,24,10,41,13,1,Matches
245,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-096,2003,19.4,3,1,0,2,1,0,4,0.0,4,5,0,5,1,4,6,0,Matches
246,Igor,br BRA,DF,Brighton,27-093,1998,10.0,4,4,2,1,1,4,10,40.0,6,23,14,9,4,8,39,1,Matches
247,Danny Ings,eng ENG,"FW,MF",West Ham,32-292,1992,3.2,4,2,2,2,0,1,3,33.3,2,5,0,5,1,5,4,0,Matches
248,Tim Iroegbunam,eng ENG,MF,Everton,21-315,2003,6.4,29,14,14,10,5,14,23,60.9,9,18,4,14,16,45,12,1,Matches
249,Andy Irving,sct SCO,MF,West Ham,24-363,2000,1.8,7,4,3,3,1,1,5,20.0,4,5,1,4,1,8,5,0,Matches
250,Alexander Isak,se SWE,FW,Newcastle Utd,25-232,1999,28.6,12,5,2,3,7,5,13,38.5,8,18,2,16,3,15,17,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Alex Iwobi,ng NGA,"FW,MF",Fulham,29-008,1996,32.1,42,24,13,21,8,21,32,65.6,11,25,1,24,13,55,28,0,Matches
252,Nicolas Jackson,sn SEN,FW,Chelsea,23-325,2001,24.3,22,13,6,7,9,5,10,50.0,5,14,2,12,3,25,15,0,Matches
253,Reece James,eng ENG,"DF,MF",Chelsea,25-154,1999,9.3,9,9,5,3,1,3,9,33.3,6,12,4,8,12,21,18,4,Matches
254,Vitaly Janelt,de GER,MF,Brentford,27-001,1998,25.0,38,22,14,13,11,21,36,58.3,15,33,9,24,27,65,53,1,Matches
255,Vitezslav Jaros,cz CZE,GK,Liverpool,23-292,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
256,Daniel Jebbison,eng ENG,FW,Bournemouth,21-271,2003,0.9,3,2,2,1,0,3,5,60.0,2,2,1,1,1,4,1,0,Matches
257,Mathias Jensen,dk DEN,MF,Brentford,29-130,1996,9.3,14,10,6,6,2,8,16,50.0,8,13,4,9,8,22,13,1,Matches
258,Gabriel Jesus,br BRA,FW,Arsenal,28-038,1997,6.8,10,6,4,3,3,4,9,44.4,5,10,1,9,4,14,8,0,Matches
259,Raúl Jiménez,mx MEX,FW,Fulham,34-006,1991,25.7,33,23,8,17,8,7,20,35.0,13,19,5,14,10,43,19,3,Matches
260,Kim Jisoo,kr KOR,DF,Brentford,20-138,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
261,João Pedro,br BRA,"FW,MF",Brighton,23-227,2001,21.6,16,12,6,6,4,4,11,36.4,7,12,0,12,9,25,12,0,Matches
262,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-270,1996,26.6,57,35,23,23,11,25,44,56.8,19,37,7,30,23,80,47,2,Matches
263,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-107,2000,15.0,38,22,23,12,3,20,41,48.8,21,22,5,17,13,51,54,1,Matches
264,Brennan Johnson,wls WAL,FW,Tottenham,23-353,2001,23.1,39,26,9,20,10,16,31,51.6,15,25,3,22,4,43,11,0,Matches
265,Sam Johnstone,eng ENG,GK,Wolves,32-047,1993,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,Matches
266,Curtis Jones,eng ENG,"MF,DF",Liverpool,24-101,2001,17.0,36,20,6,22,8,17,25,68.0,8,16,7,9,6,42,8,2,Matches
267,Jorginho,it ITA,MF,Arsenal,33-142,1991,7.8,12,4,1,7,4,8,20,40.0,12,3,0,3,7,19,2,2,Matches
268,Diogo Jota,pt POR,FW,Liverpool,28-158,1996,12.8,14,8,2,8,4,7,19,36.8,12,9,0,9,7,21,6,0,Matches
269,James Justin,eng ENG,DF,Leicester City,27-077,1998,29.7,49,29,25,19,5,28,51,54.9,23,41,14,27,44,93,129,3,Matches
270,Filip Jørgensen,dk DEN,GK,Chelsea,23-025,2002,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,Matches
271,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-216,1999,4.3,10,6,4,5,1,6,15,40.0,9,2,2,0,8,18,17,0,Matches
272,Daichi Kamada,jp JPN,MF,Crystal Palace,28-279,1996,15.8,45,27,19,22,4,13,38,34.2,25,21,5,16,16,61,14,0,Matches
273,Boubacar Kamara,fr FRA,MF,Aston Villa,25-169,1999,17.3,49,20,28,17,4,28,55,50.9,27,17,7,10,19,68,50,3,Matches
274,Michael Kayode,it ITA,DF,Brentford,20-305,2004,4.2,15,10,11,4,0,9,11,81.8,2,2,0,2,5,20,15,0,Matches
275,Michael Keane,eng ENG,DF,Everton,32-120,1993,10.5,10,7,7,2,1,7,13,53.8,6,11,7,4,15,25,61,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-169,1998,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,Matches
277,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-217,1998,3.4,5,4,4,1,0,1,1,100.0,0,6,4,2,1,6,17,0,Matches
278,Milos Kerkez,hu HUN,DF,Bournemouth,21-185,2003,35.2,52,26,25,20,7,24,38,63.2,14,36,11,25,44,96,103,3,Matches
279,Bilal El Khannouss,ma MAR,MF,Leicester City,21-001,2004,22.3,46,26,15,26,5,15,28,53.6,13,21,4,17,6,52,9,3,Matches
280,Abdukodir Khusanov,uz UZB,DF,Manchester City,21-071,2004,5.6,5,4,4,1,0,2,3,66.7,1,5,4,1,3,8,29,1,Matches
281,Max Kilman,eng ENG,DF,West Ham,27-353,1997,34.2,33,20,13,17,3,21,25,84.0,4,55,37,18,38,71,196,5,Matches
282,Joshua King,eng ENG,MF,Fulham,18-128,2007,1.0,5,3,2,3,0,0,2,0.0,2,2,0,2,1,6,1,0,Matches
283,Antonín Kinský,cz CZE,GK,Tottenham,22-059,2003,4.0,3,1,3,0,0,1,1,100.0,0,0,0,0,0,3,5,1,Matches
284,Jakub Kiwior,pl POL,DF,Arsenal,25-085,2000,9.5,13,7,7,5,1,8,11,72.7,3,8,5,3,3,16,37,2,Matches
285,Justin Kluivert,nl NED,"MF,FW",Bournemouth,26-006,1999,24.5,21,9,4,10,7,4,21,19.0,17,24,0,24,13,34,23,1,Matches
286,Ibrahima Konaté,fr FRA,DF,Liverpool,25-351,1999,25.8,36,25,24,11,1,24,34,70.6,10,27,15,12,12,48,124,2,Matches
287,Ezri Konsa,eng ENG,DF,Aston Villa,27-200,1997,30.6,32,17,19,9,4,18,23,78.3,5,18,10,8,21,53,107,4,Matches
288,Mateo Kovačić,hr CRO,MF,Manchester City,31-005,1994,23.7,68,38,22,38,8,31,65,47.7,34,20,0,20,22,90,20,1,Matches
289,Caleb Kporha,eng ENG,DF,Crystal Palace,18-300,2006,0.1,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0,Matches
290,Emil Krafth,se SWE,DF,Newcastle Utd,30-282,1994,3.2,4,2,2,1,1,2,3,66.7,1,5,4,1,2,6,11,0,Matches
291,Mohammed Kudus,gh GHA,"FW,MF",West Ham,24-282,2000,26.9,35,21,7,17,11,10,27,37.0,17,24,1,23,4,39,8,2,Matches
292,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,25-016,2000,26.3,45,23,17,13,15,19,51,37.3,32,34,5,29,13,58,10,1,Matches
293,Maxence Lacroix,fr FRA,DF,Crystal Palace,25-035,2000,31.6,67,40,51,15,1,32,47,68.1,15,43,18,25,52,119,190,2,Matches
294,Adam Lallana,eng ENG,MF,Southampton,37-001,1988,4.0,8,5,4,4,0,2,12,16.7,10,4,1,3,5,13,5,0,Matches
295,Tariq Lamptey,gh GHA,DF,Brighton,24-223,2000,9.6,17,11,8,9,0,9,25,36.0,16,15,7,8,7,24,23,1,Matches
296,Will Lankshear,eng ENG,"FW,MF",Tottenham,20-021,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
297,Roméo Lavia,be BEL,MF,Chelsea,21-125,2004,7.6,21,13,5,12,4,9,19,47.4,10,6,0,6,14,35,8,0,Matches
298,Mario Lemina,ga GAB,"MF,DF",Wolves,31-252,1993,15.2,51,31,27,19,5,20,29,69.0,9,12,7,5,27,78,50,3,Matches
299,Bernd Leno,de GER,GK,Fulham,33-068,1992,36.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,10,5,Matches
300,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,30-198,1994,22.6,30,15,12,14,4,17,33,51.5,16,32,15,17,37,67,63,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-171,2004,21.0,30,19,13,12,5,13,21,61.9,8,28,7,21,13,43,45,1,Matches
302,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24-078,2001,32.5,46,26,25,15,6,28,46,60.9,18,26,9,17,19,65,72,3,Matches
303,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-227,2006,13.0,22,14,10,9,3,10,10,100.0,0,2,1,1,6,28,20,0,Matches
304,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-272,1999,23.6,30,22,17,12,1,23,32,71.9,9,29,21,8,33,63,96,0,Matches
305,Pedro Lima,br BRA,DF,Wolves,18-314,2006,0.8,1,0,0,0,1,1,3,33.3,2,0,0,0,2,3,5,0,Matches
306,Victor Lindelöf,se SWE,DF,Manchester Utd,30-298,1994,5.4,5,1,5,0,0,2,3,66.7,1,4,2,2,7,12,33,1,Matches
307,Jesper Lindstrøm,dk DEN,FW,Everton,25-071,2000,13.8,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0,Matches
308,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-180,2002,28.6,52,34,33,15,4,30,56,53.6,26,34,10,24,21,73,99,1,Matches
309,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-193,1997,8.9,27,16,10,9,8,18,27,66.7,9,17,5,12,7,34,8,0,Matches
310,Saša Lukić,rs SRB,MF,Fulham,28-271,1996,24.1,66,37,21,39,6,21,53,39.6,32,19,7,12,26,92,32,0,Matches
311,Joe Lumley,eng ENG,GK,Southampton,30-085,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
312,Massimo Luongo,au AUS,MF,Ipswich Town,32-228,1992,2.2,8,5,6,1,1,4,7,57.1,3,4,2,2,2,10,2,0,Matches
313,Ian Maatsen,nl NED,DF,Aston Villa,23-062,2002,10.7,27,15,16,8,3,16,22,72.7,6,11,0,11,15,42,34,2,Matches
314,Alexis Mac Allister,ar ARG,MF,Liverpool,26-138,1998,28.6,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1,Matches
315,James Maddison,eng ENG,MF,Tottenham,28-169,1996,20.1,31,19,8,16,7,9,29,31.0,20,15,4,11,12,43,19,1,Matches
316,Noni Madueke,eng ENG,FW,Chelsea,23-062,2002,20.1,22,15,7,12,3,13,34,38.2,21,17,0,17,8,30,11,0,Matches
317,Gabriel Magalhães,br BRA,DF,Arsenal,27-143,1997,26.3,25,15,12,8,5,12,16,75.0,4,42,29,13,16,41,93,2,Matches
318,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,24-003,2001,1.3,2,1,0,2,0,1,3,33.3,2,2,2,0,1,3,2,0,Matches
319,Harry Maguire,eng ENG,DF,Manchester Utd,32-067,1993,17.1,26,13,20,5,1,13,18,72.2,5,14,12,2,37,63,72,1,Matches
320,Kobbie Mainoo,eng ENG,MF,Manchester Utd,20-022,2005,16.7,42,25,16,13,13,22,36,61.1,14,16,2,14,19,61,12,1,Matches
