Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Ousmane Dembélé,fr FRA,FW,Paris S-G,27-361,1997,18.4,11,5,0,7,4,4,12,33.3,8,3,0,3,9,20,2,1,Matches
152,Rémy Descamps,fr FRA,GK,Lyon,28-320,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
153,Arthur Desmas,fr FRA,GK,Le Havre,31-034,1994,18.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Matches
154,Mamadou Diakhon,fr FRA,"FW,MF",Reims,19-231,2005,9.5,12,8,4,3,5,9,18,50.0,9,5,1,4,4,16,5,0,Matches
155,Bafodé Diakité,fr FRA,DF,Lille,24-125,2001,29.7,31,18,17,11,3,18,26,69.2,8,30,17,13,27,58,96,5,Matches
156,Oumar Diakité,ci CIV,FW,Reims,21-142,2003,18.1,20,13,7,8,5,9,19,47.4,10,12,2,10,3,23,9,0,Matches
157,Habib Diarra,sn SEN,"MF,FW",Strasbourg,21-128,2004,25.9,22,13,6,13,3,8,20,40.0,12,22,6,16,13,35,45,2,Matches
158,Krépin Diatta,sn SEN,DF,Monaco,26-075,1999,4.9,18,12,13,2,3,14,23,60.9,9,5,1,4,7,25,11,2,Matches
159,Kandet Diawara,gn GUI,FW,Le Havre,25-090,2000,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
160,Mahamadou Diawara,fr FRA,MF,Le Havre,20-083,2005,6.3,20,12,10,8,2,8,13,61.5,5,13,6,7,13,33,11,1,Matches
161,Mahamadou Diawara,fr FRA,MF,Lyon,20-083,2005,0.2,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0,Matches
162,Bamba Dieng,sn SEN,FW,Angers,25-049,2000,5.9,4,1,1,2,1,0,2,0.0,2,2,0,2,0,4,3,0,Matches
163,Kembo Diliwidi,fr FRA,DF,Lens,19-097,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
164,Sinaly Diomande,ci CIV,DF,Auxerre,24-032,2001,20.6,36,18,17,18,1,25,35,71.4,10,36,18,18,28,64,96,2,Matches
165,Lois Diony,fr FRA,FW,Angers,32-142,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
166,Sérigné Diop,sn SEN,FW,Brest,19-364,2005,0.0,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
167,Sofiane Diop,fr FRA,"MF,FW",Nice,24-336,2000,11.6,23,16,16,3,4,9,22,40.9,13,19,2,17,16,39,7,1,Matches
168,Andy Diouf,fr FRA,MF,Lens,21-359,2003,23.8,36,25,10,21,5,15,38,39.5,23,24,1,23,13,49,18,2,Matches
169,Yehvann Diouf,fr FRA,GK,Reims,25-176,1999,33.0,2,1,2,0,0,1,3,33.3,2,0,0,0,1,3,21,3,Matches
170,Assane Dioussé,sn SEN,MF,Auxerre,27-233,1997,7.3,15,7,9,5,1,5,14,35.7,9,6,2,4,12,27,15,0,Matches
171,Álex Domínguez,es ESP,GK,Toulouse,26-285,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
172,Gianluigi Donnarumma,it ITA,GK,Paris S-G,26-075,1999,22.2,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,12,0,Matches
173,Sékou Doucoure,fr FRA,DF,Nantes,20-015,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
174,Désiré Doué,fr FRA,"FW,MF",Paris S-G,19-342,2005,18.9,47,29,15,19,13,24,47,51.1,23,24,0,24,13,60,7,0,Matches
175,Guela Doué,ci CIV,DF,Strasbourg,22-206,2002,29.2,62,43,39,14,9,37,54,68.5,17,37,6,31,32,94,150,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Douglas,br BRA,MF,Nantes,28-118,1997,24.6,66,39,28,30,8,25,42,59.5,17,49,11,38,31,97,46,0,Matches
177,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,21-291,2003,28.3,38,20,18,17,3,16,24,66.7,8,31,14,17,25,63,101,3,Matches
178,Kamory Doumbia,ml MLI,"MF,FW",Brest,22-082,2003,14.0,37,25,16,17,4,13,30,43.3,17,15,1,14,26,63,13,1,Matches
179,Amidou Doumbouya,fr FRA,DF,Nice,17-279,2007,0.5,1,1,0,0,1,1,1,100.0,0,3,1,2,1,2,1,0,Matches
180,Jean-Kevin Duverne,ht HAI,DF,Nantes,27-303,1997,6.0,21,12,13,4,4,15,27,55.6,12,10,3,7,8,29,23,0,Matches
181,Stefan Džodić,rs SRB,"DF,MF",Montpellier,20-057,2005,2.2,8,5,3,5,0,5,7,71.4,2,5,4,1,4,12,8,0,Matches
182,Aron Dønnum,no NOR,"DF,MF",Toulouse,27-021,1998,29.9,56,35,25,24,7,31,55,56.4,24,29,4,25,28,84,37,1,Matches
183,Noah Edjouma,fr FRA,"MF,FW",Toulouse,19-219,2005,1.9,2,2,0,1,1,1,2,50.0,1,1,1,0,2,4,2,0,Matches
184,Jacques Ekomie,ga GAB,DF,Angers,21-265,2003,7.1,21,14,9,9,3,7,11,63.6,4,15,4,11,4,25,14,0,Matches
185,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,23-116,2002,26.6,53,29,18,30,5,33,54,61.1,21,25,12,13,45,98,70,1,Matches
186,Meschak Elia,cd COD,FW,Nantes,27-278,1997,1.9,7,5,3,2,2,1,1,100.0,0,3,0,3,0,7,2,0,Matches
187,Breel Embolo,ch SUI,"FW,MF",Monaco,28-086,1997,20.5,22,17,7,7,8,5,16,31.3,11,11,0,11,3,25,10,1,Matches
188,Emanuel Emegha,nl NED,FW,Strasbourg,22-097,2003,25.5,6,6,1,2,3,2,6,33.3,4,18,5,13,1,7,30,0,Matches
189,Romain Faivre,fr FRA,"MF,FW",Brest,26-301,1998,10.0,13,10,4,5,4,5,10,50.0,5,8,0,8,4,17,3,1,Matches
190,Khalil Fayad,fr FRA,"MF,FW",Montpellier,20-336,2004,11.4,31,16,12,17,2,15,28,53.6,13,18,1,17,10,41,15,1,Matches
191,Luiz Felipe,it ITA,DF,Marseille,28-050,1997,0.9,2,1,2,0,0,0,1,0.0,1,2,2,0,1,3,4,0,Matches
192,Zinedine Ferhat,dz ALG,"FW,MF",Angers,32-071,1993,9.4,9,7,1,5,3,4,13,30.8,9,9,0,9,10,19,12,0,Matches
193,Edimilson Fernandes,ch SUI,"MF,DF",Brest,29-026,1996,11.3,9,7,3,6,0,7,12,58.3,5,13,5,8,19,28,36,1,Matches
194,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,20-097,2005,10.8,12,9,3,6,3,6,12,50.0,6,9,0,9,2,14,6,0,Matches
195,Jordan Ferri,fr FRA,MF,Montpellier,33-060,1992,18.7,39,20,17,20,2,17,42,40.5,25,20,3,17,9,48,20,0,Matches
196,Karol Fila,pl POL,MF,Strasbourg,26-332,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
197,Malick Fofana,be BEL,FW,Lyon,20-041,2005,16.7,21,10,8,11,2,7,15,46.7,8,12,0,12,8,29,6,0,Matches
198,Rayan Fofana,fr FRA,"FW,MF",Lens,19-088,2006,0.3,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,Matches
199,Seko Fofana,ci CIV,MF,Rennes,30-004,1995,9.0,11,7,4,6,1,2,7,28.6,5,7,1,6,7,18,7,0,Matches
200,Yahia Fofana,ci CIV,GK,Angers,24-263,2000,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,25,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Lamine Fomba,fr FRA,MF,Saint-Étienne,27-105,1998,2.4,8,6,2,5,1,2,7,28.6,5,7,1,6,4,12,5,1,Matches
202,Przemysław Frankowski,pl POL,DF,Lens,30-029,1995,15.4,32,21,17,10,5,19,30,63.3,11,10,2,8,19,51,28,0,Matches
203,Angelo Fulgini,fr FRA,"MF,FW",Lens,28-264,1996,11.6,14,10,6,4,4,6,16,37.5,10,11,1,10,2,16,3,0,Matches
204,Kyogo Furuhashi,jp JPN,FW,Rennes,30-111,1995,1.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
205,Gauthier Gallon,fr FRA,GK,Rennes,32-018,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
206,Ignatius Ganago,cm CMR,"FW,MF",Nantes,26-084,1999,2.7,1,1,0,1,0,1,2,50.0,1,3,1,2,4,5,2,0,Matches
207,Ulisses Garcia,ch SUI,DF,Marseille,29-120,1996,10.3,14,11,7,5,2,4,14,28.6,10,5,1,4,8,22,18,0,Matches
208,Jean-Philippe Gbamin,ci CIV,MF,Nantes,29-228,1995,2.4,2,1,0,2,0,1,4,25.0,3,5,2,3,3,5,2,0,Matches
209,Mory Gbane,ci CIV,"DF,MF",Reims,24-137,2000,11.5,20,11,16,4,0,13,24,54.2,11,11,9,2,17,37,85,1,Matches
210,Yann Gboho,fr FRA,"MF,FW",Toulouse,24-117,2001,24.9,29,16,7,14,8,12,30,40.0,18,20,0,20,6,35,4,1,Matches
211,Denis Genreau,au AUS,MF,Toulouse,25-355,1999,2.5,7,5,4,1,2,4,8,50.0,4,3,0,3,3,10,4,0,Matches
212,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,28-346,1996,12.8,38,24,9,20,9,17,39,43.6,22,16,4,12,12,50,7,0,Matches
213,André Gomes,pt POR,MF,Lille,31-285,1993,14.2,27,13,9,11,7,11,31,35.5,20,7,1,6,6,33,11,2,Matches
214,Angel Gomes,eng ENG,MF,Lille,24-253,2000,8.2,10,6,4,4,2,2,12,16.7,10,0,0,0,0,10,2,0,Matches
215,Carlos Gómez,co COL,"MF,DF",Rennes,22-241,2002,3.9,8,6,3,4,1,3,9,33.3,6,6,0,6,2,10,2,0,Matches
216,Mathieu Gorgelin,fr FRA,GK,Le Havre,34-279,1990,15.0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,8,2,Matches
217,Amine Gouiri,dz ALG,"FW,MF",Marseille,25-084,2000,10.7,5,5,0,1,4,2,3,66.7,1,7,0,7,1,6,1,0,Matches
218,Amine Gouiri,dz ALG,"MF,FW",Rennes,25-084,2000,11.5,9,6,4,4,1,2,8,25.0,6,8,0,8,2,11,5,0,Matches
219,Jonathan Gradit,fr FRA,DF,Lens,32-168,1992,22.5,43,23,22,18,3,22,39,56.4,17,26,11,15,24,67,117,2,Matches
220,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,28-270,1996,0.9,5,5,0,3,2,2,3,66.7,1,2,0,2,0,5,0,0,Matches
221,Mason Greenwood,eng ENG,"FW,MF",Marseille,23-222,2001,30.2,33,17,10,13,10,16,37,43.2,21,7,0,7,11,44,5,2,Matches
222,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23-353,2001,9.0,21,11,10,7,4,10,28,35.7,18,9,1,8,4,25,6,0,Matches
223,Gabriel Gudmundsson,se SWE,DF,Lille,26-012,1999,18.8,34,23,13,15,6,21,34,61.8,13,18,7,11,15,49,39,3,Matches
224,Axel Gueguin,fr FRA,FW,Montpellier,20-048,2005,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
225,Evann Guessand,ci CIV,"FW,MF",Nice,23-314,2001,27.6,41,27,12,15,14,6,13,46.2,7,25,3,22,15,56,16,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,18-255,2006,3.8,12,8,6,3,3,7,13,53.8,6,10,0,10,1,13,4,0,Matches
227,Massadio Haïdara,ml MLI,DF,Brest,32-160,1992,18.5,27,16,16,9,2,13,29,44.8,16,17,2,15,26,53,73,0,Matches
228,Achraf Hakimi,ma MAR,DF,Paris S-G,26-188,1998,22.0,47,35,18,19,10,27,55,49.1,28,25,2,23,29,76,18,3,Matches
229,Florent Hanin,dz ALG,DF,Angers,35-096,1990,28.7,67,48,43,17,7,37,68,54.4,31,30,10,20,47,114,94,2,Matches
230,Amine Harit,ma MAR,MF,Marseille,27-327,1997,5.5,8,7,0,6,2,1,2,50.0,1,6,0,6,3,11,1,1,Matches
231,Hans Hateboer,nl NED,DF,Rennes,31-122,1994,18.7,31,16,14,12,5,18,36,50.0,18,19,6,13,29,60,64,2,Matches
232,Kjetil Haug,no NOR,GK,Toulouse,26-333,1998,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
233,Luis Henrique,br BRA,"DF,FW",Marseille,23-148,2001,29.0,16,9,7,6,3,9,10,90.0,1,15,2,13,10,26,30,0,Matches
234,Lucas Hernández,fr FRA,DF,Paris S-G,29-086,1996,9.7,24,18,13,9,2,14,23,60.9,9,12,5,7,7,31,37,2,Matches
235,Ki-Jana Hoever,nl NED,DF,Auxerre,23-113,2002,23.6,51,38,26,16,9,30,54,55.6,24,33,3,30,21,72,70,1,Matches
236,Cédric Hountondji,bj BEN,DF,Angers,31-112,1994,3.0,6,4,4,2,0,3,7,42.9,4,3,3,0,4,10,14,0,Matches
237,Ilyes Housni,fr FRA,"FW,MF",Le Havre,19-362,2005,2.6,7,5,2,3,2,2,4,50.0,2,2,0,2,1,8,2,0,Matches
238,Pierre Højbjerg,dk DEN,MF,Marseille,29-279,1995,28.6,57,39,23,27,7,33,65,50.8,32,28,4,24,42,99,32,2,Matches
239,Hafiz Ibrahim,ng NGA,FW,Reims,19-142,2005,4.1,3,2,0,1,2,0,5,0.0,5,4,2,2,2,5,6,0,Matches
240,George Ilenikhena,fr FRA,"FW,MF",Monaco,18-268,2006,7.2,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,Matches
241,Rareş Ilie,ro ROU,MF,Nice,22-022,2003,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
242,Ismaily,br BRA,DF,Lille,35-120,1990,10.0,33,17,17,12,4,17,26,65.4,9,15,1,14,13,46,49,0,Matches
243,Yanis Issoufou,fr FRA,"MF,FW",Montpellier,18-195,2006,0.9,6,4,4,1,1,3,5,60.0,2,1,0,1,0,6,1,0,Matches
244,Junya Ito,jp JPN,"FW,MF",Reims,32-063,1993,29.1,43,28,17,16,10,16,59,27.1,43,32,3,29,13,56,15,1,Matches
245,Jérémy Jacquet,fr FRA,DF,Rennes,19-302,2005,9.6,25,16,10,8,7,13,20,65.0,7,9,3,6,24,49,43,1,Matches
246,Ismail Jakobs,sn SEN,DF,Monaco,25-267,1999,2.0,5,5,3,0,2,3,5,60.0,2,0,0,0,2,7,6,0,Matches
247,Jordan James,wls WAL,MF,Rennes,20-313,2004,12.8,29,18,7,18,4,16,29,55.2,13,14,1,13,13,42,16,1,Matches
248,Malcolm Jeng,se SWE,DF,Reims,20-063,2005,1.2,0,0,0,0,0,0,0,,0,1,0,1,3,3,10,0,Matches
249,John Joe,ie IRL,MF,Reims,21-199,2003,5.8,24,15,11,10,3,7,19,36.8,12,10,2,8,6,30,9,0,Matches
250,Karl-Johan Johnsson,se SWE,GK,Strasbourg,35-103,1990,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Paul Joly,fr FRA,DF,Auxerre,24-338,2000,10.2,48,31,29,17,2,27,43,62.8,16,17,1,16,24,72,30,5,Matches
252,Jota,pt POR,"FW,MF",Rennes,26-042,1999,3.7,5,2,2,3,0,4,7,57.1,3,1,0,1,3,8,2,0,Matches
253,Antoine Joujou,fr FRA,"MF,FW",Le Havre,22-060,2003,10.4,16,11,10,4,2,9,15,60.0,6,15,3,12,9,25,19,0,Matches
254,Jubal,br BRA,DF,Auxerre,31-255,1993,29.3,60,39,46,13,1,28,40,70.0,12,61,36,25,25,85,201,1,Matches
255,Hamed Junior Traorè,ci CIV,MF,Auxerre,25-084,2000,22.5,41,20,11,17,13,16,53,30.2,37,14,0,14,6,47,11,0,Matches
256,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20-333,2004,7.0,17,11,8,5,4,4,12,33.3,8,11,2,9,3,20,2,0,Matches
257,Tino Kadewere,zw ZIM,"MF,FW",Nantes,29-126,1996,5.7,14,8,5,3,6,6,13,46.2,7,3,0,3,6,20,8,0,Matches
258,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,23-111,2002,27.6,19,12,6,9,4,7,15,46.7,8,9,2,7,4,23,14,1,Matches
259,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,20-137,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
260,Waren Kamanzi,no NOR,"DF,MF",Toulouse,24-181,2000,10.4,26,12,11,11,4,12,24,50.0,12,5,2,3,8,34,22,0,Matches
261,Glen Kamara,fi FIN,MF,Rennes,29-195,1995,7.4,23,11,10,11,2,11,17,64.7,6,7,0,7,7,30,7,0,Matches
262,Noham Kamara,fr FRA,DF,Paris S-G,18-109,2007,0.8,1,1,0,1,0,0,0,,0,1,1,0,1,2,1,0,Matches
263,Nordine Kandil,fr FRA,MF,Strasbourg,23-192,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
264,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,24-081,2001,18.5,25,17,7,11,7,19,35,54.3,16,11,1,10,3,28,3,1,Matches
265,Yassine Kechta,ma MAR,"MF,FW",Le Havre,23-075,2002,22.3,57,33,30,20,7,31,74,41.9,43,25,2,23,24,81,29,2,Matches
266,Thilo Kehrer,de GER,DF,Monaco,28-232,1996,26.5,37,23,26,11,0,22,38,57.9,16,18,10,8,36,73,113,1,Matches
267,Reda Khadra,de GER,"MF,FW",Reims,23-311,2001,0.9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
268,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,34-092,1991,11.9,25,18,5,16,4,8,21,38.1,13,13,1,12,5,30,7,0,Matches
269,Abdukodir Khusanov,uz UZB,DF,Lens,21-071,2004,10.8,15,11,9,5,1,7,11,63.6,4,17,11,6,26,41,57,0,Matches
270,Presnel Kimpembe,fr FRA,DF,Paris S-G,29-271,1995,0.3,1,0,1,0,0,0,0,,0,2,2,0,0,1,1,0,Matches
271,Joshua King,no NOR,"FW,MF",Toulouse,33-116,1992,17.9,11,11,4,4,3,5,12,41.7,7,10,3,7,6,17,18,0,Matches
272,Cédric Kipré,ci CIV,DF,Reims,28-153,1996,23.3,40,29,29,10,1,27,37,73.0,10,40,27,13,31,71,155,2,Matches
273,Hervé Koffi,bf BFA,GK,Lens,28-207,1996,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0,Matches
274,Philipp Köhn,ch SUI,GK,Monaco,27-039,1998,18.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,2,Matches
275,Koka,eg EGY,FW,Le Havre,32-067,1993,9.1,4,1,1,3,0,0,4,0.0,4,2,0,2,3,7,6,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Randal Kolo Muani,fr FRA,FW,Paris S-G,26-157,1998,4.0,4,4,1,1,2,0,2,0.0,2,1,0,1,0,4,5,0,Matches
277,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,32-085,1993,22.4,60,38,31,26,3,27,34,79.4,7,23,6,17,22,82,64,4,Matches
278,Abdoul Koné,fr FRA,DF,Reims,20-019,2005,1.5,5,3,4,1,0,3,5,60.0,2,2,1,1,1,6,5,0,Matches
279,Amadou Koné,ml MLI,MF,Reims,19-362,2005,13.6,47,31,31,15,1,21,33,63.6,12,14,2,12,17,64,37,2,Matches
280,Ismaël Koné,ca CAN,"MF,FW",Marseille,22-339,2002,4.0,8,4,3,3,2,3,4,75.0,1,4,1,3,4,12,2,1,Matches
281,Ismaël Koné,ca CAN,MF,Rennes,22-339,2002,4.5,8,5,3,4,1,4,6,66.7,2,8,2,6,4,12,5,0,Matches
282,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,19-095,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
283,Boubakar Kouyaté,ml MLI,DF,Montpellier,28-026,1997,7.4,22,15,16,6,0,11,19,57.9,8,17,11,6,12,34,54,0,Matches
284,Goduine Koyalipou,cf CTA,FW,Lens,25-085,2000,9.0,2,1,0,2,0,0,0,,0,4,0,4,1,3,7,0,Matches
285,Sael Kumbedi,fr FRA,DF,Lyon,20-046,2005,10.6,28,14,11,13,4,14,20,70.0,6,11,3,8,8,36,32,1,Matches
286,Daler Kuzyaev,ru RUS,MF,Le Havre,32-116,1993,6.3,13,8,7,4,2,2,9,22.2,7,7,4,3,9,22,8,0,Matches
287,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,24-088,2001,9.2,19,13,4,12,3,13,23,56.5,10,6,0,6,2,21,4,0,Matches
288,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,22-069,2003,7.1,16,10,7,6,3,5,11,45.5,6,5,0,5,1,17,7,0,Matches
289,Gaëtan Laborde,fr FRA,FW,Nice,31-008,1994,19.5,19,13,9,8,2,9,22,40.9,13,16,4,12,5,24,17,0,Matches
290,Alexandre Lacazette,fr FRA,FW,Lyon,33-348,1991,21.9,13,6,3,7,3,5,16,31.3,11,12,2,10,8,21,6,0,Matches
291,Younes Lachaab,fr FRA,"MF,FW",Lille,20-125,2005,0.1,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,Matches
292,Alban Lafont,fr FRA,GK,Nantes,26-108,1999,12.0,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1,Matches
293,Kenny Lala,mg MAD,DF,Brest,33-220,1991,28.8,65,41,36,23,6,37,56,66.1,19,25,9,16,25,90,74,1,Matches
294,Mohamed Lamine Bayo,gn GUI,FW,Lille,26-341,1998,3.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,4,0,Matches
295,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,28-077,1997,32.0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,24,1,Matches
296,Julien Le Cardinal,fr FRA,DF,Brest,27-281,1997,15.3,27,15,16,8,3,11,16,68.8,5,18,14,4,33,60,75,0,Matches
297,Jérémy Le Douaron,fr FRA,FW,Brest,27-020,1998,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
298,Benjamin Lecomte,fr FRA,GK,Montpellier,34-015,1991,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,2,Matches
299,Pierre Lees-Melou,fr FRA,MF,Brest,31-351,1993,16.1,48,33,20,19,9,25,53,47.2,28,17,3,14,10,58,23,0,Matches
300,Jordan Lefort,fr FRA,DF,Angers,31-275,1993,33.0,52,30,42,9,1,30,44,68.2,14,54,35,19,31,83,203,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,21-277,2003,18.8,33,23,13,15,5,14,29,48.3,15,35,4,31,14,47,19,0,Matches
302,Donovan Léon,gf GUF,GK,Auxerre,32-189,1992,31.0,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,22,1,Matches
303,Esteban Lepaul,fr FRA,FW,Angers,25-023,2000,17.2,11,6,2,6,3,4,16,25.0,12,14,2,12,3,14,10,0,Matches
304,Johann Lepenant,fr FRA,MF,Nantes,22-201,2002,22.6,67,32,29,27,11,32,71,45.1,39,34,3,31,18,85,25,0,Matches
305,Louis Leroux,fr FRA,"MF,DF",Nantes,19-108,2006,8.1,22,16,10,9,3,13,18,72.2,5,19,2,17,7,29,15,1,Matches
306,Pol Lirola,es ESP,DF,Marseille,27-271,1997,7.1,13,9,5,8,0,5,13,38.5,8,7,2,5,4,17,11,0,Matches
307,Gautier Lloris,fr FRA,DF,Le Havre,29-297,1995,29.8,67,43,51,16,0,38,53,71.7,15,33,21,12,31,98,186,0,Matches
308,Bradley Locko,fr FRA,DF,Brest,23-005,2002,0.2,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,1,0,Matches
309,Elysée Logbo,fr FRA,FW,Le Havre,21-005,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
310,Anthony Lopes,pt POR,GK,Nantes,34-222,1990,16.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1,Matches
311,Jordan Lotomba,ch SUI,"MF,DF",Nice,26-224,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
312,Tom Louchet,fr FRA,"DF,MF",Nice,22-007,2003,8.4,26,16,17,4,5,17,23,73.9,6,12,4,8,18,44,20,0,Matches
313,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,19-174,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
314,Othmane Maamma,ma MAR,"FW,MF",Montpellier,19-217,2005,3.0,3,1,2,1,0,1,4,25.0,3,4,0,4,1,4,2,1,Matches
315,Deiver Machado,co COL,"DF,MF",Lens,31-251,1993,20.1,36,26,14,14,8,17,30,56.7,13,20,4,16,16,52,34,2,Matches
316,Lanroy Machine,fr FRA,FW,Angers,19-210,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
317,Yvann Macon,fr FRA,DF,Saint-Étienne,26-222,1998,7.8,19,11,9,7,3,10,21,47.6,11,14,4,10,2,21,10,1,Matches
318,Eros Maddy,nl NED,DF,Auxerre,24-095,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
319,Soungoutou Magassa,fr FRA,MF,Monaco,21-215,2003,10.8,44,24,13,25,6,25,45,55.6,20,16,3,13,21,65,19,1,Matches
320,Hugo Magnetti,fr FRA,MF,Brest,26-346,1998,24.8,45,27,17,24,4,20,46,43.5,26,20,3,17,17,62,37,0,Matches
