Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
555,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,27-177,1997,18.3,2,30,7,23.3,1.64,0.38,0.07,0.29,20.0,4,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
556,Beñat Turrientes,es ESP,MF,Real Sociedad,23-100,2002,9.4,0,5,1,20.0,0.53,0.11,0.00,0.00,19.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
557,Chrisantus Uche,ng NGA,"FW,MF",Getafe,21-357,2003,24.8,3,46,13,28.3,1.86,0.52,0.07,0.23,17.5,0,0,0,3.4,3.4,0.07,-0.4,-0.4,Matches
558,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21-332,2003,0.3,0,1,0,0.0,2.90,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
559,Óscar Valentín,es ESP,MF,Rayo Vallecano,30-264,1994,19.5,0,5,1,20.0,0.26,0.05,0.00,0.00,12.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
560,Germán Valera,es ESP,MF,Valencia,23-056,2002,1.6,0,3,2,66.7,1.82,1.22,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
561,Martin Valjent,sk SVK,DF,Mallorca,29-151,1995,28.7,2,11,4,36.4,0.38,0.14,0.18,0.50,12.7,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
562,Jesús Vallejo,es ESP,DF,Real Madrid,28-126,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
563,Federico Valverde,uy URU,"MF,DF",Real Madrid,26-293,1998,29.7,6,45,19,42.2,1.52,0.64,0.13,0.32,26.4,5,0,0,2.3,2.3,0.05,+3.7,+3.7,Matches
564,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26-346,1998,1.1,0,1,0,0.0,0.93,0.00,0.00,,11.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
565,Ruben Vargas,ch SUI,"FW,MF",Sevilla,26-279,1998,7.5,2,17,5,29.4,2.28,0.67,0.12,0.40,13.8,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
566,José Luis García Vayá,es ESP,MF,Valencia,26-273,1998,18.3,2,12,4,33.3,0.66,0.22,0.00,0.00,25.8,1,2,2,2.1,0.5,0.04,-0.1,-0.5,Matches
567,Jesus Vazquez,es ESP,DF,Valencia,22-129,2003,9.2,0,5,1,20.0,0.54,0.11,0.00,0.00,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
568,Lucas Vázquez,es ESP,DF,Real Madrid,33-314,1991,22.4,1,14,3,21.4,0.62,0.13,0.07,0.33,17.8,1,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches
569,Alejo Véliz,ar ARG,FW,Espanyol,21-234,2003,11.2,1,16,5,31.3,1.43,0.45,0.06,0.20,11.3,0,0,0,1.9,1.9,0.12,-0.9,-0.9,Matches
570,Mikel Vesga,es ESP,MF,Athletic Club,31-355,1993,9.8,0,5,2,40.0,0.51,0.20,0.00,0.00,21.6,0,0,1,1.2,0.4,0.08,-1.2,-0.4,Matches
571,Carlos Vicente,es ESP,"FW,MF",Alavés,26-018,1999,30.4,4,31,12,38.7,1.02,0.40,0.13,0.33,17.2,1,0,0,2.6,2.6,0.08,+1.4,+1.4,Matches
572,Pau Victor Delgado,es ESP,FW,Barcelona,23-166,2001,3.3,2,14,8,57.1,4.20,2.40,0.14,0.25,15.2,0,0,0,3.0,3.0,0.22,-1.0,-1.0,Matches
573,Nacho Vidal,es ESP,DF,Osasuna,30-107,1995,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
574,Fran Vieites,es ESP,GK,Betis,26-004,1999,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
575,Asier Villalibre,es ESP,FW,Alavés,27-223,1997,3.5,1,7,1,14.3,2.01,0.29,0.00,0.00,14.2,0,1,1,1.6,0.8,0.11,-0.6,-0.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
576,Iván Villar,es ESP,GK,Celta Vigo,27-306,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
577,Viti,es ESP,DF,Las Palmas,27-237,1997,20.5,0,3,2,66.7,0.15,0.10,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
578,Daniel Vivian,es ESP,DF,Athletic Club,25-300,1999,25.7,3,15,4,26.7,0.58,0.16,0.20,0.75,13.3,0,0,0,1.6,1.6,0.11,+1.4,+1.4,Matches
579,Iñaki Williams,gh GHA,FW,Athletic Club,30-330,1994,29.0,6,63,24,38.1,2.17,0.83,0.10,0.25,16.4,0,0,0,7.6,7.6,0.12,-1.6,-1.6,Matches
580,Nico Williams,es ESP,FW,Athletic Club,22-303,2002,21.3,5,52,19,36.5,2.44,0.89,0.10,0.26,17.7,1,0,0,3.9,3.9,0.07,+1.1,+1.1,Matches
581,Axel Witsel,be BEL,DF,Atlético Madrid,36-119,1989,8.5,0,1,0,0.0,0.12,0.00,0.00,,10.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
582,Lamine Yamal,es ESP,FW,Barcelona,17-302,2007,27.7,6,119,34,28.6,4.29,1.23,0.05,0.18,19.0,0,0,0,8.7,8.7,0.07,-2.7,-2.7,Matches
583,Daniel Yáñez,es ESP,FW,Real Madrid,18-044,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
584,Bertuğ Yıldırım,tr TUR,FW,Getafe,22-303,2002,11.8,1,19,7,36.8,1.61,0.59,0.05,0.14,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
585,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21-350,2003,0.8,1,4,2,50.0,4.93,2.47,0.25,0.50,22.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
586,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,24-016,2001,16.9,1,34,11,32.4,2.01,0.65,0.03,0.09,20.1,0,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
587,Igor Zubeldia,es ESP,DF,Real Sociedad,28-042,1997,23.2,0,10,4,40.0,0.43,0.17,0.00,0.00,19.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
588,Martín Zubimendi,es ESP,MF,Real Sociedad,26-098,1999,30.7,2,20,6,30.0,0.65,0.20,0.10,0.33,14.9,0,0,0,2.3,2.3,0.11,-0.3,-0.3,Matches
