Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
272,Alexander Meyer,de GER,GK,Dortmund,34-028,1991,2.0,54,83,65.1,1541,1064,7,7,100.0,28,29,96.6,19,47,40.4,0,0.1,0.0,-0.1,1,2,0,0,0,Matches
273,Florian Micheler,at AUT,MF,Hoffenheim,19-359,2005,0.4,11,12,91.7,158,45,6,6,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
274,Enzo Millot,fr FRA,"MF,FW",Stuttgart,22-298,2002,19.1,876,1038,84.4,12467,2992,551,605,91.1,270,314,86.0,39,73,53.4,4,2.8,3.3,+1.2,20,76,28,2,109,Matches
275,Kim Min-jae,kr KOR,DF,Bayern Munich,28-177,1996,25.4,2340,2530,92.5,39041,15291,1047,1101,95.1,1152,1213,95.0,115,164,70.1,0,0.3,0.9,-0.3,6,236,2,0,181,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
276,Maximilian Mittelstädt,de GER,DF,Stuttgart,28-054,1997,25.7,1559,1872,83.3,25345,7919,813,877,92.7,606,717,84.5,114,216,52.8,6,4.2,6.1,+1.8,42,151,56,30,166,Matches
277,Koji Miyoshi,jp JPN,"FW,MF",Bochum,28-046,1997,5.0,74,127,58.3,1145,387,36,45,80.0,30,44,68.2,3,13,23.1,0,0.8,0.6,-0.8,5,8,4,0,14,Matches
278,Max Moerstedt,de GER,FW,Hoffenheim,,,5.0,69,103,67.0,784,204,40,58,69.0,18,26,69.2,1,4,25.0,0,0.6,0.6,-0.6,7,5,2,0,10,Matches
279,David Mokwa,fr FRA,"DF,FW",Hoffenheim,21-008,2004,0.2,1,4,25.0,9,0,1,3,33.3,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
280,Steve Mounié,bj BEN,"FW,MF",Augsburg,30-224,1994,3.6,64,102,62.7,959,168,31,46,67.4,28,39,71.8,3,7,42.9,0,0.0,0.2,0.0,1,4,1,0,10,Matches
281,Nordi Mukiele,fr FRA,DF,Leverkusen,27-191,1997,10.0,488,607,80.4,7457,2544,290,326,89.0,168,215,78.1,22,40,55.0,0,1.0,0.9,-1.0,9,44,4,2,36,Matches
282,Florian Müller,de GER,GK,Freiburg,27-179,1997,8.4,206,326,63.2,6261,5083,29,29,100.0,108,110,98.2,69,185,37.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches
283,Kevin Müller,de GER,GK,Heidenheim,34-057,1991,31.7,949,1264,75.1,26918,17427,99,100,99.0,553,561,98.6,295,597,49.4,0,0.0,0.1,0.0,0,16,1,0,1,Matches
284,Marius Müller,de GER,GK,Wolfsburg,31-303,1993,5.3,154,218,70.6,4852,3396,19,19,100.0,65,65,100.0,70,134,52.2,0,0.0,0.0,0.0,0,7,0,0,0,Matches
285,Thomas Müller,de GER,"MF,FW",Bayern Munich,35-240,1989,12.9,453,603,75.1,6528,1433,278,334,83.2,124,166,74.7,27,43,62.8,4,2.9,4.1,+1.1,35,24,24,12,50,Matches
286,Jamal Musiala,de GER,MF,Bayern Munich,22-074,2003,20.0,778,942,82.6,10803,2645,480,551,87.1,235,276,85.1,32,39,82.1,2,4.5,5.9,-2.5,41,75,24,0,107,Matches
287,Florent Muslija,xk KVX,"FW,MF",Freiburg,26-309,1998,1.9,71,98,72.4,1104,287,37,47,78.7,23,29,79.3,6,15,40.0,0,0.3,0.3,-0.3,3,1,2,0,7,Matches
288,Phillipp Mwene,at AUT,DF,Mainz 05,31-102,1994,28.0,932,1234,75.5,15676,5440,454,522,87.0,396,504,78.6,69,134,51.5,4,1.7,3.6,+2.3,19,67,35,17,104,Matches
289,Joakim Mæhle,dk DEN,DF,Wolfsburg,27-356,1997,23.3,937,1153,81.3,14874,5442,482,541,89.1,394,465,84.7,46,96,47.9,4,2.2,3.0,+1.8,20,67,18,4,85,Matches
290,Nathan N'Goumou,cm CMR,FW,Gladbach,25-058,2000,9.2,195,265,73.6,2561,561,128,152,84.2,54,77,70.1,5,12,41.7,1,1.3,1.3,-0.3,6,11,9,3,16,Matches
291,Stanley N'Soki,fr FRA,DF,Hoffenheim,26-032,1999,14.5,719,838,85.8,12972,4938,291,311,93.6,360,412,87.4,62,93,66.7,0,0.4,0.4,-0.4,7,50,7,1,52,Matches
292,Paul Nebel,de GER,MF,Mainz 05,22-213,2002,25.1,829,1133,73.2,12700,2682,459,536,85.6,275,363,75.8,61,108,56.5,4,3.9,5.3,+0.1,33,37,39,17,88,Matches
293,Kosta Nedeljković,rs SRB,DF,RB Leipzig,19-146,2005,5.3,194,238,81.5,3195,1052,103,111,92.8,69,87,79.3,19,32,59.4,0,0.3,0.6,-0.3,3,9,9,2,16,Matches
294,Ivan Nekić,hr CRO,DF,Holstein Kiel,24-138,2000,0.8,32,42,76.2,619,249,11,12,91.7,20,23,87.0,1,4,25.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
