Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
118,Zeki Çelik,tr TUR,DF,Roma,28-083,1997,22.1,1425,79,408,727,301,32,1425,13,8,61.5,3,23.1,716,3258,1594,25,23,1,18,6,890,81,Matches
119,Alberto Cerri,it ITA,FW,Como,29-025,1996,1.0,36,1,4,12,21,9,36,0,0,,0,,20,54,10,0,0,1,2,3,29,11,Matches
120,Gabriel Charpentier,cg CGO,FW,Parma,25-359,1999,3.0,111,7,22,35,58,12,111,6,2,33.3,3,50.0,55,337,138,6,4,2,16,4,64,16,Matches
121,Walid Cheddira,ma MAR,FW,Napoli,27-109,1998,0.1,3,0,0,1,2,0,3,0,0,,0,,1,3,0,0,0,0,0,0,2,1,Matches
122,Leandro Chichizola,ar ARG,GK,Parma,35-045,1990,1.0,54,45,53,1,0,0,54,0,0,,0,,30,156,107,0,0,0,0,0,31,0,Matches
123,Samuel Chukwueze,ng NGA,"FW,MF",Milan,25-354,1999,9.8,530,8,62,186,288,52,530,44,24,54.5,19,43.2,349,2520,1394,45,33,19,23,9,386,113,Matches
124,Aaron Ciammaglichella,it ITA,MF,Torino,20-105,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
125,Alessandro Circati,au AUS,DF,Parma,21-213,2003,4.0,219,57,135,83,1,0,219,0,0,,0,,98,406,210,1,0,0,3,2,125,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Alphadjo Cissè,it ITA,"FW,MF",Hellas Verona,18-201,2006,0.1,11,0,1,6,4,0,11,0,0,,0,,6,15,3,0,0,0,0,0,10,0,Matches
127,Patrick Ciurria,it ITA,"MF,DF",Monza,30-091,1995,11.3,494,20,94,219,185,17,494,11,5,45.5,6,54.5,269,1221,582,17,8,3,17,13,289,47,Matches
128,Saúl Coco,gq EQG,DF,Torino,26-091,1999,31.6,1879,241,863,961,65,17,1879,9,7,77.8,2,22.2,1135,5790,3043,17,8,0,13,2,1227,3,Matches
129,Lorenzo Colombo,it ITA,"FW,MF",Empoli,23-064,2002,24.0,804,18,74,398,343,81,803,48,23,47.9,24,50.0,423,2095,820,26,26,10,84,50,530,115,Matches
130,Andrea Colpani,it ITA,"FW,MF",Fiorentina,26-000,1999,15.9,598,8,61,247,293,46,598,25,10,40.0,13,52.0,390,2380,1078,37,35,13,25,22,440,128,Matches
131,Florinel Coman,ro ROU,"FW,MF",Cagliari,27-031,1998,2.9,121,2,23,50,50,8,121,5,2,40.0,2,40.0,84,472,178,5,8,2,12,6,98,22,Matches
132,Pietro Comuzzo,it ITA,DF,Fiorentina,20-080,2005,23.2,1448,161,691,702,57,8,1448,1,0,0.0,1,100.0,843,3568,1720,12,10,1,13,4,926,11,Matches
133,Francisco Conceição,pt POR,"FW,MF",Juventus,22-148,2002,13.0,640,10,74,213,367,75,640,70,32,45.7,33,47.1,474,3709,1941,81,26,50,29,20,506,128,Matches
134,Diego Coppola,it ITA,DF,Hellas Verona,21-134,2003,29.5,1459,162,779,652,36,20,1459,4,1,25.0,3,75.0,700,3499,1345,4,4,0,9,5,744,3,Matches
135,Maxwel Cornet,ci CIV,"FW,MF",Genoa,28-226,1996,2.6,95,1,9,42,45,13,95,8,3,37.5,4,50.0,53,306,154,8,7,5,5,3,71,26,Matches
136,Joaquín Correa,ar ARG,"FW,MF",Inter,30-271,1994,5.7,316,4,21,146,151,27,316,4,1,25.0,3,75.0,212,993,444,14,10,2,9,3,258,35,Matches
137,Alberto costa,pt POR,DF,Juventus,21-224,2003,2.5,184,7,39,80,67,12,184,8,3,37.5,5,62.5,94,503,300,7,4,2,4,0,114,21,Matches
138,Lassana Coulibaly,ml MLI,MF,Lecce,29-031,1996,26.6,1132,79,300,693,151,13,1132,31,13,41.9,12,38.7,576,3011,1041,14,17,2,30,18,660,39,Matches
139,Woyo Coulibaly,fr FRA,DF,Parma,25-356,1999,12.0,706,34,213,388,110,12,706,17,8,47.1,8,47.1,404,2492,1389,36,15,9,19,11,439,23,Matches
140,Bryan Cristante,it ITA,MF,Roma,30-069,1995,19.7,1328,49,228,887,219,34,1328,10,5,50.0,4,40.0,734,3839,1871,21,24,2,21,12,944,30,Matches
141,Domen Črnigoj,si SVN,MF,Venezia,29-174,1995,1.5,76,3,13,40,23,3,76,1,0,0.0,1,100.0,36,199,116,4,2,0,7,1,47,6,Matches
142,Juan Cuadrado,co COL,"DF,MF",Atalanta,36-350,1988,9.0,706,15,114,271,325,39,706,40,17,42.5,12,30.0,452,2362,1472,40,43,14,14,10,495,87,Matches
143,Patrick Cutrone,it ITA,FW,Como,27-128,1998,22.0,673,5,27,275,375,113,672,24,9,37.5,12,50.0,432,2201,1047,52,15,25,61,26,493,148,Matches
144,Wylan Cyprien,fr FRA,MF,Parma,30-103,1995,0.3,28,2,8,11,9,1,28,0,0,,0,,11,46,33,1,1,1,0,0,15,0,Matches
145,Danilo D'Ambrosio,it ITA,DF,Monza,36-244,1988,12.2,776,126,400,296,84,19,776,7,2,28.6,5,71.4,443,1697,803,10,6,1,15,1,476,16,Matches
146,Lucas Da Cunha,fr FRA,MF,Como,23-336,2001,27.0,1794,53,353,953,495,39,1794,28,11,39.3,17,60.7,1126,5856,2900,61,50,13,20,16,1279,81,Matches
147,Samuel Dahl,se SWE,"DF,MF",Roma,25-068,2000,0.5,37,0,3,16,18,0,37,1,0,0.0,1,100.0,21,117,35,1,2,0,1,0,25,4,Matches
148,Thijs Dallinga,nl NED,FW,Bologna,24-281,2000,12.3,425,15,28,192,207,64,425,11,2,18.2,9,81.8,231,978,198,9,5,7,40,21,327,80,Matches
149,Maat Daniel Caprini,it ITA,FW,Fiorentina,19-089,2006,0.1,13,0,1,6,6,0,13,2,0,0.0,1,50.0,5,35,6,0,0,0,3,1,6,3,Matches
150,Flavius Daniliuc,at AUT,DF,Hellas Verona,24-014,2001,11.0,530,36,209,272,55,10,530,7,4,57.1,3,42.9,281,1296,669,8,4,0,7,4,302,8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Danilo,br BRA,DF,Juventus,33-300,1991,6.5,625,43,209,350,70,4,625,0,0,,0,,381,2018,1136,16,9,2,4,2,476,7,Matches
152,Matteo Darmian,it ITA,DF,Inter,35-160,1989,17.8,1016,41,294,465,261,26,1016,9,4,44.4,4,44.4,523,1723,786,11,10,7,13,6,691,94,Matches
153,Juan David Cabal,co COL,DF,Juventus,24-123,2001,5.1,401,13,135,220,52,3,401,7,4,57.1,0,0.0,242,1342,774,14,11,0,6,4,285,19,Matches
154,Keinan Davis,eng ENG,FW,Udinese,27-087,1998,9.9,351,5,17,165,172,59,351,32,15,46.9,17,53.1,208,1405,527,22,11,13,30,22,283,66,Matches
155,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,29-356,1995,18.7,932,89,380,500,54,10,932,4,2,50.0,1,25.0,443,2216,1213,10,7,0,6,2,534,3,Matches
156,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,24-062,2001,21.1,1136,9,70,481,604,128,1136,90,41,45.6,42,46.7,772,5214,2742,95,64,39,49,48,926,193,Matches
157,Mattia De Sciglio,it ITA,DF,Empoli,32-203,1992,8.5,394,35,165,187,44,9,394,4,1,25.0,2,50.0,161,719,257,4,3,0,5,4,191,7,Matches
158,Lorenzo De Silvestri,it ITA,DF,Bologna,36-353,1988,11.3,637,30,195,306,137,10,637,5,1,20.0,4,80.0,301,1142,439,4,7,0,6,2,366,29,Matches
159,Koni De Winter,be BEL,DF,Genoa,22-333,2002,22.1,1448,145,739,625,97,31,1448,14,5,35.7,9,64.3,761,4139,1926,9,6,0,15,8,886,10,Matches
160,Alessandro Deiola,it ITA,MF,Cagliari,29-283,1995,14.1,624,43,174,319,138,17,624,3,3,100.0,0,0.0,301,1112,497,11,4,1,14,10,360,30,Matches
161,Enrico Del Prato,it ITA,DF,Parma,25-182,1999,30.7,1765,223,809,751,211,31,1765,4,2,50.0,1,25.0,984,3770,1862,8,9,3,11,3,1044,28,Matches
162,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,24-094,2001,10.5,436,12,60,229,151,29,436,22,14,63.6,6,27.3,257,1534,704,23,11,11,16,17,335,57,Matches
163,Ali Dembélé,fr FRA,DF,Torino,21-126,2004,2.0,118,7,37,54,28,4,118,4,1,25.0,3,75.0,49,227,113,3,3,0,4,3,60,1,Matches
164,Michele Di Gregorio,it ITA,GK,Juventus,27-288,1997,31.0,988,816,979,10,0,0,988,0,0,,0,,625,3406,2123,0,0,0,0,0,556,0,Matches
165,Giovanni Di Lorenzo,it ITA,DF,Napoli,31-280,1993,34.0,2305,106,616,1103,594,60,2305,29,4,13.8,18,62.1,1111,4704,2513,48,31,6,25,14,1540,153,Matches
166,Boulaye Dia,sn SEN,"MF,FW",Lazio,28-176,1996,22.2,738,14,74,407,269,85,738,41,17,41.5,21,51.2,426,2186,788,21,13,9,31,32,579,107,Matches
167,Assane Diao,sn SEN,"FW,MF",Como,19-246,2005,13.9,523,16,65,191,273,58,523,72,19,26.4,35,48.6,376,2757,1349,50,33,27,50,38,396,116,Matches
168,Federico Dimarco,it ITA,"DF,FW",Inter,27-182,1997,22.3,1376,32,242,505,642,82,1376,9,3,33.3,6,66.7,740,2786,1561,37,31,9,17,10,935,221,Matches
169,Berat Djimsiti,al ALB,DF,Atalanta,32-081,1993,27.3,1888,117,759,914,221,44,1888,4,1,25.0,1,25.0,1061,5834,3147,32,34,2,9,1,1253,41,Matches
170,Dodô,br BRA,DF,Fiorentina,26-175,1998,31.6,1899,70,550,845,532,61,1899,102,46,45.1,41,40.2,1151,7783,4487,126,75,30,67,21,1170,168,Matches
171,Benjamín Domínguez,ar ARG,FW,Bologna,21-234,2003,13.8,548,6,34,198,330,52,548,74,28,37.8,41,55.4,392,2402,1242,49,26,22,45,33,414,122,Matches
172,Patrick Dorgu,dk DEN,"DF,FW",Lecce,20-197,2004,20.4,1011,56,255,445,332,50,1011,44,13,29.5,25,56.8,557,3684,1871,68,40,20,37,37,658,117,Matches
173,Alberto Dossena,it ITA,DF,Como,26-210,1998,20.3,1220,173,677,517,31,20,1220,6,4,66.7,2,33.3,693,2716,1465,4,1,0,8,3,776,1,Matches
174,Issa Doumbia,ci CIV,MF,Venezia,21-207,2003,9.3,360,14,76,178,112,13,360,14,9,64.3,3,21.4,196,933,514,10,9,1,23,15,218,27,Matches
175,Anastasios Douvikas,gr GRE,FW,Como,25-282,1999,5.2,159,1,12,61,89,29,159,8,5,62.5,3,37.5,101,452,161,7,8,8,23,9,118,32,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Artem Dovbyk,ua UKR,FW,Roma,27-324,1997,25.9,628,15,28,247,354,145,626,18,7,38.9,11,61.1,338,1282,437,24,8,14,78,31,483,169,Matches
177,Ondrej Duda,sk SVK,MF,Hellas Verona,30-157,1994,24.6,1368,67,283,813,289,4,1368,38,21,55.3,12,31.6,653,3339,1302,20,23,2,46,22,737,23,Matches
178,Denzel Dumfries,nl NED,"DF,FW",Inter,29-023,1996,19.9,933,30,150,383,414,86,933,37,9,24.3,24,64.9,478,2404,1111,46,23,10,25,10,595,159,Matches
179,Alfred Duncan,gh GHA,MF,Venezia,32-062,1993,10.6,587,15,93,360,142,6,587,22,13,59.1,8,36.4,311,1468,676,11,14,0,14,14,381,12,Matches
180,Paulo Dybala,ar ARG,"FW,MF",Roma,31-177,1993,15.7,909,6,67,415,439,75,906,43,11,25.6,17,39.5,595,3180,1472,41,42,17,40,28,709,122,Matches
181,Enzo Ebosse,cm CMR,DF,Udinese,26-061,1999,1.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0,Matches
182,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,29-146,1995,0.7,53,1,4,27,22,2,53,1,1,100.0,0,0.0,17,89,43,3,0,2,3,2,16,2,Matches
183,Éderson,br BRA,MF,Atalanta,25-308,1999,30.5,2194,62,467,1201,551,54,2194,47,21,44.7,23,48.9,1437,6718,3150,35,55,11,43,41,1629,76,Matches
184,Kingsley Ehizibue,nl NED,DF,Udinese,29-351,1995,25.8,1178,73,354,483,354,34,1178,29,11,37.9,15,51.7,539,2797,1434,52,32,9,26,20,591,113,Matches
185,Jeff Ekhator,it ITA,"FW,MF",Genoa,18-181,2006,8.2,247,9,32,93,128,26,247,13,4,30.8,6,46.2,124,599,161,4,5,5,32,9,164,49,Matches
186,Jurgen Ekkelenkamp,nl NED,MF,Udinese,25-036,2000,18.9,805,24,139,419,259,36,805,25,8,32.0,14,56.0,429,2221,1137,31,24,4,20,6,519,74,Matches
187,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22-320,2002,2.1,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19,Matches
188,Caleb Ekuban,gh GHA,FW,Genoa,31-049,1994,5.7,157,5,16,61,82,25,157,9,2,22.2,7,77.8,84,388,166,5,4,3,16,12,113,41,Matches
189,Mikael Ellertsson,is ISL,"DF,MF",Venezia,23-061,2002,24.7,852,50,241,324,299,46,852,37,14,37.8,19,51.4,416,2144,1096,32,21,9,44,19,467,82,Matches
190,Elif Elmas,mk MKD,"FW,MF",Torino,25-229,1999,9.5,350,5,33,163,159,31,350,33,11,33.3,18,54.5,230,1732,828,30,23,12,18,8,250,43,Matches
191,Emerson,br BRA,DF,Milan,26-117,1999,15.3,1102,56,312,526,271,22,1102,18,7,38.9,9,50.0,584,2423,1228,23,19,3,18,10,710,71,Matches
192,Yannik Engelhardt,de GER,"MF,DF",Como,24-093,2001,12.5,801,40,190,493,126,16,801,15,9,60.0,3,20.0,502,2584,1154,16,11,2,20,7,525,17,Matches
193,Martin Erlic,hr CRO,DF,Bologna,27-107,1998,3.7,268,22,102,153,13,7,268,1,0,0.0,0,0.0,179,832,465,4,1,0,2,0,201,1,Matches
194,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22-313,2002,24.2,1027,11,84,511,448,90,1025,67,29,43.3,31,46.3,536,2249,1041,30,26,11,81,48,671,98,Matches
195,Estanis,es ESP,FW,Bologna,21-260,2003,0.1,13,0,0,1,12,6,13,3,2,66.7,1,33.3,5,39,20,1,0,1,0,0,6,1,Matches
196,Nahuel Estévez,ar ARG,MF,Parma,29-178,1995,7.2,372,32,104,205,65,2,372,2,2,100.0,0,0.0,147,451,176,3,0,0,3,4,198,4,Matches
197,Giovanni Fabbian,it ITA,MF,Bologna,22-117,2003,10.6,303,5,39,141,131,45,303,13,1,7.7,8,61.5,181,1213,315,13,5,5,30,16,215,37,Matches
198,Alieu Fadera,gm GAM,"FW,DF",Como,23-189,2001,18.3,844,16,148,326,391,60,844,68,26,38.2,34,50.0,544,3868,2239,74,34,32,41,33,533,160,Matches
199,Nicolò Fagioli,it ITA,MF,Fiorentina,24-088,2001,7.7,489,19,107,275,114,3,489,16,7,43.8,6,37.5,323,1638,631,10,16,0,15,8,352,11,Matches
200,Nicolò Fagioli,it ITA,MF,Juventus,24-088,2001,6.3,470,11,77,283,112,10,470,3,2,66.7,1,33.3,311,2051,1035,19,22,2,11,2,387,18,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Wladimiro Falcone,it ITA,GK,Lecce,30-029,1995,35.0,1215,1080,1209,6,0,0,1215,0,0,,0,,669,3546,2089,0,0,0,0,0,547,0,Matches
202,Davide Faraoni,it ITA,DF,Hellas Verona,33-198,1991,2.9,136,15,47,47,43,4,136,1,0,0.0,1,100.0,55,232,106,2,1,0,3,0,66,13,Matches
203,Jacopo Fazzini,it ITA,MF,Empoli,22-056,2003,13.5,553,14,89,260,216,38,553,40,20,50.0,15,37.5,311,2047,975,28,21,14,34,31,358,70,Matches
204,Mattia Felici,it ITA,"MF,FW",Cagliari,24-024,2001,10.3,422,13,76,151,202,37,422,57,19,33.3,30,52.6,259,1802,962,39,18,19,26,10,280,75,Matches
205,João Félix,pt POR,MF,Milan,25-182,1999,6.8,327,8,42,154,135,34,327,31,14,45.2,14,45.2,221,1252,592,16,20,10,13,9,261,44,Matches
206,Lewis Ferguson,sct SCO,MF,Bologna,25-260,1999,8.9,601,11,75,382,148,13,600,7,3,42.9,2,28.6,385,2251,912,16,18,2,11,9,425,19,Matches
207,Daniel Fila,cz CZE,FW,Venezia,22-263,2002,4.7,120,5,11,53,57,17,120,4,2,50.0,1,25.0,73,343,119,5,5,1,13,10,86,25,Matches
208,Youssouf Fofana,fr FRA,MF,Milan,26-121,1999,27.4,1630,34,321,1078,255,21,1630,31,14,45.2,17,54.8,969,5676,3109,44,49,5,30,20,1200,31,Matches
209,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,27-093,1998,6.9,328,6,71,164,99,12,328,17,8,47.1,6,35.3,181,989,410,11,5,4,12,9,202,29,Matches
210,Michael Folorunsho,it ITA,"FW,MF",Napoli,27-093,1998,0.4,26,0,3,17,7,1,26,3,0,0.0,3,100.0,6,57,10,0,0,0,2,0,13,2,Matches
211,Omari Forson,eng ENG,"MF,DF",Monza,20-295,2004,1.8,114,0,11,39,65,1,114,6,3,50.0,2,33.3,84,690,385,13,13,0,5,4,92,18,Matches
212,Davide Frattesi,it ITA,MF,Inter,25-201,1999,13.6,499,20,96,261,152,44,499,18,7,38.9,7,38.9,296,1650,858,23,15,7,20,4,345,50,Matches
213,Morten Frendrup,dk DEN,MF,Genoa,24-034,2001,32.5,1569,81,403,891,294,19,1569,24,10,41.7,11,45.8,689,3372,1493,23,19,4,39,24,826,27,Matches
214,Martin Frese,dk DEN,DF,Hellas Verona,27-127,1998,5.0,269,16,91,137,41,1,269,1,0,0.0,0,0.0,137,628,364,6,6,0,2,0,156,9,Matches
215,Remo Freuler,ch SUI,MF,Bologna,33-026,1992,33.8,2140,67,381,1348,427,30,2140,13,5,38.5,7,53.8,1160,5274,2454,39,43,1,32,14,1434,52,Matches
216,Matteo Gabbia,it ITA,DF,Milan,25-202,1999,22.0,1483,161,750,695,39,19,1483,1,1,100.0,0,0.0,918,4154,2177,13,5,0,5,1,1099,2,Matches
217,Tiago Gabriel,pt POR,DF,Lecce,20-136,2004,0.9,44,5,24,20,0,0,44,0,0,,0,,26,102,42,0,0,0,0,0,27,0,Matches
218,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30-305,1994,1.6,64,3,5,25,36,7,64,0,0,,0,,43,247,128,5,2,1,2,3,44,13,Matches
219,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,25-006,2000,10.8,468,8,40,216,215,42,468,25,13,52.0,12,48.0,282,1259,417,11,13,7,30,15,339,77,Matches
220,Roberto Gagliardini,it ITA,"MF,DF",Monza,31-034,1994,2.0,141,7,30,102,10,1,141,2,1,50.0,1,50.0,101,567,280,5,1,0,4,4,106,3,Matches
221,Antonino Gallo,it ITA,DF,Lecce,25-126,2000,26.0,1433,100,517,576,354,14,1433,26,11,42.3,10,38.5,609,3410,1870,53,37,4,36,12,681,98,Matches
222,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,28-323,1996,3.6,103,4,7,61,36,11,103,8,2,25.0,5,62.5,73,325,84,3,4,3,18,8,83,21,Matches
223,Federico Gatti,it ITA,DF,Juventus,26-321,1998,24.3,1685,168,786,851,63,27,1685,13,7,53.8,5,38.5,1165,7650,4081,24,14,1,12,8,1290,6,Matches
224,David de Gea,es ESP,GK,Fiorentina,34-185,1990,32.0,1106,963,1103,3,0,0,1106,0,0,,0,,608,2977,1770,0,0,0,0,0,523,0,Matches
225,Valentin Gendrey,fr FRA,DF,Lecce,24-324,2000,2.0,69,3,16,38,15,3,69,0,0,,0,,32,254,144,7,4,0,1,0,39,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Daniele Ghilardi,it ITA,DF,Hellas Verona,22-125,2003,19.5,952,101,431,469,56,16,952,9,2,22.2,2,22.2,476,2477,1213,14,13,0,8,2,553,6,Matches
227,Lautaro Gianetti,ar ARG,DF,Udinese,31-179,1993,9.6,491,102,282,193,18,8,491,2,0,0.0,2,100.0,204,849,259,0,1,1,2,0,253,3,Matches
228,Samuel Gigot,fr FRA,DF,Lazio,31-211,1993,7.6,391,54,186,185,22,8,391,2,1,50.0,1,50.0,205,851,467,7,3,0,4,1,258,5,Matches
229,Mario Gila,es ESP,DF,Lazio,24-255,2000,28.5,2179,234,916,1161,118,25,2179,14,4,28.6,7,50.0,1362,7824,4382,48,35,0,14,7,1561,12,Matches
230,Billy Gilmour,sct SCO,MF,Napoli,23-334,2001,10.5,776,39,200,450,127,1,776,8,5,62.5,3,37.5,406,1630,777,10,8,0,8,5,599,11,Matches
231,Santiago Giménez,mx MEX,FW,Milan,24-023,2001,7.2,187,13,24,70,96,36,186,19,7,36.8,12,63.2,99,518,282,13,5,5,22,2,119,37,Matches
232,Gvidas Gineitis,lt LTU,MF,Torino,21-026,2004,14.2,654,34,132,299,229,22,654,13,5,38.5,5,38.5,348,1527,736,14,8,4,22,8,385,41,Matches
233,Ben Godfrey,eng ENG,DF,Atalanta,27-116,1998,0.3,12,0,2,9,1,1,12,0,0,,0,,6,11,2,0,0,0,1,0,8,1,Matches
234,Saba Goglichidze,ge GEO,DF,Empoli,20-320,2004,26.8,1132,105,585,512,51,11,1132,10,4,40.0,4,40.0,526,2480,1076,11,13,2,19,5,617,8,Matches
235,Edoardo Goldaniga,it ITA,DF,Como,31-190,1993,27.1,1673,150,819,748,113,25,1673,7,3,42.9,4,57.1,964,4940,2482,18,13,0,10,7,1129,8,Matches
236,Pierluigi Gollini,it ITA,GK,Genoa,30-054,1995,7.0,269,220,268,1,0,0,269,0,0,,0,,131,705,467,0,0,0,0,0,140,0,Matches
237,Nicolás González,ar ARG,"FW,MF",Juventus,27-035,1998,17.6,791,32,129,331,345,58,791,51,17,33.3,28,54.9,420,2624,1232,35,39,10,36,15,561,118,Matches
238,Robin Gosens,de GER,DF,Fiorentina,30-310,1994,25.1,1450,77,480,644,336,51,1450,8,3,37.5,4,50.0,702,3010,1488,26,17,1,25,4,858,75,Matches
239,Lucas Gourna-Douath,fr FRA,MF,Roma,21-279,2003,2.4,139,1,24,84,33,3,139,5,2,40.0,2,40.0,68,284,145,3,2,1,1,5,97,8,Matches
240,Alberto Grassi,it ITA,MF,Empoli,30-065,1995,22.5,975,66,279,564,145,24,975,10,4,40.0,5,50.0,406,1995,759,16,11,1,25,17,500,22,Matches
241,Mattéo Guendouzi,fr FRA,MF,Lazio,26-027,1999,34.3,2302,69,376,1460,493,38,2302,24,15,62.5,9,37.5,1462,9280,5184,88,76,9,25,18,1740,55,Matches
242,Frederic Guilbert,fr FRA,DF,Lecce,30-138,1994,24.6,1488,100,520,716,280,4,1488,36,17,47.2,13,36.1,622,3487,1877,43,31,2,25,7,710,41,Matches
243,Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,27-330,1997,13.9,607,9,78,330,205,29,605,27,15,55.6,6,22.2,389,2394,995,32,25,9,28,14,450,56,Matches
244,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,31-120,1994,33.9,1313,86,323,639,362,47,1313,34,20,58.8,12,35.3,541,2348,832,21,18,8,49,24,641,102,Matches
245,Christian Gytkjær,dk DEN,FW,Venezia,35-005,1990,7.5,206,10,15,108,84,23,205,1,0,0.0,1,100.0,112,324,82,2,2,2,16,9,163,45,Matches
246,Nicolas Haas,ch SUI,MF,Empoli,29-108,1996,3.2,155,4,45,86,25,1,155,1,0,0.0,0,0.0,73,258,105,2,1,0,3,3,83,2,Matches
247,Saad El Haddad,ma MAR,MF,Venezia,19-291,2005,0.3,22,0,0,14,8,1,22,0,0,,0,,15,110,35,1,0,0,4,2,15,6,Matches
248,Antoine Hainaut,fr FRA,"DF,MF",Parma,23-082,2002,12.6,644,50,188,286,178,11,644,26,13,50.0,11,42.3,315,1691,836,22,14,3,21,9,336,33,Matches
249,Mohamed Haj,tn TUN,MF,Parma,20-046,2005,5.0,207,10,30,86,95,18,207,14,4,28.6,10,71.4,122,487,192,6,3,4,10,1,135,28,Matches
250,Ridgeciano Haps,sr SUR,DF,Venezia,31-333,1993,14.2,688,57,239,311,147,23,688,14,5,35.7,5,35.7,349,1875,1072,22,11,6,11,5,398,42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Abdou Harroui,nl NED,"MF,FW",Hellas Verona,27-118,1998,5.1,283,5,41,144,105,17,283,20,6,30.0,13,65.0,175,1241,631,23,20,4,12,10,203,34,Matches
252,Liam Henderson,sct SCO,MF,Empoli,29-016,1996,24.8,1131,42,224,659,256,11,1131,9,6,66.7,1,11.1,452,1963,828,15,16,3,21,8,630,46,Matches
253,Mario Hermoso,es ESP,DF,Roma,29-327,1995,2.8,227,24,97,113,18,1,227,3,2,66.7,1,33.3,104,455,250,3,1,0,0,1,163,5,Matches
254,Theo Hernández,fr FRA,DF,Milan,27-217,1997,30.0,1901,84,510,850,565,59,1900,55,24,43.6,23,41.8,1046,6314,3910,93,58,25,32,20,1186,148,Matches
255,Hernani,br BRA,MF,Parma,31-045,1994,13.4,722,25,143,383,212,14,719,23,7,30.4,7,30.4,393,2251,1109,27,32,3,19,12,445,33,Matches
256,Isak Hien,se SWE,DF,Atalanta,26-118,1999,24.9,1503,153,737,738,40,15,1503,11,6,54.5,3,27.3,827,3985,1773,7,7,1,23,9,901,3,Matches
257,Emil Holm,se SWE,DF,Bologna,24-363,2000,12.0,864,43,256,363,255,26,864,23,10,43.5,8,34.8,420,2263,1112,26,17,5,25,12,464,42,Matches
258,Mats Hummels,de GER,DF,Roma,36-146,1988,10.2,559,57,221,313,29,10,559,6,4,66.7,2,33.3,278,1305,636,4,9,0,0,1,322,1,Matches
