Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Ezequiel Ávila,ar ARG,FW,Betis,31-094,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,1.5,1.5,1.0,2.5,12,18,48,0.27,0.00,0.27,0.27,0.27,0.20,0.14,0.34,0.20,0.34,Matches
52,Adam Aznou,ma MAR,DF,Valladolid,18-343,2006,11,9,761,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,14,22,24,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
53,César Azpilicueta,es ESP,DF,Atlético Madrid,35-256,1989,12,9,740,8.2,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.3,11,55,13,0.12,0.00,0.12,0.12,0.12,0.03,0.01,0.03,0.03,0.03,Matches
54,Papa Ba,es ESP,MF,Girona,20-241,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
55,Loïc Bade,fr FRA,DF,Sevilla,25-030,2000,30,29,2585,28.7,1,1,2,1,0,0,6,0,0.6,0.6,0.7,1.3,11,59,6,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.05,0.02,0.05,Matches
56,Alex Baena,es ESP,MF,Villarreal,23-295,2001,29,27,2359,26.2,6,8,14,6,0,1,9,0,6.4,5.6,11.0,16.6,84,175,143,0.23,0.31,0.53,0.23,0.53,0.24,0.42,0.66,0.21,0.63,Matches
57,Juma Bah,sl SLE,DF,Valladolid,19-030,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
58,Eric Bailly,ci CIV,DF,Villarreal,31-029,1994,12,8,617,6.9,0,0,0,0,0,0,2,1,0.3,0.3,0.0,0.3,1,18,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
59,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,20-201,2004,13,11,919,10.2,1,0,1,1,0,0,4,0,0.2,0.2,0.2,0.5,7,39,9,0.10,0.00,0.10,0.10,0.10,0.02,0.02,0.05,0.02,0.05,Matches
60,Cédric Bakambu,cd COD,FW,Betis,34-030,1991,22,5,620,6.9,2,2,4,2,0,0,4,0,3.0,3.0,0.6,3.6,8,12,37,0.29,0.29,0.58,0.29,0.58,0.43,0.08,0.51,0.43,0.51,Matches
61,Alejandro Balde,es ESP,DF,Barcelona,21-205,2003,28,25,2080,23.1,0,4,4,0,0,0,2,0,0.5,0.5,3.4,3.9,98,86,231,0.00,0.17,0.17,0.00,0.17,0.02,0.15,0.17,0.02,0.17,Matches
62,Iván Balliu,al ALB,DF,Rayo Vallecano,33-130,1992,22,9,986,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,7,41,18,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
63,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,29-046,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0.00,0.11,0.11,0.00,0.11,0.09,0.20,0.29,0.09,0.29,Matches
64,Adrian Baquerin,es ESP,FW,Valladolid,18-068,2007,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
65,Valentín Barco,ar ARG,"DF,FW",Sevilla,20-292,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,13,13,0.00,0.00,0.00,0.00,0.00,0.09,0.20,0.28,0.09,0.28,Matches
66,Borna Barišić,hr CRO,DF,Leganés,32-182,1992,1,1,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
67,Kike Barja,es ESP,"FW,MF",Osasuna,28-040,1997,12,3,264,2.9,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1.0,19,3,35,0.00,0.00,0.00,0.00,0.00,0.07,0.27,0.33,0.07,0.33,Matches
68,Enzo Barrenechea,ar ARG,MF,Valencia,23-354,2001,27,23,1921,21.3,1,2,3,1,0,0,6,0,1.3,1.3,0.9,2.2,19,115,15,0.05,0.09,0.14,0.05,0.14,0.06,0.04,0.10,0.06,0.10,Matches
69,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,23-135,2001,27,13,1156,12.8,1,3,4,1,0,0,6,0,1.6,1.6,1.8,3.4,39,44,134,0.08,0.23,0.31,0.08,0.31,0.12,0.14,0.26,0.12,0.26,Matches
70,Pablo Barrios,es ESP,MF,Atlético Madrid,21-330,2003,29,27,2266,25.2,1,4,5,1,0,0,4,1,1.3,1.3,1.8,3.1,28,140,64,0.04,0.16,0.20,0.04,0.20,0.05,0.07,0.12,0.05,0.12,Matches
71,Thierno Barry,fr FRA,FW,Villarreal,22-202,2002,33,24,2188,24.3,11,3,14,10,1,1,4,0,12.2,11.5,2.7,14.2,42,27,115,0.45,0.12,0.58,0.41,0.53,0.50,0.11,0.62,0.47,0.58,Matches
72,Marc Bartra,es ESP,DF,Betis,34-116,1991,22,20,1847,20.5,2,1,3,2,0,0,1,0,1.2,1.2,0.1,1.3,7,58,1,0.10,0.05,0.15,0.10,0.15,0.06,0.01,0.06,0.06,0.06,Matches
73,Aboubacar Bassinga,ci CIV,MF,Las Palmas,19-302,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
74,Augusto Batalla,ar ARG,GK,Rayo Vallecano,29-011,1996,29,29,2610,29.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
75,Rafael Bauza,es ESP,MF,Espanyol,20-101,2005,5,2,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,30-091,1995,22,11,995,11.1,2,1,3,2,0,0,1,1,2.0,2.0,2.0,4.0,51,23,110,0.18,0.09,0.27,0.18,0.27,0.18,0.18,0.36,0.18,0.36,Matches
77,Donny van de Beek,nl NED,MF,Girona,28-023,1997,26,16,1421,15.8,2,2,4,2,0,0,5,0,1.5,1.5,3.2,4.7,17,45,85,0.13,0.13,0.25,0.13,0.25,0.10,0.21,0.30,0.09,0.30,Matches
78,Luken Beitia,es ESP,DF,Real Sociedad,20-315,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
79,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,20-172,2004,3,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Héctor Bellerín,es ESP,DF,Betis,30-053,1995,9,6,580,6.4,0,2,2,0,0,0,1,0,0.2,0.2,2.0,2.2,3,24,22,0.00,0.31,0.31,0.00,0.31,0.03,0.32,0.35,0.03,0.35,Matches
81,Jude Bellingham,eng ENG,MF,Real Madrid,21-316,2003,28,26,2218,24.6,8,8,16,7,1,2,4,1,10.0,8.4,3.7,12.1,68,180,124,0.32,0.32,0.65,0.28,0.61,0.41,0.15,0.55,0.34,0.49,Matches
82,Fran Beltrán,es ESP,MF,Celta Vigo,26-097,1999,31,26,2152,23.9,2,1,3,2,0,0,3,0,0.9,0.9,1.8,2.7,26,141,22,0.08,0.04,0.13,0.08,0.13,0.04,0.07,0.11,0.04,0.11,Matches
83,Carlos Benavídez,uy URU,MF,Alavés,27-042,1998,14,5,393,4.4,1,1,2,1,0,0,2,0,0.1,0.1,0.6,0.7,4,22,5,0.23,0.23,0.46,0.23,0.46,0.03,0.14,0.17,0.03,0.17,Matches
84,Iker Benito,es ESP,"FW,MF",Osasuna,22-274,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
85,Yuri Berchiche,es ESP,DF,Athletic Club,35-090,1990,26,18,1684,18.7,0,2,2,0,0,0,4,0,0.5,0.5,2.1,2.6,39,130,59,0.00,0.11,0.11,0.00,0.11,0.03,0.11,0.14,0.03,0.14,Matches
86,Álex Berenguer,es ESP,"FW,MF",Athletic Club,29-311,1995,33,25,2070,23.0,5,7,12,5,0,1,5,0,6.6,5.8,4.6,10.4,60,73,187,0.22,0.30,0.52,0.22,0.52,0.29,0.20,0.49,0.25,0.45,Matches
87,Marc Bernal,es ESP,MF,Barcelona,17-350,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
88,Juan Bernat,es ESP,"DF,MF",Villarreal,32-071,1993,10,1,212,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,4,8,23,0.00,0.42,0.42,0.00,0.42,0.12,0.17,0.29,0.12,0.29,Matches
89,Juan Bernat,es ESP,"MF,DF",Getafe,32-071,1993,13,9,690,7.7,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,14,36,0.00,0.13,0.13,0.00,0.13,0.02,0.09,0.11,0.02,0.11,Matches
90,Juan Berrocal,es ESP,DF,Getafe,26-007,1999,17,10,987,11.0,0,0,0,0,0,0,7,1,0.4,0.4,0.0,0.4,1,23,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
91,Antonio Blanco,es ESP,MF,Alavés,24-292,2000,31,28,2393,26.6,0,1,1,0,0,0,11,1,0.8,0.8,1.5,2.3,12,130,18,0.00,0.04,0.04,0.00,0.04,0.03,0.06,0.08,0.03,0.08,Matches
92,Daley Blind,nl NED,DF,Girona,35-063,1990,31,28,2510,27.9,0,2,2,0,0,0,2,0,0.4,0.4,1.6,2.0,68,252,55,0.00,0.07,0.07,0.00,0.07,0.02,0.06,0.07,0.02,0.07,Matches
93,Adama Boiro,es ESP,DF,Athletic Club,22-323,2002,16,12,1004,11.2,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,23,46,25,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches
