Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Derek Cornelius,ca CAN,DF,Marseille,27-167,1997,15.8,1493,107,532,883,81,14,1493,2,0,0.0,2,100.0,1012,4273,2384,10,13,0,8,2,1163,11,Matches
127,Pierre Cornud,fr FRA,DF,Saint-Étienne,28-150,1996,6.4,397,41,171,154,78,0,397,7,2,28.6,5,71.4,190,838,459,11,8,0,4,2,212,17,Matches
128,David Costa,pt POR,"MF,FW",Lens,24-126,2001,3.9,200,1,17,86,100,15,200,9,2,22.2,7,77.8,118,810,500,14,12,4,11,5,158,20,Matches
129,Logan Costa,cv CPV,DF,Toulouse,24-040,2001,1.0,69,12,34,33,3,0,69,0,0,,0,,37,179,115,1,0,0,0,1,42,1,Matches
130,Grégoire Coudert,fr FRA,GK,Brest,26-038,1999,2.0,74,57,74,0,0,0,74,0,0,,0,,48,322,211,0,0,0,0,0,42,0,Matches
131,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,22-204,2002,0.4,15,0,3,5,8,2,15,2,1,50.0,1,50.0,9,47,22,0,0,0,1,0,12,3,Matches
132,Mamadou Coulibaly,fr FRA,MF,Monaco,21-020,2004,0.1,9,0,1,5,3,0,9,2,1,50.0,0,0.0,4,24,10,0,0,0,1,0,6,1,Matches
133,Soumaïla Coulibaly,fr FRA,DF,Brest,21-209,2003,4.9,370,50,211,150,10,5,370,2,0,0.0,2,100.0,226,940,471,1,2,0,3,0,247,0,Matches
134,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,24-082,2001,14.5,548,6,88,219,253,60,548,52,28,53.8,19,36.5,308,2413,1180,47,25,19,50,29,348,91,Matches
135,Marius Courcoul,fr FRA,"MF,DF",Angers,18-130,2007,2.4,148,8,48,77,24,0,148,4,1,25.0,3,75.0,61,348,134,5,0,0,3,0,86,6,Matches
136,Nicolas Cozza,fr FRA,"DF,MF",Nantes,26-123,1999,22.8,1044,75,373,424,257,30,1044,20,5,25.0,14,70.0,400,1920,921,25,10,1,30,6,463,56,Matches
137,Charlie Cresswell,eng ENG,DF,Toulouse,22-267,2002,27.8,1854,303,994,787,87,55,1854,10,3,30.0,6,60.0,990,4098,1736,8,7,1,20,3,1148,12,Matches
138,Kévin Danois,fr FRA,MF,Auxerre,20-317,2004,16.2,912,35,197,470,256,37,912,41,21,51.2,19,46.3,570,2743,1230,19,19,5,25,24,597,50,Matches
139,Kevin Danso,at AUT,DF,Lens,26-234,1998,12.0,946,108,417,474,62,17,946,6,1,16.7,3,50.0,489,2756,1602,9,17,0,12,6,551,1,Matches
140,Dante,br BRA,DF,Nice,41-205,1983,20.8,1580,162,761,752,74,17,1580,15,6,40.0,7,46.7,896,4155,2348,17,9,1,15,5,1089,7,Matches
141,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,,,0.9,78,3,18,44,16,5,78,4,0,0.0,4,100.0,40,159,71,2,2,0,3,1,53,3,Matches
142,Mohamed Daramy,dk DEN,FW,Reims,23-124,2002,0.2,8,1,1,4,3,3,8,0,0,,0,,5,59,45,3,0,3,2,1,7,2,Matches
143,Jonathan David,ca CAN,FW,Lille,25-117,2000,27.6,924,15,53,386,492,141,917,41,20,48.8,19,46.3,503,2345,1124,39,25,20,67,40,701,179,Matches
144,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,24-085,2001,28.9,1248,17,138,471,667,116,1246,121,46,38.0,69,57.0,732,5275,2342,95,54,47,70,54,866,205,Matches
145,Théo De Percin,mq MTQ,GK,Auxerre,24-098,2001,2.0,68,59,66,2,0,0,68,0,0,,0,,35,180,118,0,0,0,0,0,22,0,Matches
146,Thibault De Smet,be BEL,DF,Reims,26-340,1998,2.1,146,24,79,62,6,1,146,1,0,0.0,1,100.0,83,379,212,1,0,0,2,0,94,2,Matches
147,Amar Dedić,ba BIH,DF,Marseille,22-266,2002,3.2,260,6,36,96,132,16,260,18,9,50.0,9,50.0,165,1218,701,20,12,5,8,8,179,45,Matches
148,Romain Del Castillo,fr FRA,FW,Brest,29-043,1996,13.7,823,6,68,384,384,41,819,43,18,41.9,25,58.1,429,2122,934,29,25,7,36,17,555,103,Matches
149,Thomas Delaine,fr FRA,DF,Strasbourg,33-048,1992,0.1,8,1,5,2,1,0,8,0,0,,0,,2,10,5,0,1,0,0,0,2,1,Matches
150,Andy Delort,dz ALG,FW,Montpellier,33-214,1991,5.7,171,4,12,69,91,24,171,5,3,60.0,2,40.0,90,342,172,4,2,2,16,8,130,20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Ousmane Dembélé,fr FRA,FW,Paris S-G,27-361,1997,18.4,1290,2,47,466,787,156,1289,93,41,44.1,50,53.8,854,5929,3399,126,85,65,39,28,1096,241,Matches
152,Rémy Descamps,fr FRA,GK,Lyon,28-320,1996,1.0,34,28,32,2,0,0,34,0,0,,0,,25,88,54,0,0,0,0,0,21,0,Matches
153,Arthur Desmas,fr FRA,GK,Le Havre,31-034,1994,18.0,561,458,556,5,0,0,561,0,0,,0,,296,1746,1078,0,0,0,2,0,254,0,Matches
154,Mamadou Diakhon,fr FRA,"FW,MF",Reims,19-231,2005,9.5,379,8,42,137,217,46,379,61,25,41.0,31,50.8,288,3150,1568,61,37,32,29,13,299,77,Matches
155,Bafodé Diakité,fr FRA,DF,Lille,24-125,2001,29.7,2376,195,956,1339,87,20,2376,9,9,100.0,0,0.0,1529,7054,4280,13,15,0,12,5,1813,3,Matches
156,Oumar Diakité,ci CIV,FW,Reims,21-142,2003,18.1,579,13,73,282,238,57,578,57,20,35.1,35,61.4,319,1848,728,24,20,4,64,38,397,93,Matches
157,Habib Diarra,sn SEN,"MF,FW",Strasbourg,21-128,2004,25.9,1200,50,272,604,338,40,1198,48,13,27.1,31,64.6,698,3443,1827,61,37,12,29,22,873,113,Matches
158,Krépin Diatta,sn SEN,DF,Monaco,26-075,1999,4.9,335,13,69,166,105,8,335,12,8,66.7,4,33.3,184,1117,614,17,11,1,8,2,199,36,Matches
159,Kandet Diawara,gn GUI,FW,Le Havre,25-090,2000,0.0,4,0,1,3,0,0,4,0,0,,0,,2,2,0,0,0,0,0,2,2,0,Matches
160,Mahamadou Diawara,fr FRA,MF,Le Havre,20-083,2005,6.3,306,19,82,151,79,11,306,13,6,46.2,5,38.5,168,965,452,8,5,0,8,7,172,6,Matches
161,Mahamadou Diawara,fr FRA,MF,Lyon,20-083,2005,0.2,9,0,0,8,2,1,9,0,0,,0,,2,36,28,1,1,0,0,1,3,0,Matches
162,Bamba Dieng,sn SEN,FW,Angers,25-049,2000,5.9,157,3,14,58,86,24,156,14,2,14.3,11,78.6,96,419,194,6,5,3,11,10,135,35,Matches
163,Kembo Diliwidi,fr FRA,DF,Lens,19-097,2006,0.0,4,0,0,1,3,1,4,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,1,0,Matches
164,Sinaly Diomande,ci CIV,DF,Auxerre,24-032,2001,20.6,1182,142,626,506,55,12,1182,14,8,57.1,4,28.6,679,3070,1618,8,5,0,12,6,738,8,Matches
165,Lois Diony,fr FRA,FW,Angers,32-142,1992,0.2,6,0,0,1,5,2,6,0,0,,0,,4,19,0,0,0,0,2,0,6,2,Matches
166,Sérigné Diop,sn SEN,FW,Brest,19-364,2005,0.0,6,0,0,5,1,0,6,0,0,,0,,1,1,0,0,0,0,2,0,3,0,Matches
167,Sofiane Diop,fr FRA,"MF,FW",Nice,24-336,2000,11.6,695,17,97,335,272,35,695,30,10,33.3,19,63.3,382,1971,907,26,19,4,20,18,490,68,Matches
168,Andy Diouf,fr FRA,MF,Lens,21-359,2003,23.8,1321,22,150,714,493,49,1321,86,42,48.8,37,43.0,727,4985,2611,79,72,10,71,39,933,91,Matches
169,Yehvann Diouf,fr FRA,GK,Reims,25-176,1999,33.0,1296,1043,1279,16,1,1,1296,2,2,100.0,0,0.0,672,3445,2088,0,0,0,1,0,570,0,Matches
170,Assane Dioussé,sn SEN,MF,Auxerre,27-233,1997,7.3,421,19,113,265,50,4,421,6,2,33.3,3,50.0,269,1134,393,1,5,1,6,4,273,6,Matches
171,Álex Domínguez,es ESP,GK,Toulouse,26-285,1998,0.2,11,9,11,0,0,0,11,0,0,,0,,3,22,5,0,0,0,0,0,5,0,Matches
172,Gianluigi Donnarumma,it ITA,GK,Paris S-G,26-075,1999,22.2,653,542,641,12,0,0,653,0,0,,0,,340,1603,1017,0,0,0,0,0,353,0,Matches
173,Sékou Doucoure,fr FRA,DF,Nantes,20-015,2005,0.1,8,3,4,4,0,0,8,0,0,,0,,5,13,4,0,0,0,0,0,5,0,Matches
174,Désiré Doué,fr FRA,"FW,MF",Paris S-G,19-342,2005,18.9,1435,4,137,633,688,120,1435,128,57,44.5,60,46.9,881,5658,3045,97,50,47,52,37,1141,231,Matches
175,Guela Doué,ci CIV,DF,Strasbourg,22-206,2002,29.2,2353,151,985,1115,273,28,2353,37,24,64.9,13,35.1,1147,5231,3015,50,22,4,42,12,1461,52,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Douglas,br BRA,MF,Nantes,28-118,1997,24.6,1408,67,352,835,228,42,1408,20,12,60.0,7,35.0,686,3075,1460,13,10,1,17,14,891,33,Matches
177,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,21-291,2003,28.3,1876,198,815,986,83,7,1876,16,12,75.0,4,25.0,1098,4558,2494,19,5,0,20,18,1338,9,Matches
178,Kamory Doumbia,ml MLI,"MF,FW",Brest,22-082,2003,14.0,837,17,141,463,244,33,837,35,19,54.3,16,45.7,421,2053,913,16,17,3,40,21,522,49,Matches
179,Amidou Doumbouya,fr FRA,DF,Nice,17-279,2007,0.5,31,2,13,13,5,0,31,1,1,100.0,0,0.0,17,87,36,1,0,0,0,1,19,0,Matches
180,Jean-Kevin Duverne,ht HAI,DF,Nantes,27-303,1997,6.0,378,28,132,185,61,3,378,5,2,40.0,1,20.0,161,670,327,6,8,1,6,3,198,8,Matches
181,Stefan Džodić,rs SRB,"DF,MF",Montpellier,20-057,2005,2.2,156,18,77,74,5,2,156,0,0,,0,,94,521,310,2,1,0,0,0,109,0,Matches
182,Aron Dønnum,no NOR,"DF,MF",Toulouse,27-021,1998,29.9,1542,58,318,693,560,72,1542,104,47,45.2,48,46.2,862,5805,3249,94,52,26,44,38,913,142,Matches
183,Noah Edjouma,fr FRA,"MF,FW",Toulouse,19-219,2005,1.9,90,3,10,27,55,13,90,14,4,28.6,10,71.4,62,377,178,8,7,2,7,6,58,17,Matches
184,Jacques Ekomie,ga GAB,DF,Angers,21-265,2003,7.1,340,16,95,121,127,7,340,20,4,20.0,13,65.0,126,701,354,12,14,0,9,12,152,22,Matches
185,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,23-116,2002,26.6,1799,119,538,1045,235,6,1799,28,14,50.0,12,42.9,857,4035,1858,20,14,1,29,16,1242,19,Matches
186,Meschak Elia,cd COD,FW,Nantes,27-278,1997,1.9,99,1,18,36,47,8,99,11,2,18.2,9,81.8,61,409,180,9,3,2,7,2,61,22,Matches
187,Breel Embolo,ch SUI,"FW,MF",Monaco,28-086,1997,20.5,668,13,57,289,329,121,668,42,14,33.3,25,59.5,397,1708,715,22,15,12,64,53,499,140,Matches
188,Emanuel Emegha,nl NED,FW,Strasbourg,22-097,2003,25.5,577,36,86,249,249,99,577,28,7,25.0,20,71.4,341,1850,860,37,20,32,59,30,423,104,Matches
189,Romain Faivre,fr FRA,"MF,FW",Brest,26-301,1998,10.0,479,2,58,231,198,34,478,42,17,40.5,22,52.4,310,2050,928,24,23,9,13,7,355,49,Matches
190,Khalil Fayad,fr FRA,"MF,FW",Montpellier,20-336,2004,11.4,663,19,129,367,175,17,663,38,17,44.7,20,52.6,340,2150,923,25,15,7,18,13,426,42,Matches
191,Luiz Felipe,it ITA,DF,Marseille,28-050,1997,0.9,46,6,23,22,1,0,46,1,0,0.0,1,100.0,19,63,22,0,0,0,0,0,25,0,Matches
192,Zinedine Ferhat,dz ALG,"FW,MF",Angers,32-071,1993,9.4,550,11,67,257,231,19,550,22,10,45.5,10,45.5,292,1453,553,16,10,4,21,15,390,64,Matches
193,Edimilson Fernandes,ch SUI,"MF,DF",Brest,29-026,1996,11.3,610,46,190,351,74,7,610,4,3,75.0,1,25.0,336,2113,806,5,8,0,17,9,400,3,Matches
194,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,20-097,2005,10.8,372,7,35,133,215,44,372,46,18,39.1,24,52.2,246,2061,1031,37,25,20,22,12,275,73,Matches
195,Jordan Ferri,fr FRA,MF,Montpellier,33-060,1992,18.7,1335,35,303,801,246,13,1335,26,8,30.8,15,57.7,743,3499,1514,17,14,2,14,26,987,36,Matches
196,Karol Fila,pl POL,MF,Strasbourg,26-332,1998,0.1,4,0,2,2,0,0,4,0,0,,0,,1,1,1,0,0,0,0,0,2,0,Matches
197,Malick Fofana,be BEL,FW,Lyon,20-041,2005,16.7,782,7,79,276,448,89,782,56,24,42.9,29,51.8,553,4120,2474,104,53,34,36,17,605,192,Matches
198,Rayan Fofana,fr FRA,"FW,MF",Lens,19-088,2006,0.3,14,0,3,7,5,0,14,1,0,0.0,1,100.0,7,36,3,0,0,0,1,0,6,2,Matches
199,Seko Fofana,ci CIV,MF,Rennes,30-004,1995,9.0,624,10,78,352,198,25,624,24,12,50.0,11,45.8,383,2162,1093,31,17,5,9,6,500,37,Matches
200,Yahia Fofana,ci CIV,GK,Angers,24-263,2000,33.0,1110,981,1104,6,0,0,1110,2,2,100.0,0,0.0,555,3389,2288,0,0,0,0,0,366,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Lamine Fomba,fr FRA,MF,Saint-Étienne,27-105,1998,2.4,183,6,29,117,39,3,183,3,2,66.7,1,33.3,114,705,291,5,5,0,8,2,134,5,Matches
202,Przemysław Frankowski,pl POL,DF,Lens,30-029,1995,15.4,1230,42,240,546,454,38,1228,16,6,37.5,9,56.3,637,3033,1514,33,35,2,16,8,800,95,Matches
203,Angelo Fulgini,fr FRA,"MF,FW",Lens,28-264,1996,11.6,801,8,87,340,381,50,801,38,11,28.9,24,63.2,494,2511,1283,29,26,8,28,24,613,113,Matches
204,Kyogo Furuhashi,jp JPN,FW,Rennes,30-111,1995,1.4,20,0,4,8,8,2,20,0,0,,0,,10,24,18,0,0,0,3,1,12,3,Matches
205,Gauthier Gallon,fr FRA,GK,Rennes,32-018,1993,0.5,19,12,18,1,0,0,19,0,0,,0,,12,75,45,0,0,0,0,0,13,0,Matches
206,Ignatius Ganago,cm CMR,"FW,MF",Nantes,26-084,1999,2.7,112,3,16,48,49,15,112,11,5,45.5,5,45.5,73,413,153,5,5,4,8,3,84,26,Matches
207,Ulisses Garcia,ch SUI,DF,Marseille,29-120,1996,10.3,712,24,152,357,206,21,712,18,7,38.9,11,61.1,386,1759,858,23,10,1,15,11,480,87,Matches
208,Jean-Philippe Gbamin,ci CIV,MF,Nantes,29-228,1995,2.4,143,4,26,97,21,4,143,2,1,50.0,1,50.0,83,287,124,2,2,0,5,1,90,1,Matches
209,Mory Gbane,ci CIV,"DF,MF",Reims,24-137,2000,11.5,666,101,326,290,54,6,666,7,5,71.4,2,28.6,357,2106,1019,3,12,0,7,4,403,9,Matches
210,Yann Gboho,fr FRA,"MF,FW",Toulouse,24-117,2001,24.9,906,5,79,381,471,119,906,117,49,41.9,63,53.8,658,4731,2809,110,71,33,64,50,677,179,Matches
211,Denis Genreau,au AUS,MF,Toulouse,25-355,1999,2.5,160,6,26,68,67,7,160,3,1,33.3,2,66.7,79,451,254,9,6,1,5,4,98,7,Matches
212,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,28-346,1996,12.8,840,7,108,444,302,31,840,37,22,59.5,12,32.4,504,2977,1536,39,36,9,27,18,563,72,Matches
213,André Gomes,pt POR,MF,Lille,31-285,1993,14.2,1086,28,178,681,232,13,1086,24,10,41.7,14,58.3,632,2379,1075,18,19,0,25,19,862,28,Matches
214,Angel Gomes,eng ENG,MF,Lille,24-253,2000,8.2,410,2,40,224,150,18,409,10,5,50.0,4,40.0,249,1322,668,15,17,3,11,3,330,47,Matches
215,Carlos Gómez,co COL,"MF,DF",Rennes,22-241,2002,3.9,173,4,17,69,89,14,173,21,8,38.1,13,61.9,112,548,246,8,3,4,11,6,122,44,Matches
216,Mathieu Gorgelin,fr FRA,GK,Le Havre,34-279,1990,15.0,545,431,541,4,0,0,545,1,1,100.0,0,0.0,299,1447,885,0,0,0,1,0,253,0,Matches
217,Amine Gouiri,dz ALG,"FW,MF",Marseille,25-084,2000,10.7,443,3,12,141,294,79,443,21,10,47.6,10,47.6,236,948,426,16,9,11,20,14,312,94,Matches
218,Amine Gouiri,dz ALG,"MF,FW",Rennes,25-084,2000,11.5,474,5,43,220,217,47,474,33,15,45.5,16,48.5,266,1398,692,22,9,11,20,21,354,63,Matches
219,Jonathan Gradit,fr FRA,DF,Lens,32-168,1992,22.5,1535,153,605,824,112,21,1535,9,3,33.3,5,55.6,841,3496,1920,18,15,0,11,3,1043,4,Matches
220,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,28-270,1996,0.9,42,0,4,22,16,0,42,2,0,0.0,2,100.0,24,182,102,5,0,0,0,1,23,5,Matches
221,Mason Greenwood,eng ENG,"FW,MF",Marseille,23-222,2001,30.2,1701,4,103,705,909,142,1694,128,54,42.2,65,50.8,1183,6899,3542,124,70,65,61,43,1415,286,Matches
222,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23-353,2001,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58,Matches
223,Gabriel Gudmundsson,se SWE,DF,Lille,26-012,1999,18.8,1186,68,313,510,374,35,1186,51,20,39.2,25,49.0,672,4661,2549,70,40,8,18,19,779,112,Matches
224,Axel Gueguin,fr FRA,FW,Montpellier,20-048,2005,0.3,9,0,2,3,4,1,9,1,0,0.0,1,100.0,2,4,1,0,0,0,1,0,4,1,Matches
225,Evann Guessand,ci CIV,"FW,MF",Nice,23-314,2001,27.6,898,19,96,405,424,127,898,96,44,45.8,46,47.9,563,3786,2179,86,44,29,73,67,668,158,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,18-255,2006,3.8,192,5,31,77,88,17,192,26,9,34.6,16,61.5,111,741,374,15,13,5,9,13,115,34,Matches
227,Massadio Haïdara,ml MLI,DF,Brest,32-160,1992,18.5,1096,60,318,530,254,12,1096,28,15,53.6,7,25.0,478,2490,1520,43,31,4,25,6,626,76,Matches
228,Achraf Hakimi,ma MAR,DF,Paris S-G,26-188,1998,22.0,2298,40,425,942,944,79,2298,50,25,50.0,20,40.0,1345,5890,3445,93,56,21,36,15,1764,265,Matches
229,Florent Hanin,dz ALG,DF,Angers,35-096,1990,28.7,1906,110,680,823,420,18,1906,21,9,42.9,11,52.4,875,3989,2195,44,35,3,27,6,1079,101,Matches
230,Amine Harit,ma MAR,MF,Marseille,27-327,1997,5.5,297,1,26,153,120,17,297,19,8,42.1,8,42.1,211,1083,544,13,14,3,14,12,245,30,Matches
231,Hans Hateboer,nl NED,DF,Rennes,31-122,1994,18.7,1305,77,471,630,209,17,1305,10,6,60.0,3,30.0,696,3544,2021,28,20,5,11,5,876,63,Matches
232,Kjetil Haug,no NOR,GK,Toulouse,26-333,1998,5.5,140,116,136,4,0,0,140,0,0,,0,,71,330,193,0,0,0,0,0,54,0,Matches
233,Luis Henrique,br BRA,"DF,FW",Marseille,23-148,2001,29.0,1643,32,245,657,761,79,1643,91,51,56.0,38,41.8,1015,5423,2928,84,55,29,30,19,1282,280,Matches
234,Lucas Hernández,fr FRA,DF,Paris S-G,29-086,1996,9.7,1004,64,319,627,62,2,1004,3,2,66.7,0,0.0,541,2346,1344,6,11,0,5,2,746,4,Matches
235,Ki-Jana Hoever,nl NED,DF,Auxerre,23-113,2002,23.6,1349,75,393,577,390,29,1349,35,9,25.7,24,68.6,656,3300,1749,59,39,12,32,12,756,128,Matches
236,Cédric Hountondji,bj BEN,DF,Angers,31-112,1994,3.0,127,20,65,58,4,1,127,0,0,,0,,48,201,63,0,0,0,2,0,64,0,Matches
237,Ilyes Housni,fr FRA,"FW,MF",Le Havre,19-362,2005,2.6,106,2,15,38,53,15,106,12,3,25.0,5,41.7,67,423,127,8,5,8,7,9,70,24,Matches
238,Pierre Højbjerg,dk DEN,MF,Marseille,29-279,1995,28.6,3077,77,611,2005,482,49,3077,24,7,29.2,16,66.7,1879,7939,3970,36,33,6,31,25,2516,43,Matches
239,Hafiz Ibrahim,ng NGA,FW,Reims,19-142,2005,4.1,103,4,19,41,47,16,103,8,3,37.5,4,50.0,47,244,103,6,2,4,17,8,57,15,Matches
240,George Ilenikhena,fr FRA,"FW,MF",Monaco,18-268,2006,7.2,168,0,8,59,102,35,168,16,3,18.8,11,68.8,107,447,182,8,4,5,10,14,147,54,Matches
241,Rareş Ilie,ro ROU,MF,Nice,22-022,2003,0.1,13,0,2,1,10,3,13,4,3,75.0,1,25.0,6,64,48,2,1,1,0,0,8,1,Matches
242,Ismaily,br BRA,DF,Lille,35-120,1990,10.0,778,34,184,418,185,22,778,19,8,42.1,11,57.9,384,1949,1112,15,13,2,13,10,480,51,Matches
243,Yanis Issoufou,fr FRA,"MF,FW",Montpellier,18-195,2006,0.9,28,2,6,11,11,3,28,2,1,50.0,1,50.0,16,106,67,3,1,0,1,0,14,2,Matches
244,Junya Ito,jp JPN,"FW,MF",Reims,32-063,1993,29.1,1511,16,213,538,793,82,1511,106,45,42.5,54,50.9,825,5525,2968,100,73,24,85,36,1023,255,Matches
245,Jérémy Jacquet,fr FRA,DF,Rennes,19-302,2005,9.6,598,50,209,339,59,10,598,8,5,62.5,2,25.0,335,1631,839,7,8,1,6,3,391,4,Matches
246,Ismail Jakobs,sn SEN,DF,Monaco,25-267,1999,2.0,121,6,25,50,46,1,121,0,0,,0,,67,503,228,9,7,1,0,0,77,17,Matches
247,Jordan James,wls WAL,MF,Rennes,20-313,2004,12.8,693,17,130,383,184,19,693,21,9,42.9,10,47.6,330,1489,764,21,9,6,13,10,468,15,Matches
248,Malcolm Jeng,se SWE,DF,Reims,20-063,2005,1.2,57,15,39,16,2,0,57,0,0,,0,,25,88,58,0,0,0,0,0,33,0,Matches
249,John Joe,ie IRL,MF,Reims,21-199,2003,5.8,294,13,94,141,70,5,294,16,6,37.5,9,56.3,141,846,425,6,7,1,5,9,167,8,Matches
250,Karl-Johan Johnsson,se SWE,GK,Strasbourg,35-103,1990,3.0,142,122,142,0,0,0,142,0,0,,0,,98,445,248,0,0,0,0,0,84,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Paul Joly,fr FRA,DF,Auxerre,24-338,2000,10.2,741,25,230,331,187,16,741,26,6,23.1,16,61.5,358,1645,827,25,19,4,21,11,397,59,Matches
252,Jota,pt POR,"FW,MF",Rennes,26-042,1999,3.7,172,1,13,65,95,16,172,13,4,30.8,8,61.5,114,655,334,13,6,5,7,2,130,35,Matches
253,Antoine Joujou,fr FRA,"MF,FW",Le Havre,22-060,2003,10.4,413,15,80,143,205,39,413,61,30,49.2,30,49.2,245,2053,1029,44,23,17,32,17,249,84,Matches
254,Jubal,br BRA,DF,Auxerre,31-255,1993,29.3,1458,274,866,550,52,38,1454,4,3,75.0,1,25.0,698,2904,973,1,3,0,7,2,797,3,Matches
255,Hamed Junior Traorè,ci CIV,MF,Auxerre,25-084,2000,22.5,942,9,105,408,447,87,942,96,32,33.3,57,59.4,598,3655,1823,65,48,19,70,52,653,144,Matches
256,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20-333,2004,7.0,317,7,78,156,92,17,317,22,14,63.6,8,36.4,209,1359,773,19,12,6,14,8,220,29,Matches
257,Tino Kadewere,zw ZIM,"MF,FW",Nantes,29-126,1996,5.7,242,6,44,117,86,20,242,15,4,26.7,11,73.3,133,623,270,5,5,1,14,7,156,27,Matches
258,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,23-111,2002,27.6,856,16,70,414,384,124,848,60,21,35.0,37,61.7,506,2656,1222,47,29,25,58,57,663,164,Matches
259,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,20-137,2004,0.3,18,0,2,5,11,1,18,2,1,50.0,1,50.0,13,88,31,1,1,0,2,2,14,3,Matches
260,Waren Kamanzi,no NOR,"DF,MF",Toulouse,24-181,2000,10.4,558,18,100,280,182,20,558,25,13,52.0,11,44.0,297,1712,856,23,13,5,12,11,315,56,Matches
261,Glen Kamara,fi FIN,MF,Rennes,29-195,1995,7.4,476,11,70,309,101,13,476,8,4,50.0,4,50.0,268,996,356,5,3,0,7,6,350,22,Matches
262,Noham Kamara,fr FRA,DF,Paris S-G,18-109,2007,0.8,84,3,37,44,3,0,84,0,0,,0,,56,381,170,2,1,0,0,0,60,0,Matches
263,Nordine Kandil,fr FRA,MF,Strasbourg,23-192,2001,0.1,8,1,2,6,0,0,8,1,1,100.0,0,0.0,5,31,21,1,0,0,0,0,7,0,Matches
264,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,24-081,2001,18.5,1432,13,107,616,720,68,1432,51,29,56.9,19,37.3,938,4933,2194,50,45,18,22,26,1172,138,Matches
265,Yassine Kechta,ma MAR,"MF,FW",Le Havre,23-075,2002,22.3,973,28,206,530,261,26,973,34,13,38.2,18,52.9,509,3185,1645,44,32,4,35,24,604,84,Matches
266,Thilo Kehrer,de GER,DF,Monaco,28-232,1996,26.5,2060,187,852,1153,61,17,2060,3,1,33.3,1,33.3,1193,5962,3512,16,8,0,6,2,1419,2,Matches
267,Reda Khadra,de GER,"MF,FW",Reims,23-311,2001,0.9,38,1,8,12,22,1,38,7,4,57.1,2,28.6,28,305,185,4,6,0,1,0,25,7,Matches
