Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
149,Maat Daniel Caprini,it ITA,FW,Fiorentina,19-090,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
150,Flavius Daniliuc,at AUT,DF,Hellas Verona,24-015,2001,11.0,24,19,13,8,3,14,23,60.9,9,10,3,7,7,31,26,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Danilo,br BRA,DF,Juventus,33-301,1991,6.5,10,4,7,2,1,5,10,50.0,5,4,3,1,9,19,21,1,Matches
152,Matteo Darmian,it ITA,DF,Inter,35-161,1989,17.8,25,15,11,11,3,13,24,54.2,11,12,5,7,7,32,35,0,Matches
153,Juan David Cabal,co COL,DF,Juventus,24-124,2001,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1,Matches
154,Keinan Davis,eng ENG,FW,Udinese,27-088,1998,9.9,8,3,1,4,3,3,5,60.0,2,2,1,1,1,9,5,0,Matches
155,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,29-357,1995,18.7,42,22,19,20,3,18,27,66.7,9,15,5,10,20,62,62,2,Matches
156,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,24-063,2001,21.1,12,8,2,8,2,4,13,30.8,9,12,3,9,3,15,8,0,Matches
157,Mattia De Sciglio,it ITA,DF,Empoli,32-204,1992,8.5,18,13,10,8,0,14,17,82.4,3,10,3,7,8,26,35,1,Matches
158,Lorenzo De Silvestri,it ITA,DF,Bologna,36-354,1988,11.3,11,6,7,1,3,7,16,43.8,9,12,4,8,10,21,31,0,Matches
159,Koni De Winter,be BEL,DF,Genoa,22-334,2002,22.1,33,19,21,8,4,17,24,70.8,7,10,6,4,23,56,106,3,Matches
160,Alessandro Deiola,it ITA,MF,Cagliari,29-284,1995,14.1,27,17,7,17,3,9,29,31.0,20,25,12,13,12,39,34,0,Matches
161,Enrico Del Prato,it ITA,DF,Parma,25-183,1999,30.7,31,17,22,8,1,19,25,76.0,6,68,34,34,18,49,126,2,Matches
162,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,24-095,2001,10.5,10,6,3,3,4,2,6,33.3,4,10,2,8,4,14,5,0,Matches
163,Ali Dembélé,fr FRA,DF,Torino,21-127,2004,2.0,6,4,3,3,0,4,4,100.0,0,1,1,0,0,6,6,1,Matches
164,Michele Di Gregorio,it ITA,GK,Juventus,27-289,1997,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,0,Matches
165,Giovanni Di Lorenzo,it ITA,DF,Napoli,31-281,1993,34.0,65,43,34,25,6,41,63,65.1,22,18,6,12,29,94,76,1,Matches
166,Boulaye Dia,sn SEN,"MF,FW",Lazio,28-177,1996,22.2,21,9,5,11,5,7,16,43.8,9,12,1,11,5,26,13,1,Matches
167,Assane Diao,sn SEN,"FW,MF",Como,19-247,2005,13.9,25,14,9,10,6,12,28,42.9,16,8,1,7,3,28,19,0,Matches
168,Federico Dimarco,it ITA,"DF,FW",Inter,27-183,1997,22.3,23,13,9,11,3,8,17,47.1,9,21,3,18,12,35,31,2,Matches
169,Berat Djimsiti,al ALB,DF,Atalanta,32-082,1993,27.3,49,30,26,22,1,28,38,73.7,10,31,18,13,36,85,113,2,Matches
170,Dodô,br BRA,DF,Fiorentina,26-176,1998,31.6,41,28,23,10,8,23,45,51.1,22,21,5,16,33,74,56,2,Matches
171,Benjamín Domínguez,ar ARG,FW,Bologna,21-235,2003,13.8,18,7,2,11,5,6,20,30.0,14,15,1,14,4,22,7,0,Matches
172,Patrick Dorgu,dk DEN,"DF,FW",Lecce,20-198,2004,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2,Matches
173,Alberto Dossena,it ITA,DF,Como,26-211,1998,20.3,33,20,23,8,2,16,28,57.1,12,22,11,11,22,55,89,1,Matches
174,Issa Doumbia,ci CIV,MF,Venezia,21-208,2003,9.3,13,8,5,7,1,7,15,46.7,8,15,4,11,7,20,13,0,Matches
175,Anastasios Douvikas,gr GRE,FW,Como,25-283,1999,5.2,3,2,0,3,0,1,3,33.3,2,3,0,3,1,4,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Artem Dovbyk,ua UKR,FW,Roma,27-325,1997,25.9,4,2,0,1,3,0,4,0.0,4,9,3,6,2,6,12,0,Matches
177,Ondrej Duda,sk SVK,MF,Hellas Verona,30-158,1994,24.6,43,26,20,20,3,29,61,47.5,32,24,7,17,31,74,30,4,Matches
178,Denzel Dumfries,nl NED,"DF,FW",Inter,29-024,1996,19.9,25,18,12,9,4,14,24,58.3,10,25,5,20,6,31,21,1,Matches
179,Alfred Duncan,gh GHA,MF,Venezia,32-063,1993,10.6,17,8,4,11,2,5,14,35.7,9,7,2,5,8,25,8,0,Matches
180,Paulo Dybala,ar ARG,"FW,MF",Roma,31-178,1993,15.7,17,7,3,9,5,8,19,42.1,11,12,1,11,2,19,2,0,Matches
181,Enzo Ebosse,cm CMR,DF,Udinese,26-062,1999,1.0,0,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,0,Matches
182,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,29-147,1995,0.7,2,1,0,2,0,1,1,100.0,0,1,0,1,2,4,0,0,Matches
183,Éderson,br BRA,MF,Atalanta,25-309,1999,30.5,50,30,18,27,5,21,31,67.7,10,29,6,23,35,85,34,1,Matches
184,Kingsley Ehizibue,nl NED,DF,Udinese,29-352,1995,25.8,52,33,30,18,4,25,39,64.1,14,36,11,25,21,73,62,5,Matches
185,Jeff Ekhator,it ITA,"FW,MF",Genoa,18-182,2006,8.2,7,4,4,1,2,4,8,50.0,4,10,1,9,2,9,5,0,Matches
186,Jurgen Ekkelenkamp,nl NED,MF,Udinese,25-037,2000,18.9,35,24,10,21,4,17,32,53.1,15,25,4,21,12,47,22,0,Matches
187,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22-321,2002,2.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0,Matches
188,Caleb Ekuban,gh GHA,FW,Genoa,31-050,1994,5.7,3,3,1,1,1,1,1,100.0,0,4,1,3,1,4,5,0,Matches
189,Mikael Ellertsson,is ISL,"DF,MF",Venezia,23-062,2002,24.7,51,24,33,11,7,29,54,53.7,25,39,4,35,13,64,71,0,Matches
190,Elif Elmas,mk MKD,"FW,MF",Torino,25-230,1999,9.5,8,5,3,5,0,4,7,57.1,3,7,2,5,6,14,5,2,Matches
191,Emerson,br BRA,DF,Milan,26-118,1999,15.3,45,28,24,16,5,16,34,47.1,18,13,2,11,14,59,56,0,Matches
192,Yannik Engelhardt,de GER,"MF,DF",Como,24-094,2001,12.5,28,11,12,13,3,15,26,57.7,11,12,5,7,11,39,27,0,Matches
193,Martin Erlic,hr CRO,DF,Bologna,27-108,1998,3.7,2,0,0,2,0,1,2,50.0,1,5,4,1,2,4,9,0,Matches
194,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22-314,2002,24.2,54,28,15,29,10,15,31,48.4,16,20,2,18,12,66,14,0,Matches
195,Estanis,es ESP,FW,Bologna,21-261,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
196,Nahuel Estévez,ar ARG,MF,Parma,29-179,1995,7.2,14,5,6,7,1,5,14,35.7,9,9,2,7,3,17,25,0,Matches
197,Giovanni Fabbian,it ITA,MF,Bologna,22-118,2003,10.6,10,6,1,3,6,7,13,53.8,6,7,2,5,2,12,4,0,Matches
198,Alieu Fadera,gm GAM,"FW,DF",Como,23-190,2001,18.3,64,47,25,27,12,20,45,44.4,25,18,1,17,12,76,10,0,Matches
199,Nicolò Fagioli,it ITA,MF,Fiorentina,24-089,2001,7.7,16,9,8,7,1,8,21,38.1,13,7,1,6,4,20,9,2,Matches
200,Nicolò Fagioli,it ITA,MF,Juventus,24-089,2001,6.3,14,10,7,6,1,6,9,66.7,3,4,0,4,2,16,5,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Wladimiro Falcone,it ITA,GK,Lecce,30-030,1995,35.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,28,3,Matches
202,Davide Faraoni,it ITA,DF,Hellas Verona,33-199,1991,2.9,10,9,5,5,0,3,9,33.3,6,7,3,4,2,12,12,1,Matches
203,Jacopo Fazzini,it ITA,MF,Empoli,22-057,2003,13.5,32,19,11,16,5,13,22,59.1,9,12,1,11,6,38,23,0,Matches
204,Mattia Felici,it ITA,"MF,FW",Cagliari,24-025,2001,10.3,17,12,8,7,2,4,11,36.4,7,10,0,10,7,24,7,1,Matches
205,João Félix,pt POR,MF,Milan,25-183,1999,6.8,6,6,3,2,1,4,13,30.8,9,2,0,2,0,6,9,0,Matches
206,Lewis Ferguson,sct SCO,MF,Bologna,25-261,1999,8.9,20,10,3,12,5,7,13,53.8,6,7,2,5,4,24,9,0,Matches
207,Daniel Fila,cz CZE,FW,Venezia,22-264,2002,4.7,2,0,0,1,1,0,2,0.0,2,5,0,5,0,2,5,0,Matches
208,Youssouf Fofana,fr FRA,MF,Milan,26-122,1999,27.4,56,34,20,31,5,26,51,51.0,25,32,9,23,19,75,23,3,Matches
209,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,27-094,1998,6.9,19,12,9,6,4,8,20,40.0,12,9,1,8,4,23,10,0,Matches
210,Michael Folorunsho,it ITA,"FW,MF",Napoli,27-094,1998,0.4,3,2,0,3,0,2,4,50.0,2,0,0,0,1,4,1,1,Matches
211,Omari Forson,eng ENG,"MF,DF",Monza,20-296,2004,1.8,2,2,1,1,0,1,2,50.0,1,3,0,3,0,2,0,0,Matches
212,Davide Frattesi,it ITA,MF,Inter,25-202,1999,13.6,17,8,6,10,1,10,18,55.6,8,12,4,8,5,22,14,1,Matches
213,Morten Frendrup,dk DEN,MF,Genoa,24-035,2001,32.5,101,60,23,51,27,34,75,45.3,41,61,16,45,46,147,55,0,Matches
214,Martin Frese,dk DEN,DF,Hellas Verona,27-128,1998,5.0,14,8,6,8,0,5,9,55.6,4,4,1,3,8,22,15,1,Matches
215,Remo Freuler,ch SUI,MF,Bologna,33-027,1992,33.8,77,40,28,40,9,33,78,42.3,45,37,4,33,38,115,56,1,Matches
216,Matteo Gabbia,it ITA,DF,Milan,25-203,1999,22.0,20,14,12,7,1,8,10,80.0,2,23,18,5,13,33,94,1,Matches
217,Tiago Gabriel,pt POR,DF,Lecce,20-137,2004,0.9,0,0,0,0,0,0,0,,0,3,2,1,0,0,5,0,Matches
218,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30-306,1994,1.6,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,Matches
219,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,25-007,2000,10.8,9,6,3,5,1,4,14,28.6,10,8,0,8,5,14,8,0,Matches
220,Roberto Gagliardini,it ITA,"MF,DF",Monza,31-035,1994,2.0,3,2,1,2,0,1,4,25.0,3,1,0,1,2,5,4,0,Matches
221,Antonino Gallo,it ITA,DF,Lecce,25-127,2000,26.0,63,41,44,15,4,32,59,54.2,27,29,3,26,20,83,112,0,Matches
222,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,28-324,1996,3.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0,Matches
223,Federico Gatti,it ITA,DF,Juventus,26-322,1998,24.3,28,23,18,8,2,14,24,58.3,10,27,18,9,18,46,74,2,Matches
224,David de Gea,es ESP,GK,Fiorentina,34-186,1990,32.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,12,0,Matches
225,Valentin Gendrey,fr FRA,DF,Lecce,24-325,2000,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,4,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Daniele Ghilardi,it ITA,DF,Hellas Verona,22-126,2003,19.5,38,23,24,14,0,22,37,59.5,15,25,12,13,23,61,88,0,Matches
227,Lautaro Gianetti,ar ARG,DF,Udinese,31-180,1993,9.6,22,10,16,5,1,14,20,70.0,6,20,10,10,15,37,46,1,Matches
228,Samuel Gigot,fr FRA,DF,Lazio,31-212,1993,7.6,4,3,1,3,0,0,1,0.0,1,8,6,2,13,17,36,0,Matches
229,Mario Gila,es ESP,DF,Lazio,24-256,2000,28.5,53,36,33,18,2,36,53,67.9,17,19,13,6,28,81,106,3,Matches
230,Billy Gilmour,sct SCO,MF,Napoli,23-335,2001,10.5,19,11,8,6,5,8,16,50.0,8,6,1,5,6,25,18,0,Matches
231,Santiago Giménez,mx MEX,FW,Milan,24-024,2001,7.2,5,3,0,4,1,3,4,75.0,1,3,1,2,1,6,13,0,Matches
232,Gvidas Gineitis,lt LTU,MF,Torino,21-027,2004,14.2,24,14,8,10,6,13,25,52.0,12,16,6,10,14,38,29,0,Matches
233,Ben Godfrey,eng ENG,DF,Atalanta,27-117,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Matches
234,Saba Goglichidze,ge GEO,DF,Empoli,20-321,2004,26.8,63,37,35,25,3,25,50,50.0,25,34,16,18,33,96,92,3,Matches
235,Edoardo Goldaniga,it ITA,DF,Como,31-191,1993,27.1,33,20,20,8,5,12,17,70.6,5,19,9,10,29,62,97,3,Matches
236,Pierluigi Gollini,it ITA,GK,Genoa,30-055,1995,7.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1,Matches
237,Nicolás González,ar ARG,"FW,MF",Juventus,27-036,1998,17.6,23,13,10,8,5,9,24,37.5,15,15,4,11,7,30,27,2,Matches
238,Robin Gosens,de GER,DF,Fiorentina,30-311,1994,25.1,53,31,30,15,8,25,42,59.5,17,29,9,20,16,69,88,0,Matches
239,Lucas Gourna-Douath,fr FRA,MF,Roma,21-280,2003,2.4,9,4,5,4,0,2,6,33.3,4,1,1,0,0,9,2,0,Matches
240,Alberto Grassi,it ITA,MF,Empoli,30-066,1995,22.5,39,21,16,18,5,14,21,66.7,7,22,12,10,32,71,43,1,Matches
241,Mattéo Guendouzi,fr FRA,MF,Lazio,26-028,1999,34.3,36,20,12,19,5,20,45,44.4,25,33,9,24,30,66,48,2,Matches
242,Frederic Guilbert,fr FRA,DF,Lecce,30-139,1994,24.6,64,35,29,29,6,35,54,64.8,19,25,8,17,43,107,101,3,Matches
243,Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,27-331,1997,13.9,9,5,2,4,3,7,17,41.2,10,5,0,5,6,15,9,1,Matches
244,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,31-121,1994,33.9,51,28,31,14,6,24,36,66.7,12,23,8,15,11,62,76,0,Matches
245,Christian Gytkjær,dk DEN,FW,Venezia,35-006,1990,7.5,6,4,2,2,2,1,2,50.0,1,2,1,1,0,6,8,0,Matches
246,Nicolas Haas,ch SUI,MF,Empoli,29-109,1996,3.2,11,8,4,5,2,5,9,55.6,4,2,1,1,4,15,6,0,Matches
247,Saad El Haddad,ma MAR,MF,Venezia,19-292,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
248,Antoine Hainaut,fr FRA,"DF,MF",Parma,23-083,2002,12.6,25,14,14,8,3,9,13,69.2,4,16,4,12,14,39,57,0,Matches
249,Mohamed Haj,tn TUN,MF,Parma,20-047,2005,5.0,3,1,2,1,0,1,2,50.0,1,3,1,2,4,7,5,0,Matches
250,Ridgeciano Haps,sr SUR,DF,Venezia,31-334,1993,14.2,26,15,18,6,2,11,18,61.1,7,16,3,13,6,32,45,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Abdou Harroui,nl NED,"MF,FW",Hellas Verona,27-119,1998,5.1,9,6,6,3,0,4,4,100.0,0,5,0,5,2,11,5,0,Matches
252,Liam Henderson,sct SCO,MF,Empoli,29-017,1996,24.8,41,21,17,21,3,21,51,41.2,30,19,5,14,15,56,41,0,Matches
253,Mario Hermoso,es ESP,DF,Roma,29-328,1995,2.8,2,1,2,0,0,0,1,0.0,1,1,1,0,4,6,13,0,Matches
254,Theo Hernández,fr FRA,DF,Milan,27-218,1997,30.0,36,28,23,10,3,21,39,53.8,18,25,10,15,17,53,75,3,Matches
255,Hernani,br BRA,MF,Parma,31-046,1994,13.4,41,22,22,15,4,23,43,53.5,20,25,6,19,18,59,11,1,Matches
256,Isak Hien,se SWE,DF,Atalanta,26-119,1999,24.9,48,28,27,21,0,27,43,62.8,16,30,17,13,29,77,79,2,Matches
257,Emil Holm,se SWE,DF,Bologna,24-364,2000,12.0,34,21,17,14,3,20,30,66.7,10,19,4,15,10,44,50,1,Matches
258,Mats Hummels,de GER,DF,Roma,36-147,1988,10.2,30,15,16,14,0,11,18,61.1,7,12,4,8,26,56,43,0,Matches
259,Elseid Hysaj,al ALB,DF,Lazio,31-081,1994,3.9,11,6,6,5,0,3,3,100.0,0,3,2,1,4,15,19,0,Matches
260,Arijon Ibrahimović,de GER,MF,Lazio,19-152,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
261,Jay Idzes,id IDN,DF,Venezia,24-344,2000,32.7,45,29,24,17,4,17,32,53.1,15,49,29,20,30,75,153,0,Matches
262,Jonathan Ikone,fr FRA,FW,Como,27-010,1998,5.6,15,9,4,3,8,6,11,54.5,5,5,1,4,0,15,1,1,Matches
263,Jonathan Ikone,fr FRA,"FW,MF",Fiorentina,27-010,1998,3.7,5,2,3,2,0,2,4,50.0,2,3,0,3,1,6,1,0,Matches
264,Ivan Ilić,rs SRB,MF,Torino,24-056,2001,9.9,5,2,0,4,1,2,6,33.3,4,0,0,0,5,10,9,0,Matches
265,Samuel Iling-Junior,eng ENG,"FW,MF",Bologna,21-220,2003,1.3,3,2,1,1,1,0,1,0.0,1,1,0,1,2,5,2,0,Matches
266,Alessio Iovine,it ITA,"DF,FW",Como,34-100,1991,4.2,5,2,2,3,0,4,10,40.0,6,7,1,6,3,8,21,1,Matches
267,Gustav Isaksen,dk DEN,FW,Lazio,24-023,2001,23.5,15,8,6,8,1,6,27,22.2,21,21,2,19,9,24,19,1,Matches
268,Ardian Ismajli,al ALB,DF,Empoli,28-224,1996,25.9,27,21,20,7,0,14,17,82.4,3,31,22,9,51,78,232,3,Matches
269,Armando Izzo,it ITA,DF,Monza,33-071,1992,26.9,40,15,30,9,1,18,36,50.0,18,38,28,10,45,85,100,0,Matches
270,Fellipe Jack,br BRA,DF,Como,19-120,2006,1.9,9,4,8,1,0,3,5,60.0,2,2,2,0,4,13,5,0,Matches
271,Ali Jasim,iq IRQ,"FW,DF",Como,21-112,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
272,Gaby Jean,fr FRA,DF,Lecce,25-082,2000,15.4,14,7,8,5,1,6,11,54.5,5,13,10,3,9,23,71,1,Matches
273,Juan Jesus,br BRA,DF,Napoli,33-336,1991,11.9,25,14,16,9,0,12,20,60.0,8,15,3,12,9,34,42,0,Matches
274,Alejandro Jiménez,es ESP,"DF,FW",Milan,20-004,2005,13.0,22,13,8,13,1,10,22,45.5,12,22,3,19,15,37,21,0,Matches
275,Þórir Jóhann Helgason,is ISL,MF,Lecce,24-226,2000,11.0,10,7,3,6,1,7,11,63.6,4,7,2,5,5,15,10,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Jesse Joronen,fi FIN,GK,Venezia,32-052,1993,7.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
277,Luka Jović,rs SRB,"FW,MF",Milan,27-140,1997,5.4,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0,Matches
278,Mohamed Kaba,fr FRA,MF,Lecce,23-197,2001,4.3,12,7,6,5,1,7,8,87.5,1,10,3,7,4,16,9,1,Matches
279,Christian Kabasele,be BEL,DF,Udinese,34-077,1991,11.1,13,8,6,7,0,7,9,77.8,2,10,4,6,11,24,53,1,Matches
280,Pierre Kalulu,fr FRA,DF,Juventus,24-341,2000,26.0,41,25,29,9,3,18,24,75.0,6,27,15,12,17,58,68,1,Matches
281,Hassane Kamara,ci CIV,DF,Udinese,31-068,1994,20.9,33,24,19,11,3,14,26,53.8,12,22,5,17,26,59,45,1,Matches
282,Yann Karamoh,fr FRA,"MF,FW",Torino,26-308,1998,11.6,5,2,2,1,2,4,9,44.4,5,10,2,8,3,8,5,0,Matches
283,Jesper Karlsson,se SWE,FW,Bologna,26-291,1998,3.3,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0,Matches
284,Jesper Karlsson,se SWE,FW,Lecce,26-291,1998,4.9,3,2,3,0,0,2,8,25.0,6,1,0,1,0,3,3,0,Matches
285,Jesper Karlström,se SWE,MF,Udinese,29-325,1995,32.4,57,31,30,19,8,25,50,50.0,25,27,11,16,34,91,78,4,Matches
286,Lior Kasa,il ISR,"MF,FW",Genoa,19-227,2005,2.3,4,4,2,2,0,2,5,40.0,3,4,1,3,2,6,2,0,Matches
287,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,27-102,1998,9.6,23,16,8,7,8,9,21,42.9,12,16,2,14,7,30,8,0,Matches
288,Michael Kayode,it ITA,"DF,FW",Fiorentina,20-306,2004,1.4,1,1,1,0,0,0,0,,0,3,1,2,2,3,7,0,Matches
289,Moise Kean,it ITA,FW,Fiorentina,25-073,2000,28.0,7,5,1,2,4,3,4,75.0,1,12,0,12,5,12,24,1,Matches
290,Mandela Keita,be BEL,MF,Parma,23-002,2002,19.2,43,24,12,25,6,18,35,51.4,17,16,6,10,20,63,25,2,Matches
291,Lloyd Kelly,eng ENG,DF,Juventus,26-218,1998,9.3,10,8,3,6,1,7,9,77.8,2,10,6,4,1,11,41,3,Matches
292,Marc-Oliver Kempf,de GER,DF,Como,30-104,1995,28.1,30,20,15,14,1,13,24,54.2,11,31,22,9,32,62,129,3,Matches
293,Kialonda,ao ANG,DF,Lecce,27-227,1997,21.0,33,12,24,9,0,11,15,73.3,4,41,26,15,26,59,102,1,Matches
294,Magnus Kofod Andersen,dk DEN,MF,Venezia,26-002,1999,7.7,13,4,3,9,1,4,10,40.0,6,7,2,5,6,19,12,0,Matches
295,Sead Kolašinac,ba BIH,DF,Atalanta,31-326,1993,21.1,41,26,21,20,0,16,30,53.3,14,16,7,9,25,66,53,1,Matches
296,Randal Kolo Muani,fr FRA,FW,Juventus,26-158,1998,11.3,11,7,3,5,3,4,5,80.0,1,7,0,7,2,13,2,0,Matches
297,Ismael Konate,ci CIV,"FW,MF",Empoli,19-044,2006,1.2,4,2,4,0,0,2,3,66.7,1,3,2,1,0,4,1,0,Matches
298,Manu Koné,fr FRA,MF,Roma,23-360,2001,25.6,36,22,15,15,6,17,38,44.7,21,24,4,20,19,55,23,0,Matches
299,Teun Koopmeiners,nl NED,"MF,FW",Juventus,27-073,1998,22.2,32,16,6,19,7,10,30,33.3,20,36,14,22,8,40,26,2,Matches
300,Odilon Kossounou,ci CIV,DF,Atalanta,24-128,2001,9.5,12,7,7,4,1,4,9,44.4,5,12,3,9,9,21,15,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,27-157,1997,6.9,13,8,4,4,5,0,3,0.0,3,3,1,2,2,15,10,0,Matches
302,Christian Kouamé,ci CIV,"FW,MF",Empoli,27-157,1997,5.6,5,4,0,3,2,2,4,50.0,2,4,2,2,0,5,4,0,Matches
303,Viktor Kovalenko,ua UKR,MF,Empoli,29-087,1996,0.9,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0,Matches
304,Mateusz Kowalski,pl POL,MF,Parma,19-295,2005,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
305,Thomas Kristensen,dk DEN,DF,Udinese,23-115,2002,17.5,29,19,14,11,4,19,26,73.1,7,17,13,4,18,47,68,2,Matches
306,Nikola Krstović,me MNE,FW,Lecce,25-037,2000,31.4,17,8,4,6,7,6,14,42.9,8,10,6,4,7,24,22,0,Matches
307,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,24-089,2001,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,19,7,0,Matches
308,Giorgos Kyriakopoulos,gr GRE,DF,Monza,29-096,1996,28.7,39,25,18,17,4,27,57,47.4,30,28,10,18,22,61,70,0,Matches
309,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,19-123,2006,1.0,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,1,0,Matches
310,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,35-094,1990,3.4,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0,Matches
311,Valentino Lazaro,at AUT,"DF,FW",Torino,29-049,1996,23.0,25,11,10,12,3,15,28,53.6,13,28,5,23,10,35,38,1,Matches
312,Darko Lazović,rs SRB,"DF,FW",Hellas Verona,34-239,1990,15.9,20,10,5,13,2,11,28,39.3,17,19,3,16,11,31,39,0,Matches
313,Manuel Lazzari,it ITA,DF,Lazio,31-164,1993,15.6,26,16,13,11,2,14,24,58.3,10,9,5,4,10,36,19,0,Matches
314,Enzo Le Fée,fr FRA,MF,Roma,25-098,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0,Matches
315,Nicola Leali,it ITA,GK,Genoa,32-084,1993,28.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches
316,Rafael Leão,pt POR,FW,Milan,25-336,1999,25.5,14,9,2,8,4,9,27,33.3,18,15,1,14,6,20,3,0,Matches
317,Stefan Lekovic,rs SRB,DF,Monza,21-123,2004,4.1,9,4,6,2,1,5,13,38.5,8,4,4,0,7,16,5,0,Matches
318,Nunzio Lella,it ITA,MF,Venezia,24-288,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
319,Giovanni Leoni,it ITA,DF,Parma,18-142,2006,12.6,13,5,9,4,0,4,8,50.0,4,19,10,9,15,28,57,1,Matches
