Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
82,Nnamdi Collins,de GER,DF,Eint Frankfurt,21-121,2004,22,14,1387,15.4,1,1,2,1,0,0,3,0,0.8,0.8,1.0,1.8,30,59,42,0.06,0.06,0.13,0.06,0.13,0.05,0.06,0.11,0.05,0.11,Matches
83,Kingsley Coman,fr FRA,FW,Bayern Munich,28-332,1996,27,13,1222,13.6,5,4,9,5,0,0,0,0,4.3,4.3,3.3,7.6,61,45,208,0.37,0.29,0.66,0.37,0.66,0.32,0.24,0.56,0.32,0.56,Matches
84,Sirlord Conteh,de GER,"FW,MF",Heidenheim,28-306,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,2.1,2.1,2.6,4.7,29,19,75,0.10,0.10,0.20,0.10,0.20,0.21,0.26,0.47,0.21,0.47,Matches
85,Danny da Costa,de GER,DF,Mainz 05,31-302,1993,24,24,1916,21.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,20,104,22,0.00,0.05,0.05,0.00,0.05,0.00,0.03,0.03,0.00,0.03,Matches
86,Yan Couto,br BRA,"DF,FW",Dortmund,22-342,2002,20,8,891,9.9,0,0,0,0,0,0,5,0,0.3,0.3,0.9,1.2,46,67,83,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
87,Tomáš Čvančara,cz CZE,FW,Gladbach,24-271,2000,27,7,807,9.0,2,0,2,2,0,0,5,1,3.7,3.7,0.9,4.6,15,23,50,0.22,0.00,0.22,0.22,0.22,0.41,0.10,0.51,0.41,0.51,Matches
88,Finn Dahmen,de GER,GK,Augsburg,27-045,1998,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Thomas Dähne,de GER,GK,Holstein Kiel,31-127,1994,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,29-130,1996,9,3,364,4.0,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,1,17,6,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,Matches
91,Ameen Al-Dakhil,be BEL,DF,Stuttgart,23-066,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,1,12,0,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
92,Bence Dárdai,hu HUN,MF,Wolfsburg,19-107,2006,20,16,1288,14.3,1,1,2,1,0,0,0,0,1.0,1.0,1.0,2.0,4,38,23,0.07,0.07,0.14,0.07,0.14,0.07,0.07,0.14,0.07,0.14,Matches
93,Lukas Daschner,de GER,"MF,FW",Bochum,26-222,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,2.7,1.9,0.7,2.6,8,11,19,0.22,0.22,0.44,0.22,0.44,0.60,0.15,0.74,0.42,0.57,Matches
94,Alphonso Davies,ca CAN,DF,Bayern Munich,24-190,2000,19,17,1560,17.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,81,120,140,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16,Matches
95,Olivier Deman,be BEL,DF,Werder Bremen,25-035,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
96,Ermedin Demirović,ba BIH,FW,Stuttgart,27-047,1998,32,20,1806,20.1,13,1,14,13,0,2,2,0,12.7,11.0,1.8,12.7,20,29,114,0.65,0.05,0.70,0.65,0.70,0.63,0.09,0.72,0.55,0.63,Matches
97,Justin Diehl,de GER,"FW,DF",Stuttgart,20-165,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.00,0.87,0.87,0.87,0.84,0.10,0.94,0.84,0.94,Matches
98,Eric Dier,eng ENG,DF,Bayern Munich,31-116,1994,20,15,1378,15.3,2,1,3,2,0,0,1,0,1.1,1.1,0.1,1.2,12,69,1,0.13,0.07,0.20,0.13,0.20,0.07,0.01,0.08,0.07,0.08,Matches
99,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,24-171,2000,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.00,0.31,0.31,0.00,0.31,0.26,0.29,0.56,0.26,0.56,Matches
100,Eren Dinkçi,de GER,"MF,FW",Freiburg,23-149,2001,23,13,1196,13.3,0,3,3,0,0,0,1,0,1.1,1.1,2.2,3.3,33,35,71,0.00,0.23,0.23,0.00,0.23,0.09,0.16,0.25,0.09,0.25,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Ritsu Doan,jp JPN,"FW,MF",Freiburg,26-329,1998,33,32,2772,30.8,9,7,16,9,0,0,2,0,6.5,6.5,3.5,9.9,62,123,175,0.29,0.23,0.52,0.29,0.52,0.21,0.11,0.32,0.21,0.32,Matches
102,Danilho Doekhi,nl NED,DF,Union Berlin,26-315,1998,33,33,2970,33.0,1,1,2,1,0,0,4,0,2.6,2.6,1.4,4.0,13,94,14,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.08,0.12,Matches
103,Niklas Dorsch,de GER,MF,Augsburg,27-116,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
104,Niklas Dorsch,de GER,MF,Heidenheim,27-116,1998,21,18,1290,14.3,2,2,4,2,0,0,5,1,0.9,0.9,1.0,1.9,12,52,21,0.14,0.14,0.28,0.14,0.28,0.06,0.07,0.13,0.06,0.13,Matches
105,Patrick Drewes,de GER,GK,Bochum,32-096,1993,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,Tim Drexler,de GER,DF,Hoffenheim,20-066,2005,8,5,357,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,16,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
107,Marvin Ducksch,de GER,FW,Werder Bremen,31-065,1994,31,29,2334,25.9,7,7,14,6,1,2,3,0,9.5,7.9,8.1,16.0,24,84,156,0.27,0.27,0.54,0.23,0.50,0.37,0.31,0.68,0.31,0.62,Matches
108,Julien Duranville,be BEL,"FW,MF",Dortmund,19-006,2006,11,2,277,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.6,15,7,33,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.18,0.08,0.18,Matches
109,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,29-228,1995,14,2,314,3.5,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.4,1,12,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
110,Johannes Eggestein,de GER,FW,St. Pauli,27-003,1998,26,22,1826,20.3,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,136,0.15,0.20,0.35,0.10,0.30,0.23,0.10,0.33,0.15,0.26,Matches
111,Maximilian Eggestein,de GER,MF,Freiburg,28-154,1996,32,32,2755,30.6,2,0,2,2,0,0,4,0,1.8,1.8,1.5,3.3,34,139,38,0.07,0.00,0.07,0.07,0.07,0.06,0.05,0.11,0.06,0.11,Matches
112,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,22-325,2002,31,29,2385,26.5,15,7,22,14,1,3,1,0,20.9,18.6,6.7,25.2,90,51,203,0.57,0.26,0.83,0.53,0.79,0.79,0.25,1.04,0.70,0.95,Matches
113,Elif Elmas,mk MKD,MF,RB Leipzig,25-229,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,0.70,Matches
114,Nico Elvedi,ch SUI,DF,Gladbach,28-223,1996,24,24,2045,22.7,1,1,2,1,0,0,1,0,2.0,2.0,0.4,2.5,18,52,5,0.04,0.04,0.09,0.04,0.09,0.09,0.02,0.11,0.09,0.11,Matches
115,Arne Engels,be BEL,"MF,FW",Augsburg,21-245,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,5,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
116,Patrick Erras,de GER,DF,Holstein Kiel,30-110,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,1,0.11,0.00,0.11,0.11,0.11,0.10,0.01,0.11,0.10,0.11,Matches
117,Samuel Essende,cd COD,FW,Augsburg,27-108,1998,29,20,1626,18.1,7,2,9,7,0,0,4,1,4.2,4.2,1.3,5.5,33,21,118,0.39,0.11,0.50,0.39,0.50,0.23,0.07,0.30,0.23,0.30,Matches
118,Frank Feller,de GER,GK,Heidenheim,21-124,2004,2,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
119,Kilian Fischer,de GER,DF,Wolfsburg,24-211,2000,32,29,2297,25.5,1,0,1,1,0,0,7,0,0.3,0.3,0.5,0.8,51,110,89,0.04,0.00,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,Matches
120,Jonas Föhrenbach,de GER,DF,Heidenheim,29-105,1996,26,22,1819,20.2,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,36,59,50,0.00,0.05,0.05,0.00,0.05,0.01,0.06,0.08,0.01,0.08,Matches
121,Marco Friedl,at AUT,DF,Werder Bremen,27-056,1998,25,24,2071,23.0,0,0,0,0,0,0,10,2,0.5,0.5,0.2,0.7,4,69,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
122,Marvin Friedrich,de GER,DF,Gladbach,29-149,1995,22,9,989,11.0,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.1,11,36,3,0.00,0.09,0.09,0.00,0.09,0.04,0.06,0.10,0.04,0.10,Matches
123,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,24-152,2000,32,24,2224,24.7,4,5,9,4,0,0,4,0,4.1,4.1,4.1,8.2,93,50,261,0.16,0.20,0.36,0.16,0.36,0.16,0.17,0.33,0.16,0.33,Matches
124,Chris Führich,de GER,"MF,FW",Stuttgart,27-122,1998,31,22,1868,20.8,2,2,4,2,0,0,1,0,2.8,2.8,3.0,5.7,102,89,191,0.10,0.10,0.19,0.10,0.19,0.13,0.14,0.28,0.13,0.28,Matches
125,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,21-033,2004,5,0,51,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,2,1.76,0.00,1.76,1.76,1.76,0.61,0.00,0.61,0.61,0.61,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Cristian Gamboa,cr CRC,DF,Bochum,35-199,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.3,2,5,9,0.40,0.00,0.40,0.40,0.40,0.06,0.07,0.14,0.06,0.14,Matches
127,Aleix García,es ESP,MF,Leverkusen,27-317,1997,26,16,1356,15.1,3,3,6,3,0,0,2,0,0.9,0.9,4.7,5.6,24,109,47,0.20,0.20,0.40,0.20,0.40,0.06,0.31,0.37,0.06,0.37,Matches
128,Viggo Gebel,de GER,MF,RB Leipzig,17-170,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24-297,2000,23,16,1467,16.3,1,0,1,1,0,0,2,0,1.1,1.1,1.0,2.0,19,89,34,0.06,0.00,0.06,0.06,0.06,0.07,0.06,0.13,0.07,0.13,Matches
130,Dennis Geiger,de GER,"MF,FW",Hoffenheim,26-335,1998,19,6,659,7.3,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,12,33,19,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
131,Valentin Gendrey,fr FRA,DF,Hoffenheim,24-324,2000,22,14,1414,15.7,1,1,2,1,0,0,1,0,1.1,1.1,1.8,2.9,24,49,86,0.06,0.06,0.13,0.06,0.13,0.07,0.12,0.19,0.07,0.19,Matches
132,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,31-059,1994,28,14,1428,15.9,1,1,2,1,0,0,5,1,1.1,1.1,0.2,1.2,24,54,61,0.06,0.06,0.13,0.06,0.13,0.07,0.01,0.08,0.07,0.08,Matches
133,Max Geschwill,de GER,DF,Holstein Kiel,23-308,2001,18,13,1237,13.7,1,2,3,1,0,0,2,0,0.9,0.9,0.8,1.6,5,58,16,0.07,0.15,0.22,0.07,0.22,0.06,0.06,0.12,0.06,0.12,Matches
134,Dimitris Giannoulis,gr GRE,DF,Augsburg,29-206,1995,29,29,2470,27.4,1,4,5,1,0,0,7,0,1.1,1.1,4.0,5.1,57,98,148,0.04,0.15,0.18,0.04,0.18,0.04,0.14,0.18,0.04,0.18,Matches
135,Armin Gigovic,ba BIH,MF,Holstein Kiel,23-035,2002,31,23,1895,21.1,5,1,6,5,0,0,5,0,1.9,1.9,2.1,3.9,37,50,45,0.24,0.05,0.28,0.24,0.28,0.09,0.10,0.19,0.09,0.19,Matches
136,Benedikt Gimber,de GER,DF,Heidenheim,28-081,1997,31,31,2626,29.2,0,0,0,0,0,0,9,0,0.7,0.7,0.3,1.0,7,45,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
137,Matthias Ginter,de GER,DF,Freiburg,31-112,1994,31,27,2471,27.5,2,0,2,2,0,0,5,0,2.8,2.8,0.6,3.3,10,111,15,0.07,0.00,0.07,0.07,0.07,0.10,0.02,0.12,0.10,0.12,Matches
138,Jamie Gittens,eng ENG,"FW,MF",Dortmund,20-276,2004,30,21,1766,19.6,8,3,11,8,0,0,3,0,3.6,3.6,2.5,6.1,112,42,179,0.41,0.15,0.56,0.41,0.56,0.18,0.13,0.31,0.18,0.31,Matches
139,Serge Gnabry,de GER,"FW,MF",Bayern Munich,29-301,1995,26,12,1152,12.8,6,5,11,6,0,1,0,0,7.1,6.3,5.1,11.4,41,47,142,0.47,0.39,0.86,0.47,0.86,0.55,0.40,0.95,0.49,0.89,Matches
140,Tidiam Gomis,fr FRA,"MF,DF",RB Leipzig,18-276,2006,7,0,86,1.0,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,2,2,10,0.00,1.05,1.05,0.00,1.05,0.26,0.97,1.23,0.26,1.23,Matches
141,Leon Goretzka,de GER,MF,Bayern Munich,30-094,1995,25,13,1301,14.5,4,1,5,4,0,0,2,0,2.8,2.8,1.7,4.4,34,127,28,0.28,0.07,0.35,0.28,0.35,0.19,0.12,0.31,0.19,0.31,Matches
142,Robin Gosens,de GER,DF,Union Berlin,30-310,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,Matches
143,Mario Götze,de GER,"MF,FW",Eint Frankfurt,32-342,1992,24,18,1542,17.1,3,2,5,3,0,0,1,0,2.9,2.9,3.1,6.0,29,88,96,0.18,0.12,0.29,0.18,0.29,0.17,0.18,0.35,0.17,0.35,Matches
144,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33-305,1991,31,31,2764,30.7,1,4,5,1,0,1,9,0,1.4,0.6,2.2,2.8,22,129,18,0.03,0.13,0.16,0.03,0.16,0.05,0.07,0.12,0.02,0.09,Matches
145,Kamil Grabara,pl POL,GK,Wolfsburg,26-123,1999,28,28,2495,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Michael Gregoritsch,at AUT,FW,Freiburg,31-023,1994,19,5,622,6.9,2,1,3,2,0,0,2,0,1.8,1.8,0.4,2.2,6,19,36,0.29,0.14,0.43,0.29,0.43,0.26,0.06,0.32,0.26,0.32,Matches
147,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,32-034,1993,33,30,2342,26.0,8,11,19,8,0,3,2,0,7.9,5.6,6.9,12.4,58,125,145,0.31,0.42,0.73,0.31,0.73,0.30,0.26,0.57,0.21,0.48,Matches
148,Florian Grillitsch,at AUT,MF,Hoffenheim,29-277,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
149,Álex Grimaldo,es ESP,DF,Leverkusen,29-233,1995,30,29,2522,28.0,2,7,9,2,0,0,6,1,2.4,2.4,7.7,10.1,82,156,242,0.07,0.25,0.32,0.07,0.32,0.09,0.27,0.36,0.09,0.36,Matches
150,Pascal Groß,de GER,"MF,DF",Dortmund,33-330,1991,29,27,2246,25.0,0,8,8,0,0,0,4,1,2.4,2.4,5.0,7.4,39,175,119,0.00,0.32,0.32,0.00,0.32,0.10,0.20,0.30,0.10,0.30,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Marco Grüll,at AUT,"FW,MF",Werder Bremen,26-309,1998,29,12,1110,12.3,6,1,7,6,0,0,1,0,4.0,4.0,1.6,5.6,21,35,87,0.49,0.08,0.57,0.49,0.57,0.32,0.13,0.45,0.32,0.45,Matches
152,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,31-140,1993,22,18,1506,16.7,4,4,8,4,0,0,2,0,2.9,2.9,2.9,5.8,37,78,124,0.24,0.24,0.48,0.24,0.48,0.17,0.17,0.34,0.17,0.34,Matches
153,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,27-062,1998,23,19,1649,18.3,5,1,6,5,0,0,6,0,6.2,6.2,1.9,8.1,37,39,122,0.27,0.05,0.33,0.27,0.33,0.34,0.10,0.44,0.34,0.44,Matches
154,Serhou Guirassy,gn GUI,FW,Dortmund,29-060,1996,28,27,2424,26.9,19,4,23,17,2,3,4,0,21.1,18.7,3.8,22.6,21,40,120,0.71,0.15,0.85,0.63,0.78,0.78,0.14,0.93,0.70,0.84,Matches
155,Péter Gulácsi,hu HUN,GK,RB Leipzig,35-005,1990,29,29,2541,28.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Robert Gumny,pl POL,DF,Augsburg,26-341,1998,5,1,182,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.6,4,8,7,0.00,0.00,0.00,0.00,0.00,0.08,0.23,0.30,0.08,0.30,Matches
157,Christian Günter,de GER,DF,Freiburg,32-072,1993,28,27,2297,25.5,2,2,4,2,0,0,0,0,0.8,0.6,2.5,3.2,19,52,108,0.08,0.08,0.16,0.08,0.16,0.03,0.10,0.13,0.02,0.12,Matches
158,Janik Haberer,de GER,"MF,DF",Union Berlin,31-039,1994,27,20,1606,17.8,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.6,13,59,22,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
159,Robin Hack,de GER,"FW,MF",Gladbach,26-257,1998,32,26,2106,23.4,4,7,11,4,0,0,4,0,5.3,5.3,3.3,8.6,46,87,130,0.17,0.30,0.47,0.17,0.47,0.23,0.14,0.37,0.23,0.37,Matches
160,Amadou Haidara,ml MLI,MF,RB Leipzig,27-100,1998,28,16,1320,14.7,0,1,1,0,0,0,7,0,1.4,1.4,0.9,2.2,7,65,24,0.00,0.07,0.07,0.00,0.07,0.09,0.06,0.15,0.09,0.15,Matches
161,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,28-114,1997,21,11,1194,13.3,1,1,2,1,0,0,3,1,0.7,0.7,0.3,1.0,2,33,5,0.08,0.08,0.15,0.08,0.15,0.05,0.02,0.07,0.05,0.07,Matches
162,Phil Harres,de GER,FW,Holstein Kiel,23-047,2002,25,17,1532,17.0,8,1,9,8,0,0,3,0,5.9,5.9,1.3,7.2,12,16,71,0.47,0.06,0.53,0.47,0.53,0.35,0.08,0.42,0.35,0.42,Matches
163,Ramon Hendriks,nl NED,DF,Stuttgart,23-297,2001,24,9,1064,11.8,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,8,34,22,0.00,0.08,0.08,0.00,0.08,0.05,0.09,0.13,0.05,0.13,Matches
164,Paul Hennrich,de GER,MF,Hoffenheim,20-066,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Benjamin Henrichs,de GER,DF,RB Leipzig,28-077,1997,15,10,935,10.4,0,2,2,0,0,0,3,0,0.5,0.4,1.4,1.8,9,29,55,0.00,0.19,0.19,0.00,0.19,0.05,0.14,0.18,0.04,0.18,Matches
166,Mario Hermoso,es ESP,DF,Leverkusen,29-327,1995,4,3,293,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,2,20,3,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.17,0.11,0.17,Matches
167,Piero Hincapié,ec ECU,DF,Leverkusen,23-122,2002,30,26,2503,27.8,2,2,4,2,0,0,7,0,2.9,2.9,3.2,6.0,49,151,69,0.07,0.07,0.14,0.07,0.14,0.10,0.11,0.22,0.10,0.22,Matches
168,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,22-290,2002,26,21,1781,19.8,8,4,12,8,0,0,2,0,5.6,5.6,3.5,9.0,52,66,98,0.40,0.20,0.61,0.40,0.61,0.28,0.18,0.46,0.28,0.46,Matches
169,Nicolas Höfler,de GER,MF,Freiburg,35-063,1990,20,7,794,8.8,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,1,30,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
170,Jonas Hofmann,de GER,"MF,DF",Leverkusen,32-301,1992,9,3,279,3.1,1,1,2,1,0,0,1,0,0.7,0.7,0.3,1.0,7,12,23,0.32,0.32,0.65,0.32,0.65,0.22,0.11,0.33,0.22,0.33,Matches
171,Philipp Hofmann,de GER,FW,Bochum,32-042,1993,32,27,2277,25.3,3,3,6,3,0,0,4,0,5.5,5.5,3.3,8.8,8,53,112,0.12,0.12,0.24,0.12,0.24,0.22,0.13,0.35,0.22,0.35,Matches
172,Lucas Höler,de GER,"FW,MF",Freiburg,30-305,1994,30,20,1777,19.7,6,4,10,6,0,1,3,0,7.7,6.9,2.8,9.7,20,47,116,0.30,0.20,0.51,0.30,0.51,0.39,0.14,0.53,0.35,0.49,Matches
173,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,23-359,2001,33,29,2453,27.3,9,1,10,9,0,0,3,0,7.0,7.0,1.6,8.6,98,65,206,0.33,0.04,0.37,0.33,0.37,0.26,0.06,0.32,0.26,0.32,Matches
174,Lewis Holtby,de GER,MF,Holstein Kiel,34-235,1990,24,12,1193,13.3,0,1,1,0,0,0,1,1,0.5,0.5,1.5,2.1,14,46,33,0.00,0.08,0.08,0.00,0.08,0.04,0.12,0.16,0.04,0.16,Matches
175,Gerrit Holtmann,ph PHI,"DF,FW",Bochum,30-047,1995,23,12,1136,12.6,2,1,3,2,0,0,2,0,2.0,2.0,2.9,4.9,50,33,97,0.16,0.08,0.24,0.16,0.24,0.16,0.23,0.39,0.16,0.39,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Franck Honorat,fr FRA,FW,Gladbach,28-273,1996,18,17,1358,15.1,4,7,11,4,0,0,0,0,4.5,4.5,5.1,9.6,60,40,120,0.27,0.46,0.73,0.27,0.73,0.30,0.34,0.64,0.30,0.64,Matches
177,Mathias Honsak,at AUT,"FW,MF",Heidenheim,28-142,1996,21,11,1104,12.3,5,1,6,5,0,0,1,0,3.3,3.3,1.5,4.8,34,23,50,0.41,0.08,0.49,0.41,0.49,0.27,0.12,0.39,0.27,0.39,Matches
178,Timo Horn,de GER,GK,Bochum,31-364,1993,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
179,Lukáš Hrádecký,fi FIN,GK,Leverkusen,35-168,1989,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Robin Hranáč,cz CZE,DF,Hoffenheim,25-102,2000,4,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Hong Hyunseok,kr KOR,MF,Mainz 05,25-329,1999,22,4,529,5.9,0,1,1,0,0,0,0,0,0.5,0.5,1.3,1.8,10,23,31,0.00,0.17,0.17,0.00,0.17,0.08,0.23,0.31,0.08,0.31,Matches
182,Oscar Højlund,dk DEN,MF,Eint Frankfurt,20-127,2005,19,7,698,7.8,1,0,1,1,0,0,0,0,1.0,1.0,1.0,1.9,17,48,7,0.13,0.00,0.13,0.13,0.13,0.12,0.12,0.25,0.12,0.25,Matches
