Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
419,Gaetano Oristanio,it ITA,"FW,MF",Venezia,22-225,2002,24.3,2,41,11,26.8,1.69,0.45,0.05,0.18,17.7,3,0,0,3.4,3.4,0.08,-1.4,-1.4,Matches
420,Riccardo Orsolini,it ITA,FW,Bologna,28-107,1997,19.5,13,66,23,34.8,3.39,1.18,0.15,0.43,17.8,6,3,3,8.7,6.3,0.10,+4.3,+3.7,Matches
421,Yordan Osorio,ve VEN,DF,Parma,31-001,1994,1.9,0,1,0,0.0,0.52,0.00,0.00,,25.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
422,Sebastian Otoa,dk DEN,DF,Genoa,20-363,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
423,Remi Oudin,fr FRA,"MF,FW",Lecce,28-174,1996,3.3,0,3,1,33.3,0.90,0.30,0.00,0.00,28.0,2,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
424,Cheick Oumar Conde,gn GUI,MF,Venezia,24-289,2000,1.6,0,1,0,0.0,0.62,0.00,0.00,,30.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
425,Daniel Oyegoke,eng ENG,DF,Hellas Verona,22-128,2003,1.1,0,1,0,0.0,0.87,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
426,Daniele Padelli,it ITA,GK,Udinese,39-198,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
427,Simone Pafundi,it ITA,"MF,DF",Udinese,19-086,2006,1.1,0,2,1,50.0,1.80,0.90,0.00,0.00,23.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
428,Tomás Palacios,ar ARG,DF,Monza,22-013,2003,4.4,0,1,0,0.0,0.23,0.00,0.00,,25.8,1,0,0,0.0,0.0,0.04,0.0,0.0,Matches
429,Tomás Palacios,ar ARG,DF,Inter,22-013,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
430,Alberto Paleari,it ITA,GK,Torino,32-255,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
431,Marco Palestra,it ITA,DF,Atalanta,20-069,2005,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
432,Leandro Paredes,ar ARG,MF,Roma,30-316,1994,13.4,1,18,6,33.3,1.34,0.45,0.00,0.00,29.8,4,1,1,1.3,0.5,0.03,-0.3,-0.5,Matches
433,Fabiano Parisi,it ITA,"DF,MF",Fiorentina,24-183,2000,11.4,1,8,4,50.0,0.70,0.35,0.13,0.25,19.5,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
434,Mario Pašalić,hr CRO,MF,Atalanta,30-091,1995,20.6,3,45,11,24.4,2.19,0.54,0.07,0.27,13.5,0,0,1,6.6,5.8,0.13,-3.6,-2.8,Matches
435,Patric,es ESP,DF,Lazio,32-024,1993,6.7,1,2,1,50.0,0.30,0.15,0.50,1.00,5.1,0,0,0,1.1,1.1,0.53,-0.1,-0.1,Matches
436,Rui Patrício,pt POR,GK,Atalanta,37-085,1988,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
437,Benjamin Pavard,fr FRA,DF,Inter,29-044,1996,17.6,0,8,1,12.5,0.45,0.06,0.00,0.00,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
438,Strahinja Pavlović,rs SRB,DF,Milan,23-352,2001,18.7,2,15,7,46.7,0.80,0.37,0.13,0.29,14.6,0,0,0,1.7,1.7,0.11,+0.3,+0.3,Matches
439,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,36-166,1988,4.9,2,18,7,38.9,3.64,1.42,0.11,0.29,11.5,0,0,0,2.7,2.7,0.15,-0.7,-0.7,Matches
440,Martín Payero,ar ARG,MF,Udinese,26-242,1998,14.7,1,28,5,17.9,1.91,0.34,0.04,0.20,22.8,1,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
441,Nicolás Paz,ar ARG,"MF,FW",Como,20-245,2004,28.0,6,101,37,36.6,3.61,1.32,0.06,0.16,20.8,10,0,1,8.6,7.8,0.08,-2.6,-1.8,Matches
442,Marcus Pedersen,no NOR,DF,Torino,24-299,2000,15.1,0,8,3,37.5,0.53,0.20,0.00,0.00,17.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
443,Pedro,es ESP,"FW,MF",Lazio,37-287,1987,11.3,8,29,12,41.4,2.56,1.06,0.24,0.58,18.8,0,1,1,4.0,3.2,0.11,+4.0,+3.8,Matches
444,Pietro Pellegri,it ITA,FW,Empoli,24-055,2001,4.6,3,8,4,50.0,1.74,0.87,0.38,0.75,18.5,0,0,0,0.3,0.3,0.04,+2.7,+2.7,Matches
445,Lorenzo Pellegrini,it ITA,MF,Roma,28-326,1996,18.1,2,41,13,31.7,2.27,0.72,0.02,0.08,19.2,2,1,1,4.7,3.9,0.10,-2.7,-2.9,Matches
446,Luca Pellegrini,it ITA,DF,Lazio,26-065,1999,11.7,0,13,4,30.8,1.12,0.34,0.00,0.00,24.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
447,Mateo Pellegrino,ar ARG,FW,Parma,24-071,2001,6.3,3,19,8,42.1,3.04,1.28,0.16,0.38,13.6,0,0,0,2.5,2.5,0.13,+0.5,+0.5,Matches
448,Andy Pelmard,fr FRA,DF,Lecce,25-060,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
449,Sergiu Perciun,md MDA,"FW,MF",Torino,19-018,2006,0.7,0,1,0,0.0,1.50,0.00,0.00,,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
450,Pedro Pereira,pt POR,DF,Monza,27-109,1998,27.6,1,13,6,46.2,0.47,0.22,0.08,0.17,15.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
451,Gastón Pereiro,uy URU,MF,Genoa,29-334,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
452,Kike Pérez,es ESP,MF,Venezia,28-086,1997,10.4,1,13,7,53.8,1.24,0.67,0.08,0.14,19.0,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
453,Nehuén Pérez,ar ARG,DF,Udinese,24-321,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
454,Simone Perilli,it ITA,GK,Hellas Verona,30-124,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
455,Mattia Perin,it ITA,GK,Juventus,32-182,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
456,Máximo Perrone,ar ARG,MF,Como,22-124,2003,19.1,0,10,2,20.0,0.52,0.10,0.00,0.00,22.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
457,Matteo Pessina,it ITA,MF,Monza,28-020,1997,9.5,0,3,0,0.0,0.32,0.00,0.00,,24.2,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
458,Andrea Petagna,it ITA,FW,Monza,29-315,1995,3.3,0,4,0,0.0,1.22,0.00,0.00,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
459,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,27-163,1997,30.0,0,14,3,21.4,0.47,0.10,0.00,0.00,20.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
460,Roberto Piccoli,it ITA,FW,Cagliari,24-104,2001,32.7,9,88,26,29.5,2.69,0.79,0.09,0.31,13.3,1,1,1,11.8,11.0,0.13,-2.8,-3.0,Matches
461,Nicholas Pierini,it ITA,MF,Venezia,26-278,1998,0.9,0,1,0,0.0,1.08,0.00,0.00,,32.9,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
462,Santiago Pierotti,ar ARG,FW,Lecce,24-038,2001,20.1,4,32,7,21.9,1.59,0.35,0.13,0.57,15.1,0,0,0,3.1,3.1,0.10,+0.9,+0.9,Matches
463,Balthazar Pierret,fr FRA,MF,Lecce,24-361,2000,17.9,0,5,0,0.0,0.28,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
464,Andrea Pinamonti,it ITA,FW,Genoa,25-357,1999,29.8,8,73,26,35.6,2.45,0.87,0.11,0.31,16.4,2,0,1,7.3,6.5,0.09,+0.7,+1.5,Matches
465,Niccolò Pisilli,it ITA,MF,Roma,20-230,2004,13.5,2,26,7,26.9,1.93,0.52,0.08,0.29,18.6,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
466,Damián Pizarro,cl CHI,"FW,MF",Udinese,20-044,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
467,Semuel Pizzignacco,it ITA,GK,Monza,23-252,2001,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
468,Tommaso Pobega,it ITA,MF,Bologna,25-300,1999,12.6,2,22,8,36.4,1.75,0.64,0.09,0.25,18.3,0,0,0,2.0,1.9,0.09,0.0,+0.1,Matches
469,Joel Pohjanpalo,fi FIN,FW,Venezia,30-240,1994,17.8,6,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,Matches
470,Matteo Politano,it ITA,"FW,MF",Napoli,31-281,1993,28.6,3,50,11,22.0,1.75,0.38,0.06,0.27,19.6,1,0,0,2.9,2.9,0.06,+0.1,+0.1,Matches
471,Marin Pongračić,hr CRO,DF,Fiorentina,27-242,1997,13.7,0,1,1,100.0,0.07,0.07,0.00,0.00,4.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
472,Stefan Posch,at AUT,DF,Bologna,27-362,1997,7.9,0,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
473,Stefan Posch,at AUT,DF,Atalanta,27-362,1997,3.8,0,3,2,66.7,0.79,0.53,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
474,Matteo Prati,it ITA,MF,Cagliari,21-134,2003,6.1,0,3,0,0.0,0.49,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
475,Ivan Provedel,it ITA,GK,Lazio,31-055,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
476,Diego Pugno,it ITA,FW,Juventus,18-308,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
477,Christian Pulisic,us USA,"FW,MF",Milan,26-235,1998,25.6,11,48,20,41.7,1.87,0.78,0.17,0.40,16.9,1,3,4,11.7,8.5,0.18,-0.7,-0.5,Matches
478,Ionuț Radu,ro ROU,GK,Venezia,27-348,1997,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
479,Hamza Rafia,tn TUN,MF,Lecce,26-039,1999,11.8,0,10,2,20.0,0.85,0.17,0.00,0.00,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
480,Antonio Raimondo,it ITA,"FW,DF",Venezia,21-054,2004,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
481,Ylber Ramadani,al ALB,MF,Lecce,29-029,1996,18.8,0,16,5,31.3,0.85,0.27,0.00,0.00,25.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
482,Luca Ranieri,it ITA,DF,Fiorentina,26-018,1999,31.1,1,9,3,33.3,0.29,0.10,0.11,0.33,17.0,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
483,Giacomo Raspadori,it ITA,"FW,MF",Napoli,25-082,2000,9.7,5,33,11,33.3,3.41,1.14,0.15,0.45,15.8,2,0,0,3.5,3.5,0.11,+1.5,+1.5,Matches
484,Federico Ravaglia,it ITA,GK,Bologna,25-181,1999,10.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
485,Ante Rebić,hr CRO,"FW,MF",Lecce,31-232,1993,8.3,1,12,4,33.3,1.45,0.48,0.08,0.25,16.8,0,0,0,2.0,2.0,0.17,-1.0,-1.0,Matches
486,Tijjani Reijnders,nl NED,MF,Milan,26-286,1998,32.8,10,72,27,37.5,2.20,0.82,0.14,0.37,19.8,2,0,0,7.1,7.1,0.10,+2.9,+2.9,Matches
487,Pepe Reina,es ESP,GK,Como,42-253,1982,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
488,Devyne Rensch,nl NED,DF,Roma,22-113,2003,4.2,0,2,2,100.0,0.47,0.47,0.00,0.00,13.5,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
489,Mateo Retegui,it ITA,FW,Atalanta,26-012,1999,23.5,24,89,28,31.5,3.79,1.19,0.22,0.71,13.1,2,4,5,17.5,13.5,0.15,+6.5,+6.5,Matches
490,Samuele Ricci,it ITA,MF,Torino,23-263,2001,29.0,1,20,7,35.0,0.69,0.24,0.05,0.14,25.8,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
491,Amir Richardson,ma MAR,MF,Fiorentina,23-107,2002,9.7,0,9,4,44.4,0.92,0.41,0.00,0.00,22.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
492,Sergi Roberto,es ESP,MF,Como,33-093,1992,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
493,Alessio Romagnoli,it ITA,DF,Lazio,30-119,1995,27.7,2,18,6,33.3,0.65,0.22,0.11,0.33,9.7,0,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches
494,Marten de Roon,nl NED,"MF,DF",Atalanta,34-043,1991,32.0,4,14,4,28.6,0.44,0.13,0.29,1.00,22.7,0,0,0,0.9,0.9,0.06,+3.1,+3.1,Matches
495,Jonas Rouhi,se SWE,DF,Juventus,21-124,2004,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
496,Nicolò Rovella,it ITA,MF,Lazio,23-158,2001,28.4,0,27,8,29.6,0.95,0.28,0.00,0.00,23.9,2,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches
497,Amir Rrahmani,xk KVX,DF,Napoli,31-076,1994,34.8,1,27,2,7.4,0.77,0.06,0.04,0.50,9.1,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
498,Tommaso Rubino,it ITA,MF,Fiorentina,18-182,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
499,Matteo Ruggeri,it ITA,DF,Atalanta,22-304,2002,17.7,0,3,2,66.7,0.17,0.11,0.00,0.00,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
500,Stefano Sabelli,it ITA,DF,Genoa,32-118,1993,21.0,0,6,1,16.7,0.29,0.05,0.00,0.00,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
501,Alexis Saelemaekers,be BEL,"DF,FW",Roma,25-318,1999,13.5,6,18,9,50.0,1.34,0.67,0.33,0.67,17.2,0,0,0,1.9,1.9,0.11,+4.1,+4.1,Matches
502,Alexis Saelemaekers,be BEL,"DF,FW",Milan,25-318,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
503,Richie Sagrado,be BEL,DF,Venezia,21-101,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
504,Marco Sala,it ITA,DF,Como,25-341,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
505,Marco Sala,it ITA,DF,Lecce,25-341,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
506,Anass Salah-Eddine,nl NED,DF,Roma,23-113,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
507,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,23-076,2002,11.7,2,31,11,35.5,2.64,0.94,0.06,0.18,19.2,3,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches
508,Junior Sambia,fr FRA,"DF,FW",Empoli,28-246,1996,4.2,0,9,1,11.1,2.14,0.24,0.00,0.00,24.8,3,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
509,Antonio Sanabria,py PAR,FW,Torino,29-068,1996,14.4,2,18,4,22.2,1.25,0.28,0.11,0.50,15.1,0,0,1,2.9,2.1,0.12,-0.9,-0.1,Matches
510,Alexis Sánchez,cl CHI,FW,Udinese,36-143,1988,4.1,0,6,0,0.0,1.46,0.00,0.00,,15.8,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
511,Nicola Sansone,it ITA,"MF,FW",Lecce,33-243,1991,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
512,Amin Sarr,se SWE,FW,Hellas Verona,24-061,2001,18.7,4,21,7,33.3,1.12,0.37,0.19,0.57,15.0,0,0,0,2.5,2.5,0.12,+1.5,+1.5,Matches
513,Razvan Sava,ro ROU,GK,Udinese,22-324,2002,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
514,Nicolò Savona,it ITA,DF,Juventus,22-053,2003,18.2,2,6,4,66.7,0.33,0.22,0.33,0.50,14.8,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Matches
515,Saba Sazonov,ge GEO,DF,Torino,23-099,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
516,Giorgio Scalvini,it ITA,DF,Atalanta,21-151,2003,3.0,0,4,0,0.0,1.32,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
517,Gianluca Scamacca,it ITA,FW,Atalanta,26-130,1999,0.1,0,1,1,100.0,15.00,15.00,0.00,0.00,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
518,Joël Schingtienne,be BEL,DF,Venezia,22-272,2002,9.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
519,Simone Scuffet,it ITA,GK,Cagliari,28-345,1996,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
520,Simone Scuffet,it ITA,GK,Napoli,28-345,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
521,Jacopo Seghetti,it ITA,GK,Empoli,20-083,2005,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
522,Stefano Sensi,it ITA,MF,Monza,29-279,1995,2.5,1,5,1,20.0,1.97,0.39,0.00,0.00,30.4,0,1,1,0.9,0.1,0.02,+0.1,-0.1,Matches
523,Suat Serdar,de GER,MF,Hellas Verona,28-030,1997,12.9,1,26,6,23.1,2.02,0.47,0.04,0.17,20.5,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches
524,Stephan El Shaarawy,it ITA,"DF,MF",Roma,32-196,1992,11.8,3,27,11,40.7,2.28,0.93,0.11,0.27,19.1,1,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches
525,Alen Sherri,al ALB,GK,Cagliari,27-147,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
526,Eldor Shomurodov,uz UZB,"FW,MF",Roma,29-316,1995,9.5,4,27,12,44.4,2.83,1.26,0.15,0.33,11.5,0,0,0,4.7,4.7,0.18,-0.7,-0.7,Matches
527,Marco Silvestri,it ITA,GK,Empoli,34-070,1991,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
528,Giovanni Simeone,ar ARG,FW,Napoli,29-310,1995,4.4,1,13,3,23.1,2.98,0.69,0.08,0.33,16.0,0,0,0,2.6,2.6,0.20,-1.6,-1.6,Matches
529,Łukasz Skorupski,pl POL,GK,Bologna,34-006,1991,25.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
530,Ivan Smolčić,hr CRO,DF,Como,24-267,2000,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,15.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
531,Simon Sohm,ch SUI,MF,Parma,24-030,2001,31.4,4,30,10,33.3,0.96,0.32,0.13,0.40,18.7,0,0,0,2.9,2.9,0.10,+1.1,+1.1,Matches
532,Ola Solbakken,no NOR,"MF,FW",Empoli,26-246,1998,8.3,0,4,3,75.0,0.48,0.36,0.00,0.00,12.7,0,0,0,0.8,0.8,0.20,-0.8,-0.8,Matches
533,Oumar Solet,fr FRA,DF,Udinese,25-093,2000,15.6,1,10,5,50.0,0.64,0.32,0.10,0.20,21.2,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
534,Yann Sommer,ch SUI,GK,Inter,36-145,1988,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
535,Borna Sosa,hr CRO,DF,Torino,27-110,1998,13.1,0,4,1,25.0,0.30,0.08,0.00,0.00,20.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
536,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,25-342,1999,9.3,1,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches
537,Riccardo Sottil,it ITA,"FW,MF",Milan,25-342,1999,1.3,0,2,0,0.0,1.55,0.00,0.00,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
538,Matìas Soulé,ar ARG,"MF,FW",Roma,22-026,2003,16.9,5,37,13,35.1,2.18,0.77,0.14,0.38,21.1,1,0,0,2.8,2.8,0.08,+2.2,+2.2,Matches
539,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,32-047,1993,14.0,1,9,3,33.3,0.64,0.21,0.11,0.33,18.7,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
540,Marco Sportiello,it ITA,GK,Milan,33-001,1992,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
541,Filip Stankovic,rs SRB,GK,Venezia,23-075,2002,15.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
542,Petar Stojanović,si SVN,MF,Empoli,29-216,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
543,Gabriel Strefezza,br BRA,"FW,MF",Como,28-023,1997,27.1,6,55,20,36.4,2.03,0.74,0.11,0.30,20.4,2,0,0,3.6,3.6,0.07,+2.4,+2.4,Matches
544,Ibrahim Sulemana,gh GHA,MF,Atalanta,21-354,2003,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
545,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,22-338,2002,22.0,0,32,7,21.9,1.46,0.32,0.00,0.00,21.6,4,0,0,1.6,1.6,0.05,-1.6,-1.6,Matches
546,Zion Suzuki,jp JPN,GK,Parma,22-263,2002,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,Marin Šverko,hr CRO,DF,Venezia,27-096,1998,11.6,1,3,1,33.3,0.26,0.09,0.33,1.00,17.2,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
548,Mile Svilar,rs SRB,GK,Roma,25-257,1999,35.0,0,1,0,0.0,0.03,0.00,0.00,,10.5,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
549,Michael Svoboda,at AUT,DF,Venezia,26-208,1998,14.6,1,4,4,100.0,0.27,0.27,0.25,0.25,12.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
550,Adrien Tameze,cm CMR,"MF,DF",Torino,31-096,1994,7.2,0,7,3,42.9,0.97,0.42,0.00,0.00,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
551,Mehdi Taremi,ir IRN,FW,Inter,32-297,1992,6.7,1,11,4,36.4,1.65,0.60,0.00,0.00,12.1,0,1,1,2.9,2.1,0.19,-1.9,-2.1,Matches
552,Nuno Tavares,pt POR,DF,Lazio,25-105,2000,17.2,0,26,5,19.2,1.51,0.29,0.00,0.00,24.6,5,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
553,Loum Tchaouna,fr FRA,"FW,MF",Lazio,21-245,2003,7.3,1,23,8,34.8,3.14,1.09,0.04,0.13,17.8,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
554,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,23-239,2001,32.2,2,15,3,20.0,0.47,0.09,0.13,0.67,18.2,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
555,Casper Tengstedt,dk DEN,"FW,MF",Hellas Verona,24-344,2000,15.5,6,37,10,27.0,2.39,0.65,0.14,0.50,14.2,0,1,1,5.3,4.5,0.12,+0.7,+0.5,Matches
556,Filippo Terracciano,it ITA,"DF,MF",Milan,22-092,2003,6.0,0,3,1,33.3,0.50,0.17,0.00,0.00,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
