Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
126,Cristian Gamboa,cr CRC,DF,Bochum,35-199,1989,2.5,1,4,1,25.0,1.59,0.40,0.25,1.00,21.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
127,Aleix García,es ESP,MF,Leverkusen,27-317,1997,15.1,3,14,4,28.6,0.93,0.27,0.21,0.75,22.5,2,0,0,0.9,0.9,0.06,+2.1,+2.1,Matches
128,Viggo Gebel,de GER,MF,RB Leipzig,17-170,2007,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
129,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24-297,2000,16.3,1,8,1,12.5,0.49,0.06,0.13,1.00,15.2,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
130,Dennis Geiger,de GER,"MF,FW",Hoffenheim,26-335,1998,7.3,0,5,1,20.0,0.68,0.14,0.00,0.00,24.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
131,Valentin Gendrey,fr FRA,DF,Hoffenheim,24-324,2000,15.7,1,10,5,50.0,0.64,0.32,0.10,0.20,19.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
132,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,31-059,1994,15.9,1,14,4,28.6,0.88,0.25,0.07,0.25,15.8,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
133,Max Geschwill,de GER,DF,Holstein Kiel,23-308,2001,13.7,1,9,2,22.2,0.65,0.15,0.11,0.50,12.8,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
134,Dimitris Giannoulis,gr GRE,DF,Augsburg,29-206,1995,27.4,1,12,4,33.3,0.44,0.15,0.08,0.25,15.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
135,Armin Gigovic,ba BIH,MF,Holstein Kiel,23-035,2002,21.1,5,26,10,38.5,1.23,0.47,0.19,0.50,19.0,1,0,0,1.9,1.9,0.07,+3.1,+3.1,Matches
136,Benedikt Gimber,de GER,DF,Heidenheim,28-081,1997,29.2,0,14,1,7.1,0.48,0.03,0.00,0.00,15.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
137,Matthias Ginter,de GER,DF,Freiburg,31-112,1994,27.5,2,23,4,17.4,0.84,0.15,0.09,0.50,11.1,0,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
138,Jamie Gittens,eng ENG,"FW,MF",Dortmund,20-276,2004,19.6,8,52,24,46.2,2.65,1.22,0.15,0.33,17.1,0,0,0,3.6,3.6,0.07,+4.4,+4.4,Matches
139,Serge Gnabry,de GER,"FW,MF",Bayern Munich,29-301,1995,12.8,6,44,16,36.4,3.44,1.25,0.14,0.38,15.4,0,0,1,7.1,6.3,0.14,-1.1,-0.3,Matches
140,Tidiam Gomis,fr FRA,"MF,DF",RB Leipzig,18-276,2006,1.0,0,5,1,20.0,5.23,1.05,0.00,0.00,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
141,Leon Goretzka,de GER,MF,Bayern Munich,30-094,1995,14.5,4,32,11,34.4,2.21,0.76,0.13,0.36,20.2,0,0,0,2.8,2.8,0.09,+1.2,+1.2,Matches
142,Robin Gosens,de GER,DF,Union Berlin,30-310,1994,1.0,0,1,0,0.0,1.00,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
143,Mario Götze,de GER,"MF,FW",Eint Frankfurt,32-342,1992,17.1,3,8,5,62.5,0.47,0.29,0.38,0.60,10.1,0,0,0,2.9,2.9,0.37,+0.1,+0.1,Matches
144,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33-305,1991,30.7,1,14,3,21.4,0.46,0.10,0.07,0.33,22.4,0,0,1,1.4,0.6,0.05,-0.4,+0.4,Matches
145,Kamil Grabara,pl POL,GK,Wolfsburg,26-123,1999,27.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
146,Michael Gregoritsch,at AUT,FW,Freiburg,31-023,1994,6.9,2,16,6,37.5,2.32,0.87,0.13,0.33,13.9,2,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
147,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,32-034,1993,26.0,8,63,26,41.3,2.42,1.00,0.13,0.31,20.8,10,0,3,7.9,5.6,0.09,+0.1,+2.4,Matches
148,Florian Grillitsch,at AUT,MF,Hoffenheim,29-277,1995,6.7,0,6,1,16.7,0.90,0.15,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
149,Álex Grimaldo,es ESP,DF,Leverkusen,29-233,1995,28.0,2,42,12,28.6,1.50,0.43,0.05,0.17,21.8,8,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches
150,Pascal Groß,de GER,"MF,DF",Dortmund,33-330,1991,25.0,0,26,7,26.9,1.04,0.28,0.00,0.00,17.4,1,0,0,2.4,2.4,0.09,-2.4,-2.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Marco Grüll,at AUT,"FW,MF",Werder Bremen,26-309,1998,12.3,6,25,10,40.0,2.03,0.81,0.24,0.60,15.9,1,0,0,4.0,4.0,0.16,+2.0,+2.0,Matches
152,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,31-140,1993,16.7,4,21,11,52.4,1.25,0.66,0.19,0.36,16.2,0,0,0,2.9,2.9,0.14,+1.1,+1.1,Matches
153,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,27-062,1998,18.3,5,37,13,35.1,2.02,0.71,0.14,0.38,13.9,0,0,0,6.2,6.2,0.17,-1.2,-1.2,Matches
154,Serhou Guirassy,gn GUI,FW,Dortmund,29-060,1996,26.9,19,81,31,38.3,3.01,1.15,0.21,0.55,11.8,1,2,3,21.1,18.7,0.23,-2.1,-1.7,Matches
155,Péter Gulácsi,hu HUN,GK,RB Leipzig,35-005,1990,28.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Robert Gumny,pl POL,DF,Augsburg,26-341,1998,2.0,0,2,2,100.0,0.99,0.99,0.00,0.00,16.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
157,Christian Günter,de GER,DF,Freiburg,32-072,1993,25.5,2,21,6,28.6,0.82,0.24,0.10,0.33,22.4,1,0,0,0.8,0.6,0.03,+1.2,+1.4,Matches
158,Janik Haberer,de GER,"MF,DF",Union Berlin,31-039,1994,17.8,0,15,3,20.0,0.84,0.17,0.00,0.00,20.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
159,Robin Hack,de GER,"FW,MF",Gladbach,26-257,1998,23.4,4,56,24,42.9,2.39,1.03,0.07,0.17,19.8,0,0,0,5.3,5.3,0.09,-1.3,-1.3,Matches
160,Amadou Haidara,ml MLI,MF,RB Leipzig,27-100,1998,14.7,0,18,1,5.6,1.23,0.07,0.00,0.00,18.6,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
161,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,28-114,1997,13.3,1,10,2,20.0,0.75,0.15,0.10,0.50,12.2,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
162,Phil Harres,de GER,FW,Holstein Kiel,23-047,2002,17.0,8,37,17,45.9,2.17,1.00,0.22,0.47,12.7,0,0,0,5.9,5.9,0.16,+2.1,+2.1,Matches
163,Ramon Hendriks,nl NED,DF,Stuttgart,23-297,2001,11.8,0,5,1,20.0,0.42,0.08,0.00,0.00,11.1,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
164,Paul Hennrich,de GER,MF,Hoffenheim,20-066,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
165,Benjamin Henrichs,de GER,DF,RB Leipzig,28-077,1997,10.4,0,11,1,9.1,1.06,0.10,0.00,0.00,22.1,1,0,0,0.5,0.4,0.04,-0.5,-0.4,Matches
166,Mario Hermoso,es ESP,DF,Leverkusen,29-327,1995,3.3,0,4,0,0.0,1.23,0.00,0.00,,9.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
167,Piero Hincapié,ec ECU,DF,Leverkusen,23-122,2002,27.8,2,21,3,14.3,0.76,0.11,0.10,0.67,12.9,0,0,0,2.9,2.9,0.14,-0.9,-0.9,Matches
168,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,22-290,2002,19.8,8,58,24,41.4,2.93,1.21,0.14,0.33,17.3,1,0,0,5.6,5.6,0.10,+2.4,+2.4,Matches
169,Nicolas Höfler,de GER,MF,Freiburg,35-063,1990,8.8,0,4,0,0.0,0.45,0.00,0.00,,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
170,Jonas Hofmann,de GER,"MF,DF",Leverkusen,32-301,1992,3.1,1,8,4,50.0,2.58,1.29,0.13,0.25,19.1,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
171,Philipp Hofmann,de GER,FW,Bochum,32-042,1993,25.3,3,54,19,35.2,2.13,0.75,0.06,0.16,14.0,0,0,0,5.5,5.5,0.10,-2.5,-2.5,Matches
172,Lucas Höler,de GER,"FW,MF",Freiburg,30-305,1994,19.7,6,34,17,50.0,1.72,0.86,0.18,0.35,10.8,0,0,1,7.7,6.9,0.21,-1.7,-0.9,Matches
173,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,23-359,2001,27.3,9,75,23,30.7,2.75,0.84,0.12,0.39,16.1,0,0,0,7.0,7.0,0.09,+2.0,+2.0,Matches
174,Lewis Holtby,de GER,MF,Holstein Kiel,34-235,1990,13.3,0,7,0,0.0,0.53,0.00,0.00,,25.3,2,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
175,Gerrit Holtmann,ph PHI,"DF,FW",Bochum,30-047,1995,12.6,2,31,8,25.8,2.46,0.63,0.06,0.25,21.4,0,0,0,2.0,2.0,0.07,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Franck Honorat,fr FRA,FW,Gladbach,28-273,1996,15.1,4,30,8,26.7,1.99,0.53,0.13,0.50,15.3,0,0,0,4.5,4.5,0.15,-0.5,-0.5,Matches
177,Mathias Honsak,at AUT,"FW,MF",Heidenheim,28-142,1996,12.3,5,28,10,35.7,2.28,0.82,0.18,0.50,17.2,1,0,0,3.3,3.3,0.12,+1.7,+1.7,Matches
178,Timo Horn,de GER,GK,Bochum,31-364,1993,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
179,Lukáš Hrádecký,fi FIN,GK,Leverkusen,35-168,1989,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,Robin Hranáč,cz CZE,DF,Hoffenheim,25-102,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Hong Hyunseok,kr KOR,MF,Mainz 05,25-329,1999,5.9,0,5,2,40.0,0.85,0.34,0.00,0.00,10.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
182,Oscar Højlund,dk DEN,MF,Eint Frankfurt,20-127,2005,7.8,1,6,2,33.3,0.77,0.26,0.17,0.50,17.5,0,0,0,1.0,1.0,0.16,0.0,0.0,Matches
183,Arijon Ibrahimović,de GER,FW,Bayern Munich,19-151,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Andrej Ilic,rs SRB,FW,Union Berlin,25-038,2000,10.1,5,25,9,36.0,2.48,0.89,0.16,0.44,12.5,0,1,1,4.1,3.3,0.13,+0.9,+0.7,Matches
185,Jackson Irvine,au AUS,MF,St. Pauli,32-065,1993,29.0,0,41,12,29.3,1.41,0.41,0.00,0.00,11.6,0,0,0,3.2,3.0,0.07,-3.2,-3.0,Matches
186,Ko Itakura,jp JPN,DF,Gladbach,28-104,1997,30.0,3,20,7,35.0,0.67,0.23,0.15,0.43,12.5,0,0,0,1.6,1.6,0.08,+1.4,+1.4,Matches
187,Hiroki Ito,jp JPN,DF,Bayern Munich,25-364,1999,2.8,1,1,1,100.0,0.36,0.36,1.00,1.00,5.2,0,0,0,0.4,0.4,0.36,+0.6,+0.6,Matches
188,Marko Ivezić,rs SRB,DF,Holstein Kiel,23-160,2001,18.4,0,7,0,0.0,0.38,0.00,0.00,,13.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
189,Lee Jae-sung,kr KOR,MF,Mainz 05,32-274,1992,28.5,7,39,14,35.9,1.37,0.49,0.18,0.50,10.9,0,0,0,5.2,5.2,0.13,+1.8,+1.8,Matches
190,Kristijan Jakić,hr CRO,MF,Augsburg,27-362,1997,23.6,0,15,4,26.7,0.63,0.17,0.00,0.00,20.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
191,Luca Jaquez,ch SUI,DF,Stuttgart,21-343,2003,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
192,Dominik Javorček,sk SVK,"DF,MF",Holstein Kiel,22-190,2002,4.3,0,1,0,0.0,0.23,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
193,Finn Jeltsch,de GER,DF,Stuttgart,18-298,2006,8.2,0,2,0,0.0,0.24,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
194,Fredrik Jensen,fi FIN,MF,Augsburg,27-244,1997,8.3,0,10,0,0.0,1.20,0.00,0.00,,17.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
195,Moritz Jenz,de GER,DF,Mainz 05,26-011,1999,17.8,0,10,4,40.0,0.56,0.23,0.00,0.00,9.0,0,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches
196,Carl Johansson,se SWE,DF,Holstein Kiel,30-353,1994,6.2,0,1,1,100.0,0.16,0.16,0.00,0.00,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
197,Anthony Jung,de GER,DF,Werder Bremen,33-189,1991,21.0,0,1,0,0.0,0.05,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
198,Josip Juranović,hr CRO,"DF,MF",Union Berlin,29-268,1995,12.2,0,6,2,33.3,0.49,0.16,0.00,0.00,24.8,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
199,David Jurásek,cz CZE,DF,Hoffenheim,24-277,2000,6.9,0,5,2,40.0,0.73,0.29,0.00,0.00,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
200,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,21-098,2004,0.8,1,4,1,25.0,5.07,1.27,0.25,1.00,19.7,0,0,0,0.6,0.6,0.16,+0.4,+0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Almugera Kabar,de GER,DF,Dortmund,18-339,2006,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
202,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,23-364,2001,3.4,0,7,0,0.0,2.05,0.00,0.00,,13.4,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
203,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,33-016,1992,16.5,2,14,3,21.4,0.85,0.18,0.14,0.67,14.8,0,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches
204,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,22-340,2002,11.6,0,14,3,21.4,1.21,0.26,0.00,0.00,16.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
205,Kevin Kampl,si SVN,MF,RB Leipzig,34-214,1990,16.7,1,6,2,33.3,0.36,0.12,0.17,0.50,18.3,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
206,Harry Kane,eng ENG,FW,Bayern Munich,31-287,1993,26.1,25,103,44,42.7,3.94,1.68,0.16,0.36,16.4,6,9,9,20.0,13.0,0.13,+5.0,+3.0,Matches
207,Atakan Karazor,,MF,Stuttgart,28-210,1996,27.1,1,12,5,41.7,0.44,0.18,0.08,0.20,16.4,0,0,0,1.6,1.3,0.11,-0.6,-0.3,Matches
208,Mikkel Kaufmann,dk DEN,FW,Heidenheim,24-128,2001,4.1,0,3,3,100.0,0.73,0.73,0.00,0.00,14.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches
209,Yannik Keitel,de GER,MF,Stuttgart,25-085,2000,2.8,0,4,2,50.0,1.43,0.71,0.00,0.00,21.2,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
210,Andu Kelati,de GER,"MF,DF",Holstein Kiel,22-271,2002,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches
211,Thomas Keller,de GER,"DF,MF",Heidenheim,25-279,1999,1.6,0,1,0,0.0,0.61,0.00,0.00,,31.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
212,Aljoscha Kemlein,de GER,MF,Union Berlin,20-282,2004,10.2,1,11,3,27.3,1.07,0.29,0.09,0.33,17.4,1,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
213,Luca Kerber,de GER,"MF,DF",Heidenheim,23-062,2002,8.2,1,5,3,60.0,0.61,0.37,0.20,0.33,14.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
214,Rani Khedira,de GER,MF,Union Berlin,31-104,1994,29.3,1,13,1,7.7,0.44,0.03,0.08,1.00,17.9,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
215,Joshua Kimmich,de GER,MF,Bayern Munich,30-092,1995,30.6,2,32,9,28.1,1.04,0.29,0.06,0.22,24.2,4,0,0,1.7,1.7,0.05,+0.3,+0.3,Matches
216,Tim Kleindienst,de GER,FW,Gladbach,29-253,1995,30.4,16,73,36,49.3,2.40,1.18,0.21,0.42,12.9,0,1,2,13.6,11.9,0.16,+2.4,+3.1,Matches
217,Lukas Klostermann,de GER,DF,RB Leipzig,28-342,1996,20.4,1,4,2,50.0,0.20,0.10,0.25,0.50,14.5,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
218,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,23-121,2002,15.9,3,27,8,29.6,1.70,0.50,0.11,0.38,15.5,0,0,0,4.3,4.3,0.16,-1.3,-1.3,Matches
219,Magnus Knudsen,no NOR,MF,Holstein Kiel,23-330,2001,20.1,0,12,4,33.3,0.60,0.20,0.00,0.00,26.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
220,Gregor Kobel,ch SUI,GK,Dortmund,27-156,1997,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Robin Koch,de GER,DF,Eint Frankfurt,28-298,1996,26.7,3,15,6,40.0,0.56,0.22,0.20,0.50,17.6,2,0,0,1.7,1.7,0.12,+1.3,+1.3,Matches
222,Derrick Köhn,de GER,"DF,FW",Werder Bremen,26-096,1999,14.7,2,13,4,30.8,0.88,0.27,0.15,0.50,15.7,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
223,Dominik Kohr,de GER,"DF,MF",Mainz 05,31-100,1994,25.5,2,13,5,38.5,0.51,0.20,0.15,0.40,19.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
224,Marco Komenda,hr CRO,DF,Holstein Kiel,28-166,1996,14.5,0,3,0,0.0,0.21,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
225,Mert Kömür,de GER,MF,Augsburg,19-298,2005,5.9,2,12,7,58.3,2.05,1.20,0.17,0.29,21.4,1,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Henri Koudossou,de GER,DF,Augsburg,25-250,1999,7.9,0,2,0,0.0,0.25,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
227,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,21-164,2003,26.4,0,22,3,13.6,0.83,0.11,0.00,0.00,16.4,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
228,Matej Kovar,cz CZE,GK,Leverkusen,24-359,2000,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
229,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,33-326,1991,29.8,11,64,22,34.4,2.14,0.74,0.13,0.36,15.7,2,3,3,11.6,9.3,0.15,-0.6,-1.3,Matches
230,Frans Krätzig,de GER,"DF,MF",Heidenheim,22-117,2003,13.5,1,9,3,33.3,0.67,0.22,0.11,0.33,17.4,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
231,Frans Krätzig,de GER,DF,Stuttgart,22-117,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
232,Tom Krauß,de GER,MF,Bochum,23-323,2001,12.0,0,11,2,18.2,0.92,0.17,0.00,0.00,24.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
233,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,27-304,1997,25.9,3,19,6,31.6,0.73,0.23,0.16,0.50,13.6,0,0,0,1.6,1.6,0.08,+1.4,+1.4,Matches
234,Lukas Kübler,de GER,DF,Freiburg,32-254,1992,20.2,5,18,10,55.6,0.89,0.50,0.28,0.50,15.9,0,0,0,2.7,2.7,0.15,+2.3,+2.3,Matches
235,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,17-311,2007,0.0,0,1,0,0.0,30.00,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
236,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,27-013,1998,1.9,0,6,1,16.7,3.14,0.52,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
237,Nediljko Labrović,hr CRO,GK,Augsburg,25-213,1999,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
238,Konrad Laimer,at AUT,DF,Bayern Munich,27-349,1997,18.1,2,17,6,35.3,0.94,0.33,0.12,0.33,16.5,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Matches
239,Stefan Lainer,at AUT,DF,Gladbach,32-257,1992,7.7,1,4,1,25.0,0.52,0.13,0.25,1.00,14.9,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
240,Hugo Larsson,se SWE,MF,Eint Frankfurt,20-318,2004,24.6,3,20,9,45.0,0.81,0.37,0.15,0.33,16.2,0,0,0,3.0,3.0,0.15,0.0,0.0,Matches
241,Diogo Leite,pt POR,DF,Union Berlin,26-108,1999,28.3,1,18,8,44.4,0.64,0.28,0.06,0.13,13.8,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
242,Maxim Leitsch,de GER,DF,Mainz 05,26-358,1998,7.5,1,6,1,16.7,0.80,0.13,0.17,1.00,12.4,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
243,Jamie Leweling,de GER,"MF,FW",Stuttgart,24-074,2001,17.0,2,26,15,57.7,1.53,0.88,0.08,0.13,19.8,0,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
244,Philipp Lienhart,at AUT,DF,Freiburg,28-304,1996,29.8,1,8,1,12.5,0.27,0.03,0.13,1.00,13.8,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
245,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,23-072,2002,3.0,1,2,1,50.0,0.67,0.33,0.50,1.00,17.7,0,0,0,0.4,0.4,0.22,+0.6,+0.6,Matches
246,Anthony Losilla,fr FRA,MF,Bochum,39-062,1986,12.3,0,4,0,0.0,0.33,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
247,Yannik Lührs,de GER,DF,Dortmund,21-244,2003,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
248,Castello Lukeba,fr FRA,DF,RB Leipzig,22-145,2002,17.5,0,4,1,25.0,0.23,0.06,0.00,0.00,15.6,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
249,Senne Lynen,be BEL,MF,Werder Bremen,26-081,1999,29.4,0,24,3,12.5,0.82,0.10,0.00,0.00,22.0,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
250,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,25-223,1999,20.9,11,48,20,41.7,2.29,0.95,0.19,0.45,17.4,4,2,2,6.0,4.4,0.09,+5.0,+4.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Arne Maier,de GER,MF,Augsburg,26-123,1999,9.7,0,18,6,33.3,1.86,0.62,0.00,0.00,24.3,3,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
252,Patrick Mainka,de GER,DF,Heidenheim,30-186,1994,33.0,1,25,8,32.0,0.76,0.24,0.04,0.13,14.1,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
253,Lovro Majer,hr CRO,MF,Wolfsburg,27-114,1998,2.6,2,3,2,66.7,1.17,0.78,0.33,0.50,21.0,0,1,1,1.2,0.4,0.13,+0.8,+0.6,Matches
254,Jordy Makengo,fr FRA,DF,Freiburg,23-281,2001,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Jarzinho Malanga,de GER,DF,Stuttgart,18-305,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
256,Julián Malatini,ar ARG,DF,Werder Bremen,23-345,2001,5.0,1,3,1,33.3,0.59,0.20,0.33,1.00,7.3,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
257,Donyell Malen,nl NED,"FW,MF",Dortmund,26-122,1999,6.8,3,19,6,31.6,2.79,0.88,0.16,0.50,14.2,0,0,0,2.9,2.9,0.15,+0.1,+0.1,Matches
258,Lennard Maloney,us USA,MF,Heidenheim,25-215,1999,8.4,0,3,0,0.0,0.36,0.00,0.00,,10.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
259,Lennard Maloney,us USA,MF,Mainz 05,25-215,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
