Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
139,Roman Dixon,eng ENG,DF,Everton,20-136,2004,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0,Matches
140,Nasser Djiga,bf BFA,"DF,FW",Wolves,22-177,2002,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0,Matches
141,Matt Doherty,ie IRL,DF,Wolves,33-115,1992,22.5,6,0,0,18,11,2,20,22,20,0,0,1,101,50,20,71.4,Matches
142,Jeremy Doku,be BEL,"FW,MF",Manchester City,22-349,2002,16.0,1,0,0,9,32,5,56,4,21,0,0,0,58,0,11,0.0,Matches
143,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26-317,1998,19.3,9,0,0,31,16,1,5,27,40,0,0,0,102,21,20,51.2,Matches
144,Patrick Dorgu,dk DEN,DF,Manchester Utd,20-197,2004,7.0,3,1,0,14,20,3,28,4,17,0,0,0,26,12,7,63.2,Matches
145,Alfie Dorrington,eng ENG,DF,Tottenham,20-021,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
146,Abdoulaye Doucouré,ml MLI,MF,Everton,32-130,1993,27.6,5,1,1,47,5,10,23,9,27,0,0,0,145,29,43,40.3,Matches
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,25-123,2000,5.0,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50.0,Matches
148,Flynn Downes,eng ENG,MF,Southampton,26-111,1999,21.9,11,0,0,47,36,0,3,31,24,0,0,0,76,16,13,55.2,Matches
149,Tommy Doyle,eng ENG,MF,Wolves,23-206,2001,5.4,1,0,0,5,5,0,15,5,6,0,0,0,43,1,6,14.3,Matches
150,Radu Drăgușin,ro ROU,DF,Tottenham,23-097,2002,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
151,Martin Dúbravka,sk SVK,GK,Newcastle Utd,36-116,1989,10.0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100.0,Matches
152,Lewis Dunk,eng ENG,DF,Brighton,33-171,1991,23.1,5,0,0,7,11,2,5,13,10,0,0,1,104,51,31,62.2,Matches
153,Jáder Durán,co COL,FW,Aston Villa,21-149,2003,7.1,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50.0,Matches
